종목,심볼번호,고유번호,업종,업종코드,WICS,WICS코드,연도,자산,부채,자본,매출액,액면가
이녹스첨단소재,1237540,272290,IT부품,160,전자장비와 기기,G452030,2019,3.37431E+11,1.56782E+11,1.80649E+11,3.4933E+11,26267
이녹스첨단소재,1237540,272290,IT부품,160,전자장비와 기기,G452030,2020,3.18623E+11,1.16142E+11,2.02481E+11,3.36258E+11,23150
서진시스템,838005,178320,통신장비,157,통신장비,G452010,2017,2.59232E+11,1.37936E+11,1.21296E+11,2.37946E+11,16073
서진시스템,838005,178320,통신장비,157,통신장비,G452010,2018,4.37785E+11,2.16119E+11,2.21666E+11,3.24577E+11,18050
서진시스템,838005,178320,통신장비,157,통신장비,G452010,2019,5.63041E+11,2.96148E+11,2.66893E+11,3.92361E+11,29000
서진시스템,838005,178320,통신장비,157,통신장비,G452010,2020,6.92052E+11,4.50148E+11,2.41904E+11,3.21896E+11,51000
솔브레인홀딩스,247975,36830,전문기술,99,반도체와 반도체 장비,G453010,2015,7.31702E+11,2.39038E+11,4.92664E+11,6.27917E+11,19522
솔브레인홀딩스,247975,36830,전문기술,99,반도체와 반도체 장비,G453010,2016,8.29391E+11,2.68418E+11,5.60973E+11,7.22521E+11,28971
솔브레인홀딩스,247975,36830,전문기술,99,반도체와 반도체 장비,G453010,2017,8.9595E+11,2.46091E+11,6.49859E+11,7.75598E+11,32377
솔브레인홀딩스,247975,36830,전문기술,99,반도체와 반도체 장비,G453010,2018,1.00612E+12,2.72333E+11,7.33788E+11,9.63425E+11,22976
솔브레인홀딩스,247975,36830,전문기술,99,반도체와 반도체 장비,G453010,2019,1.15946E+12,3.17791E+11,8.41669E+11,1.02127E+12,40915
한글과컴퓨터,204262,30520,소프트웨어,155,소프트웨어,G451030,2015,2.1414E+11,36140308571,1.78E+11,84941460030,23550
한글과컴퓨터,204262,30520,소프트웨어,155,소프트웨어,G451030,2016,2.28642E+11,42477655330,1.86164E+11,1.01244E+11,16550
한글과컴퓨터,204262,30520,소프트웨어,155,소프트웨어,G451030,2017,5.31778E+11,3.06895E+11,2.24883E+11,1.34111E+11,17800
한글과컴퓨터,204262,30520,소프트웨어,155,소프트웨어,G451030,2018,6.46814E+11,3.43537E+11,3.03277E+11,2.15761E+11,13100
한글과컴퓨터,204262,30520,소프트웨어,155,소프트웨어,G451030,2019,6.51672E+11,3.18009E+11,3.33663E+11,3.19256E+11,10150
한글과컴퓨터,204262,30520,소프트웨어,155,소프트웨어,G451030,2020,7.22343E+11,2.69802E+11,4.52542E+11,4.01369E+11,18950
초록뱀미디어,299464,47820,오락·문화,106,방송과엔터테인먼트,G502020,2015,1.14402E+11,50234792995,64167130986,24842314115,3548
초록뱀미디어,299464,47820,오락·문화,106,방송과엔터테인먼트,G502020,2016,1.24197E+11,51939451929,72257431709,1.05908E+11,1874
초록뱀미디어,299464,47820,오락·문화,106,방송과엔터테인먼트,G502020,2017,1.11077E+11,29174935234,81901923062,58844075344,1345
초록뱀미디어,299464,47820,오락·문화,106,방송과엔터테인먼트,G502020,2018,1.69115E+11,78013738964,91101006495,63870939172,1698
초록뱀미디어,299464,47820,오락·문화,106,방송과엔터테인먼트,G502020,2019,1.86525E+11,80231139399,1.06293E+11,48519671414,1211
초록뱀미디어,299464,47820,오락·문화,106,방송과엔터테인먼트,G502020,2020,2.99149E+11,1.65724E+11,1.33426E+11,46740870594,2095
나노신소재,439965,121600,화학,65,화학,G151010,2015,83449448425,9564247802,73885200623,43140424550,24100
나노신소재,439965,121600,화학,65,화학,G151010,2016,84239206951,6650128417,77589078534,41111799737,15200
나노신소재,439965,121600,화학,65,화학,G151010,2017,88963511936,6050112815,82913399121,45568866446,17000
나노신소재,439965,121600,화학,65,화학,G151010,2018,98480424107,9625376367,88855047740,52249959664,15350
나노신소재,439965,121600,화학,65,화학,G151010,2019,1.01894E+11,8105979454,93787589861,48892960511,16700
나노신소재,439965,121600,화학,65,화학,G151010,2020,1.06629E+11,14484410400,92144681842,48524487750,38500
네패스,227333,33640,반도체,159,반도체와 반도체 장비,G453010,2015,3.55859E+11,2.17766E+11,1.38093E+11,2.79221E+11,5980
네패스,227333,33640,반도체,159,반도체와 반도체 장비,G453010,2016,2.98597E+11,1.82776E+11,1.15821E+11,2.54535E+11,8370
네패스,227333,33640,반도체,159,반도체와 반도체 장비,G453010,2017,3.08121E+11,1.87246E+11,1.20875E+11,2.85034E+11,9470
네패스,227333,33640,반도체,159,반도체와 반도체 장비,G453010,2018,2.81992E+11,1.40785E+11,1.41206E+11,2.73318E+11,9840
네패스,227333,33640,반도체,159,반도체와 반도체 장비,G453010,2019,5.21648E+11,3.31009E+11,1.9064E+11,3.56317E+11,24150
네패스,227333,33640,반도체,159,반도체와 반도체 장비,G453010,2020,8.01694E+11,5.41089E+11,2.60605E+11,3.4356E+11,42750
비에이치,447609,90460,IT부품,160,전자장비와 기기,G452030,2015,3.31916E+11,2.2436E+11,1.07555E+11,3.64623E+11,2735
비에이치,447609,90460,IT부품,160,전자장비와 기기,G452030,2016,3.10622E+11,2.04588E+11,1.06034E+11,3.71954E+11,8625
비에이치,447609,90460,IT부품,160,전자장비와 기기,G452030,2017,5.19806E+11,3.67049E+11,1.52757E+11,6.91342E+11,27150
비에이치,447609,90460,IT부품,160,전자장비와 기기,G452030,2018,4.69756E+11,2.81846E+11,1.87911E+11,7.67882E+11,17050
비에이치,447609,90460,IT부품,160,전자장비와 기기,G452030,2019,4.77944E+11,1.98486E+11,2.79458E+11,6.54854E+11,22050
비에이치,447609,90460,IT부품,160,전자장비와 기기,G452030,2020,5.6112E+11,2.44143E+11,3.16977E+11,7.21358E+11,22050
셀리버리,1182444,268600,연구·개발,98,생물공학,G352010,2018,39995306275,4169503489,35825802786,4512315508,11453
엘앤씨바이오,1181515,290650,제약,66,건강관리장비와 용품,G351010,2018,57378890527,4579460096,52799430431,21240893559,6666
엘앤씨바이오,1181515,290650,제약,66,건강관리장비와 용품,G351010,2019,66226107019,5955350052,60270756967,29151665336,8666
엘앤씨바이오,1181515,290650,제약,66,건강관리장비와 용품,G351010,2020,80575589282,19322699724,61252889558,32972771325,34500
원익QnC,468374,74600,비금속,67,반도체와 반도체 장비,G453010,2015,1.72637E+11,60212189493,1.12425E+11,1.40194E+11,8796
원익QnC,468374,74600,비금속,67,반도체와 반도체 장비,G453010,2016,2.22763E+11,64266524463,1.58497E+11,1.38956E+11,8921
원익QnC,468374,74600,비금속,67,반도체와 반도체 장비,G453010,2017,2.56884E+11,75898068887,1.80986E+11,1.97261E+11,16650
원익QnC,468374,74600,비금속,67,반도체와 반도체 장비,G453010,2018,3.59501E+11,1.38364E+11,2.21137E+11,2.66464E+11,10050
원익QnC,468374,74600,비금속,67,반도체와 반도체 장비,G453010,2019,6.40997E+11,3.53799E+11,2.87198E+11,2.6306E+11,15600
원익QnC,468374,74600,비금속,67,반도체와 반도체 장비,G453010,2020,7.43087E+11,4.40461E+11,3.02626E+11,5.2564E+11,21450
엑세스바이오,956028,950130,미분류,-1,생명과학 도구 및 서비스,G352030,2015,69215893,3616635,65599258,31447579,7250
엑세스바이오,956028,950130,미분류,-1,생명과학 도구 및 서비스,G352030,2016,91224186,33581654,57642532,27993044,6140
엑세스바이오,956028,950130,미분류,-1,생명과학 도구 및 서비스,G352030,2017,87153500,36668120,50485380,26055635,4600
엑세스바이오,956028,950130,미분류,-1,생명과학 도구 및 서비스,G352030,2018,84822492,45993600,38828892,36571123,4375
엑세스바이오,956028,950130,미분류,-1,생명과학 도구 및 서비스,G352030,2019,60226636,36129195,24097441,36939637,2100
엑세스바이오,956028,950130,미분류,-1,생명과학 도구 및 서비스,G352030,2020,156419338,76749489,79669849,103213745,22050
엔케이맥스,977650,182400,제약,66,생명과학 도구 및 서비스,G352030,2015,32368511445,3611097002,28757414443,2513084443,15899
엔케이맥스,977650,182400,제약,66,생명과학 도구 및 서비스,G352030,2016,67511554239,26835250882,40676303357,6875849190,17500
엔케이맥스,977650,182400,제약,66,생명과학 도구 및 서비스,G352030,2017,54044210552,14094396885,39949813667,4829585004,20200
엔케이맥스,977650,182400,제약,66,생명과학 도구 및 서비스,G352030,2018,70564687641,35681002081,34883685560,6268827447,13000
엔케이맥스,977650,182400,제약,66,생명과학 도구 및 서비스,G352030,2019,1.82159E+11,74646229507,1.07513E+11,8749217674,10750
엔케이맥스,977650,182400,제약,66,생명과학 도구 및 서비스,G352030,2020,2.05308E+11,85306663794,1.20001E+11,10371545183,21200
네오위즈홀딩스,266952,42420,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015,5.70888E+11,78033865519,4.92854E+11,1.99472E+11,14850
네오위즈홀딩스,266952,42420,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016,5.33358E+11,54350324036,4.79007E+11,2.01698E+11,16500
네오위즈홀딩스,266952,42420,디지털컨텐츠,154,게임엔터테인먼트,G502040,2017,5.24778E+11,48395656539,4.76382E+11,1.84864E+11,13300
네오위즈홀딩스,266952,42420,디지털컨텐츠,154,게임엔터테인먼트,G502040,2018,5.90592E+11,74313742725,5.16278E+11,2.28327E+11,11200
네오위즈홀딩스,266952,42420,디지털컨텐츠,154,게임엔터테인먼트,G502040,2019,6.22124E+11,72872632097,5.49251E+11,2.53948E+11,14050
네오위즈홀딩스,266952,42420,디지털컨텐츠,154,게임엔터테인먼트,G502040,2020,7.34766E+11,96199629165,6.38566E+11,2.89246E+11,16450
인텔리안테크,664181,189300,일반전기전자,72,통신장비,G452010,2016,98174987749,34830060081,63344927668,77790620465,15774
인텔리안테크,664181,189300,일반전기전자,72,통신장비,G452010,2017,1.08632E+11,44180110024,64452369471,83722394571,13814
인텔리안테크,664181,189300,일반전기전자,72,통신장비,G452010,2018,1.29431E+11,54950616992,74480279101,1.09807E+11,12762
인텔리안테크,664181,189300,일반전기전자,72,통신장비,G452010,2019,1.37341E+11,58985117781,78355836708,1.17972E+11,34273
인텔리안테크,664181,189300,일반전기전자,72,통신장비,G452010,2020,1.52811E+11,76127366031,76683601556,1.10105E+11,49043
하나마이크론,445054,67310,반도체,159,반도체와 반도체 장비,G453010,2015,3.94754E+11,2.47366E+11,1.47389E+11,2.86239E+11,5369
하나마이크론,445054,67310,반도체,159,반도체와 반도체 장비,G453010,2016,4.0852E+11,2.6822E+11,1.40301E+11,2.52294E+11,5148
하나마이크론,445054,67310,반도체,159,반도체와 반도체 장비,G453010,2017,5.1167E+11,3.383E+11,1.7337E+11,3.65814E+11,5196
하나마이크론,445054,67310,반도체,159,반도체와 반도체 장비,G453010,2018,6.04902E+11,3.98652E+11,2.0625E+11,4.79949E+11,3688
하나마이크론,445054,67310,반도체,159,반도체와 반도체 장비,G453010,2019,7.06702E+11,4.70243E+11,2.3646E+11,4.98198E+11,5369
하나마이크론,445054,67310,반도체,159,반도체와 반도체 장비,G453010,2020,7.64827E+11,5.18088E+11,2.46739E+11,5.3946E+11,10999
에스앤에스텍,411048,101490,반도체,159,반도체와 반도체 장비,G453010,2020,1.85991E+11,21522470384,1.64468E+11,87374363277,43850
케어젠,549891,214370,제약,66,생물공학,G352010,2016,2.30682E+11,10980927224,2.19701E+11,30904870647,65680
케어젠,549891,214370,제약,66,생물공학,G352010,2017,2.21823E+11,11425606293,2.10397E+11,46531030175,69360
케어젠,549891,214370,제약,66,생물공학,G352010,2018,2.18938E+11,14266470810,2.04672E+11,51211119937,56720
케어젠,549891,214370,제약,66,생물공학,G352010,2019,2.31847E+11,14970961506,2.16876E+11,64698623362,0
케어젠,549891,214370,제약,66,생물공학,G352010,2020,2.16556E+11,11314026520,2.05242E+11,60295113424,71000
코미코,997812,183300,반도체,159,반도체와 반도체 장비,G453010,2016,93196638840,53025923058,40170715782,93983099201,0
코미코,997812,183300,반도체,159,반도체와 반도체 장비,G453010,2017,1.21073E+11,49106751394,71966198811,1.25056E+11,25550
코미코,997812,183300,반도체,159,반도체와 반도체 장비,G453010,2018,2.32717E+11,1.33038E+11,99678975484,1.66567E+11,21350
코미코,997812,183300,반도체,159,반도체와 반도체 장비,G453010,2019,2.92076E+11,1.69946E+11,1.2213E+11,1.73461E+11,27800
코미코,997812,183300,반도체,159,반도체와 반도체 장비,G453010,2020,3.15096E+11,1.45593E+11,1.69503E+11,2.00828E+11,50600
휴마시스,1042979,205470,제약,66,생명과학 도구 및 서비스,G352030,2020,68207128614,19522817752,48684310862,45717211972,9500
안랩,298270,53800,소프트웨어,155,소프트웨어,G451030,2015,1.94607E+11,33259787367,1.61347E+11,1.34453E+11,91700
안랩,298270,53800,소프트웨어,155,소프트웨어,G451030,2016,2.14599E+11,42579161245,1.7202E+11,1.4288E+11,55500
안랩,298270,53800,소프트웨어,155,소프트웨어,G451030,2017,2.2362E+11,39730731470,1.8389E+11,1.50259E+11,54200
안랩,298270,53800,소프트웨어,155,소프트웨어,G451030,2018,2.44774E+11,50374740806,1.94399E+11,1.59815E+11,46850
안랩,298270,53800,소프트웨어,155,소프트웨어,G451030,2019,2.60217E+11,54544804712,2.05672E+11,1.66992E+11,77400
안랩,298270,53800,소프트웨어,155,소프트웨어,G451030,2020,2.80831E+11,63520382342,2.17311E+11,1.78187E+11,86300
네오위즈,628860,95660,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015,3.74371E+11,1.10083E+11,2.64288E+11,1.90071E+11,16250
네오위즈,628860,95660,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016,3.17439E+11,46384073306,2.71055E+11,1.91038E+11,11250
네오위즈,628860,95660,디지털컨텐츠,154,게임엔터테인먼트,G502040,2017,3.04359E+11,39611170363,2.64748E+11,1.74045E+11,12250
네오위즈,628860,95660,디지털컨텐츠,154,게임엔터테인먼트,G502040,2018,3.66712E+11,67872548048,2.9884E+11,2.1549E+11,12500
네오위즈,628860,95660,디지털컨텐츠,154,게임엔터테인먼트,G502040,2019,3.98002E+11,69123581295,3.28878E+11,2.54498E+11,17100
네오위즈,628860,95660,디지털컨텐츠,154,게임엔터테인먼트,G502040,2020,4.79352E+11,83736216742,3.95616E+11,2.89606E+11,22650
코웰패션,155948,33290,소매,85,"섬유, 의류, 신발, 호화품",G252060,2015,1.82135E+11,64502217390,1.17632E+11,1.61477E+11,2850
코웰패션,155948,33290,소매,85,"섬유, 의류, 신발, 호화품",G252060,2016,2.08456E+11,73257224074,1.35199E+11,2.49688E+11,3145
코웰패션,155948,33290,소매,85,"섬유, 의류, 신발, 호화품",G252060,2017,2.73004E+11,1.009E+11,1.72104E+11,3.09437E+11,5340
코웰패션,155948,33290,소매,85,"섬유, 의류, 신발, 호화품",G252060,2018,3.21841E+11,1.02626E+11,2.19215E+11,3.39376E+11,4755
코웰패션,155948,33290,소매,85,"섬유, 의류, 신발, 호화품",G252060,2019,3.64383E+11,1.08038E+11,2.56345E+11,3.94651E+11,5640
코웰패션,155948,33290,소매,85,"섬유, 의류, 신발, 호화품",G252060,2020,3.72326E+11,83160774966,2.89165E+11,4.26421E+11,5670
피에스케이,1365825,319660,반도체,159,반도체와 반도체 장비,G453010,2019,2.2393E+11,36679088877,1.87251E+11,1.54612E+11,23700
피에스케이,1365825,319660,반도체,159,반도체와 반도체 장비,G453010,2020,2.68589E+11,51209903017,2.17379E+11,2.6573E+11,40700
조이시티,397252,67000,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015,76678644888,8527648634,68150996254,57536244660,10122
조이시티,397252,67000,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016,58813729180,13519280805,45294448375,72519303447,7193
유니테스트,540447,86390,반도체,159,반도체와 반도체 장비,G453010,2015,1.00852E+11,35907194600,64944709818,1.33524E+11,8810
유니테스트,540447,86390,반도체,159,반도체와 반도체 장비,G453010,2016,1.05027E+11,33135306012,71891851100,1.16772E+11,12100
유니테스트,540447,86390,반도체,159,반도체와 반도체 장비,G453010,2017,1.4978E+11,57386547160,92393613032,1.68554E+11,12850
유니테스트,540447,86390,반도체,159,반도체와 반도체 장비,G453010,2018,1.89865E+11,48754183312,1.4111E+11,2.82306E+11,10600
유니테스트,540447,86390,반도체,159,반도체와 반도체 장비,G453010,2019,1.95733E+11,34906259618,1.60827E+11,1.98326E+11,14500
유니테스트,540447,86390,반도체,159,반도체와 반도체 장비,G453010,2020,1.99001E+11,42748486221,1.56253E+11,1.23472E+11,27250
젬백스,492894,82270,기계·장비,70,반도체와 반도체 장비,G453010,2015,1.80233E+11,81056197299,99176537494,75073727405,22650
젬백스,492894,82270,기계·장비,70,반도체와 반도체 장비,G453010,2016,1.89682E+11,89292800486,1.0039E+11,1.09128E+11,14550
젬백스,492894,82270,기계·장비,70,반도체와 반도체 장비,G453010,2017,1.59826E+11,93711989604,66113723243,47875295766,14350
젬백스,492894,82270,기계·장비,70,반도체와 반도체 장비,G453010,2018,1.72592E+11,58781846390,1.1381E+11,47239502797,12250
젬백스,492894,82270,기계·장비,70,반도체와 반도체 장비,G453010,2019,1.63178E+11,68226154116,94951931093,42663507857,39300
파트론,490151,91700,IT부품,160,핸드셋,G452015,2015,5.09589E+11,1.46996E+11,3.62593E+11,8.05804E+11,9870
파트론,490151,91700,IT부품,160,핸드셋,G452015,2016,5.06193E+11,1.21072E+11,3.85121E+11,7.91416E+11,10300
파트론,490151,91700,IT부품,160,핸드셋,G452015,2017,5.11092E+11,1.52288E+11,3.58805E+11,7.9134E+11,9500
파트론,490151,91700,IT부품,160,핸드셋,G452015,2018,4.63715E+11,1.18766E+11,3.44949E+11,7.96483E+11,8210
파트론,490151,91700,IT부품,160,핸드셋,G452015,2019,5.20808E+11,1.1869E+11,4.02118E+11,1.2546E+12,13300
파트론,490151,91700,IT부품,160,핸드셋,G452015,2020,6.05214E+11,2.07558E+11,3.97656E+11,1.17928E+12,11350
티에스이,372226,131290,반도체,159,반도체와 반도체 장비,G453010,2015,1.93014E+11,38207687475,1.54806E+11,1.32224E+11,12750
티에스이,372226,131290,반도체,159,반도체와 반도체 장비,G453010,2016,1.89315E+11,46480076272,1.42835E+11,1.26712E+11,8180
티에스이,372226,131290,반도체,159,반도체와 반도체 장비,G453010,2017,2.06198E+11,45895887577,1.60302E+11,1.85749E+11,16700
티에스이,372226,131290,반도체,159,반도체와 반도체 장비,G453010,2018,2.29525E+11,51280010594,1.78245E+11,1.84431E+11,6600
티에스이,372226,131290,반도체,159,반도체와 반도체 장비,G453010,2019,2.63602E+11,68776931708,1.94825E+11,1.9149E+11,13800
티에스이,372226,131290,반도체,159,반도체와 반도체 장비,G453010,2020,3.01073E+11,76155962090,2.24917E+11,2.85509E+11,62700
서울옥션,410915,63170,도매,84,판매업체,G255010,2015,1.25648E+11,58352690529,67295344184,54756256643,21500
서울옥션,410915,63170,도매,84,판매업체,G255010,2016,1.31561E+11,58956590948,72604075245,50852668597,9770
서울옥션,410915,63170,도매,84,판매업체,G255010,2017,1.54339E+11,82050210119,72288534957,54167584153,8900
서울옥션,410915,63170,도매,84,판매업체,G255010,2018,2.053E+11,1.2718E+11,78119326378,62044837709,8870
서울옥션,410915,63170,도매,84,판매업체,G255010,2019,1.72775E+11,1.04222E+11,68553030568,45092705155,5730
서울옥션,410915,63170,도매,84,판매업체,G255010,2020,1.47991E+11,82754073645,65236662421,28850755678,7440
에이스테크,556907,88800,통신장비,157,통신장비,G452010,2015,4.92383E+11,3.48925E+11,1.43458E+11,4.21924E+11,4480
에이스테크,556907,88800,통신장비,157,통신장비,G452010,2016,4.33736E+11,3.11035E+11,1.22701E+11,3.22117E+11,3010
에이스테크,556907,88800,통신장비,157,통신장비,G452010,2017,3.73478E+11,3.0641E+11,67068038512,3.51616E+11,5060
에이스테크,556907,88800,통신장비,157,통신장비,G452010,2018,4.32085E+11,3.51158E+11,80927253977,3.77317E+11,5270
에이스테크,556907,88800,통신장비,157,통신장비,G452010,2019,3.80499E+11,2.91358E+11,89141277014,3.78602E+11,8150
에이스테크,556907,88800,통신장비,157,통신장비,G452010,2020,3.5297E+11,2.81475E+11,71495107867,2.10755E+11,27200
이오플로우,1274310,294090,의료·정밀기기,74,건강관리장비와 용품,G351010,2020,29152792692,4317738126,24835054566,21654545,69527
아미코젠,545734,92040,음식료·담배,56,생물공학,G352010,2015,1.59844E+11,49597902167,1.10246E+11,32457291972,32642
아미코젠,545734,92040,음식료·담배,56,생물공학,G352010,2016,1.4633E+11,39172050428,1.07158E+11,68968044744,21712
아미코젠,545734,92040,음식료·담배,56,생물공학,G352010,2017,1.63515E+11,47592473340,1.15922E+11,73665135174,23900
아미코젠,545734,92040,음식료·담배,56,생물공학,G352010,2018,2.31214E+11,70924972645,1.60289E+11,94521965173,34500
아미코젠,545734,92040,음식료·담배,56,생물공학,G352010,2019,2.41401E+11,82993430247,1.58408E+11,1.15181E+11,25550
아미코젠,545734,92040,음식료·담배,56,생물공학,G352010,2020,2.83368E+11,90634027344,1.92734E+11,1.15856E+11,39000
카페24,260879,42000,인터넷,153,IT서비스,G451020,2017,71917923059,58193780095,13724142964,1.42578E+11,0
카페24,260879,42000,인터넷,153,IT서비스,G451020,2018,1.48596E+11,33906874372,1.14689E+11,1.65387E+11,55646
카페24,260879,42000,인터넷,153,IT서비스,G451020,2019,2.31434E+11,79165393636,1.52268E+11,2.17245E+11,25667
카페24,260879,42000,인터넷,153,IT서비스,G451020,2020,2.54033E+11,94580243629,1.59452E+11,2.47336E+11,32084
에코마케팅,1029394,230360,전문기술,99,광고,G502010,2016,79886625189,10351244916,69535380273,16642126845,5523
에코마케팅,1029394,230360,전문기술,99,광고,G502010,2017,93125343377,21020049543,72105293834,24092472491,4368
에코마케팅,1029394,230360,전문기술,99,광고,G502010,2018,1.17361E+11,29482532638,87878836418,62103161722,5750
에코마케팅,1029394,230360,전문기술,99,광고,G502010,2019,1.39597E+11,30155128520,1.09442E+11,1.11355E+11,16100
에코마케팅,1029394,230360,전문기술,99,광고,G502010,2020,1.9502E+11,45744337164,1.49276E+11,1.77031E+11,30050
갤럭시아머니트리,587457,94480,소프트웨어,155,IT서비스,G451020,2015,1.24026E+11,77016835284,47009125020,39584970743,4689
갤럭시아머니트리,587457,94480,소프트웨어,155,IT서비스,G451020,2016,1.43345E+11,90045326529,53299887921,53853718546,4714
갤럭시아머니트리,587457,94480,소프트웨어,155,IT서비스,G451020,2017,1.83457E+11,1.19054E+11,64403110654,69129594333,5507
갤럭시아머니트리,587457,94480,소프트웨어,155,IT서비스,G451020,2018,2.29962E+11,1.46361E+11,83600833167,81383390831,2765
갤럭시아머니트리,587457,94480,소프트웨어,155,IT서비스,G451020,2019,2.40358E+11,1.48993E+11,91365268692,85556493534,3385
갤럭시아머니트리,587457,94480,소프트웨어,155,IT서비스,G451020,2020,2.62092E+11,1.70118E+11,91973747081,81230421178,3625
넥슨지티,266943,41140,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016,1.51707E+11,12533379939,1.39173E+11,61176392435,8500
넥슨지티,266943,41140,디지털컨텐츠,154,게임엔터테인먼트,G502040,2017,1.73837E+11,49809501376,1.24027E+11,49273127053,13350
넥슨지티,266943,41140,디지털컨텐츠,154,게임엔터테인먼트,G502040,2018,1.69825E+11,67044914691,1.0278E+11,32459785242,6660
넥슨지티,266943,41140,디지털컨텐츠,154,게임엔터테인먼트,G502040,2019,1.44613E+11,37049405393,1.07564E+11,30214784531,6990
넥슨지티,266943,41140,디지털컨텐츠,154,게임엔터테인먼트,G502040,2020,1.46637E+11,34952694110,1.11684E+11,27837747470,13200
매일유업,1234507,267980,음식료·담배,56,식품,G302020,2018,6.15716E+11,2.68756E+11,3.4696E+11,1.30058E+12,79000
매일유업,1234507,267980,음식료·담배,56,식품,G302020,2019,6.75196E+11,2.71561E+11,4.03634E+11,1.39326E+12,85200
매일유업,1234507,267980,음식료·담배,56,식품,G302020,2020,7.44817E+11,3.04685E+11,4.40131E+11,1.4631E+12,69700
KH바텍,378628,60720,IT부품,160,핸드셋,G452015,2015,4.55396E+11,1.7355E+11,2.81846E+11,7.37938E+11,16950
KH바텍,378628,60720,IT부품,160,핸드셋,G452015,2016,4.14589E+11,1.63744E+11,2.50845E+11,3.78235E+11,13600
KH바텍,378628,60720,IT부품,160,핸드셋,G452015,2017,3.20081E+11,1.11522E+11,2.08559E+11,3.51127E+11,14250
KH바텍,378628,60720,IT부품,160,핸드셋,G452015,2018,2.98635E+11,1.24237E+11,1.74398E+11,2.03984E+11,8270
KH바텍,378628,60720,IT부품,160,핸드셋,G452015,2019,2.83444E+11,98937817604,1.84506E+11,2.03637E+11,23250
KH바텍,378628,60720,IT부품,160,핸드셋,G452015,2020,2.94887E+11,1.1967E+11,1.75217E+11,1.85002E+11,20450
크리스에프앤씨,522007,110790,섬유·의류,58,"섬유, 의류, 신발, 호화품",G252060,2018,2.72079E+11,67222247914,2.04857E+11,2.57887E+11,25250
크리스에프앤씨,522007,110790,섬유·의류,58,"섬유, 의류, 신발, 호화품",G252060,2019,2.77285E+11,60276298091,2.17008E+11,2.59453E+11,19000
크리스에프앤씨,522007,110790,섬유·의류,58,"섬유, 의류, 신발, 호화품",G252060,2020,3.13582E+11,73416800718,2.40166E+11,2.92422E+11,25950
코미팜,187415,41960,제약,66,제약,G352020,2015,1.33389E+11,57259368266,76129749629,36405104328,33039
코미팜,187415,41960,제약,66,제약,G352020,2016,1.49843E+11,50542293805,99300977333,37636361907,30431
코미팜,187415,41960,제약,66,제약,G352020,2017,1.49268E+11,41964047649,1.07304E+11,36641052732,33734
코미팜,187415,41960,제약,66,제약,G352020,2018,1.39904E+11,41916874470,97986810612,34994051355,18581
코미팜,187415,41960,제약,66,제약,G352020,2019,1.25644E+11,49478644030,76165828863,35489959562,15300
코미팜,187415,41960,제약,66,제약,G352020,2020,1.21913E+11,43811850764,78100677026,37160448878,13500
엘비세미콘,412348,61970,반도체,159,반도체와 반도체 장비,G453010,2018,3.79402E+11,2.2719E+11,1.52212E+11,2.75662E+11,4150
엘비세미콘,412348,61970,반도체,159,반도체와 반도체 장비,G453010,2019,4.78595E+11,2.89299E+11,1.89296E+11,3.90436E+11,7970
엘비세미콘,412348,61970,반도체,159,반도체와 반도체 장비,G453010,2020,5.27479E+11,3.09214E+11,2.18265E+11,4.4279E+11,14950
덕산테코피아,1021666,317330,반도체,159,디스플레이장비 및 부품,G454020,2020,1.70451E+11,12433452322,1.58018E+11,78379152080,17950
테스,524421,95610,반도체,159,반도체와 반도체 장비,G453010,2015,1.20616E+11,26455121846,94161191893,1.00347E+11,10192
테스,524421,95610,반도체,159,반도체와 반도체 장비,G453010,2016,1.84848E+11,36683546285,1.48165E+11,1.78908E+11,27000
테스,524421,95610,반도체,159,반도체와 반도체 장비,G453010,2017,2.42493E+11,52898263002,1.89595E+11,2.7579E+11,38250
테스,524421,95610,반도체,159,반도체와 반도체 장비,G453010,2018,2.41823E+11,29387224813,2.12436E+11,2.87069E+11,12300
테스,524421,95610,반도체,159,반도체와 반도체 장비,G453010,2019,2.47902E+11,32982192119,2.14919E+11,1.78375E+11,25150
테스,524421,95610,반도체,159,반도체와 반도체 장비,G453010,2020,2.7487E+11,38369231736,2.36501E+11,2.45967E+11,29850
올릭스,1113718,226950,연구·개발,98,생물공학,G352010,2018,55636945794,698937719,54938008075,302000000,34231
서부T&D,130383,6730,숙박·음식,86,"호텔, 레스토랑, 레저",G253010,2015,8.78605E+11,4.76959E+11,4.01646E+11,55000620128,13751
서부T&D,130383,6730,숙박·음식,86,"호텔, 레스토랑, 레저",G253010,2016,1.1099E+12,6.57365E+11,4.52534E+11,55896749876,11611
서부T&D,130383,6730,숙박·음식,86,"호텔, 레스토랑, 레저",G253010,2020,1.97894E+12,1.34867E+12,6.30266E+11,84757128523,7600
KG ETS,366137,151860,환경,107,철강,G151050,2018,2.26025E+11,75893995298,1.50131E+11,1.2374E+11,3210
