종목,심볼번호,고유번호,업종,업종코드,WICS,WICS코드,연도,자산,부채,자본,매출액,액면가
현대바이오,313649,48410,화학,65,화장품,G252065,2017,49498780886,18607938596,30890842290,31970192878,5300
현대바이오,313649,48410,화학,65,화장품,G252065,2018,54008494105,13524025945,40484468160,31863791411,5480
현대바이오,313649,48410,화학,65,화장품,G252065,2019,63235589162,16245755313,46989833849,30085994562,14200
현대바이오,313649,48410,화학,65,화장품,G252065,2020,92311468043,41088622982,51222845061,12511415776,31150
레고켐바이오,842619,141080,연구·개발,98,생명과학 도구 및 서비스,G352030,2015,68440364157,25262225137,43178139020,1788474514,12586
레고켐바이오,842619,141080,연구·개발,98,생명과학 도구 및 서비스,G352030,2016,89550609030,29490285375,60060323655,16655491627,17265
레고켐바이오,842619,141080,연구·개발,98,생명과학 도구 및 서비스,G352030,2017,82238442380,32773446686,49464995694,22056557550,20418
레고켐바이오,842619,141080,연구·개발,98,생명과학 도구 및 서비스,G352030,2018,1.21686E+11,16391554703,1.05295E+11,25240301764,28826
레고켐바이오,842619,141080,연구·개발,98,생명과학 도구 및 서비스,G352030,2019,1.41477E+11,25568107367,1.15909E+11,57500138690,26424
데브시스터즈,1008762,194480,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015,1.57874E+11,2292749068,1.55581E+11,19546497009,29850
데브시스터즈,1008762,194480,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016,1.49725E+11,2285050258,1.4744E+11,15220747661,14850
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2015,42698933551,16803901597,25895031954,27323398027,2030
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2016,82678311580,54993340660,27684970920,42234394691,2642
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2017,99018088057,46191682309,52826405748,1.06445E+11,3989
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2018,3.7113E+11,1.65016E+11,2.06114E+11,1.02476E+11,8650
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2019,4.04935E+11,70510314740,3.34425E+11,1.14019E+11,14150
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2020,3.27197E+11,39452826369,2.87744E+11,91796823678,13800
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2017,63161122772,28069163032,35091959740,34868166107,4165
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2018,75677204371,24634180260,51043024111,47481790437,4100
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2019,1.13657E+11,25740865729,87916575572,81133256546,14150
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2020,1.37526E+11,13769236723,1.23757E+11,76460931514,15500
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2015,2.01592E+11,17692265256,1.839E+11,94672562665,13100
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2016,2.39672E+11,27931109433,2.11741E+11,1.41055E+11,17750
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2017,2.65846E+11,34655181465,2.31191E+11,1.30154E+11,21100
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2018,2.73456E+11,36748853660,2.36707E+11,2.20178E+11,10750
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2019,2.78351E+11,33094339899,2.45257E+11,2.05467E+11,16600
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2020,2.9396E+11,44957125250,2.49003E+11,2.02592E+11,33900
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2015,1.01809E+11,48005006506,53804209049,91317951414,6057
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2016,1.5348E+11,1.01158E+11,52321988423,1.08548E+11,5170
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2017,2.40917E+11,1.8189E+11,59026707942,1.49777E+11,6919
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2018,2.90895E+11,2.2124E+11,69655151278,2.56693E+11,5474
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2019,5.00331E+11,4.28646E+11,71685066431,3.21406E+11,7280
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2020,4.35428E+11,3.10531E+11,1.24897E+11,3.9005E+11,24550
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2015,1.90109E+11,56459255366,1.3365E+11,3.38137E+11,10350
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2016,2.18674E+11,63349081906,1.55325E+11,3.45547E+11,6950
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2017,2.34686E+11,63146348229,1.7154E+11,3.60404E+11,8710
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2018,2.68056E+11,69699613989,1.98357E+11,3.83774E+11,10900
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2019,3.19083E+11,94901758099,2.24181E+11,4.10915E+11,13750
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2020,3.68804E+11,1.10002E+11,2.58801E+11,4.46006E+11,24550
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2015,1.78132E+11,69278343432,1.08854E+11,2.0156E+11,87800
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2016,1.87914E+11,67265599628,1.20649E+11,2.16964E+11,65300
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2017,2.53672E+11,64290537707,1.89382E+11,2.00105E+11,45250
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2018,2.54058E+11,59138246137,1.9492E+11,1.98705E+11,33500
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2019,3.12587E+11,1.12544E+11,2.00043E+11,2.47018E+11,68100
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2020,3.67294E+11,1.41723E+11,2.25571E+11,2.98524E+11,69300
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2015,3.75356E+11,1.0608E+11,2.69276E+11,1.93112E+11,44450
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2016,4.86836E+11,1.36465E+11,3.5037E+11,3.21839E+11,27750
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2017,5.836E+11,1.51495E+11,4.32105E+11,3.49861E+11,28900
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2018,5.94324E+11,1.4488E+11,4.49445E+11,2.85846E+11,47050
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2019,5.16347E+11,94683750039,4.21663E+11,2.6446E+11,27250
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2020,5.42818E+11,1.20266E+11,4.22552E+11,2.55262E+11,44800
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2015,7.26707E+11,4.70784E+11,2.55923E+11,5.16477E+11,2440
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2016,6.76175E+11,4.04596E+11,2.71579E+11,4.29215E+11,2545
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2017,6.32921E+11,3.63305E+11,2.69617E+11,4.49558E+11,2340
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2018,6.27367E+11,3.39643E+11,2.87724E+11,4.57853E+11,1370
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2019,6.61229E+11,3.45386E+11,3.15842E+11,5.88938E+11,4330
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2020,5.86545E+11,2.3172E+11,3.54825E+11,5.73078E+11,5930
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2015,3.00514E+11,1.92535E+11,1.07979E+11,1.12948E+11,4180
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2016,3.87779E+11,2.44651E+11,1.43128E+11,1.33478E+11,4443
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2017,4.69487E+11,2.8713E+11,1.82358E+11,1.72882E+11,4807
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2018,4.5652E+11,2.9612E+11,1.604E+11,2.09864E+11,3550
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2019,5.12018E+11,3.12246E+11,1.99772E+11,1.91162E+11,3165
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2020,5.70145E+11,3.36525E+11,2.3362E+11,2.29418E+11,4850
차바이오텍,525679,85660,제약,66,생물공학,G352010,2015,6.44831E+11,1.98268E+11,4.46563E+11,3.93782E+11,14250
차바이오텍,525679,85660,제약,66,생물공학,G352010,2016,7.68929E+11,3.90068E+11,3.78861E+11,4.49261E+11,12600
차바이오텍,525679,85660,제약,66,생물공학,G352010,2017,7.85602E+11,3.76403E+11,4.09199E+11,4.18882E+11,23300
차바이오텍,525679,85660,제약,66,생물공학,G352010,2018,9.47532E+11,3.97285E+11,5.50247E+11,4.886E+11,20200
차바이오텍,525679,85660,제약,66,생물공학,G352010,2019,1.16292E+12,4.96625E+11,6.66298E+11,5.34612E+11,14550
차바이오텍,525679,85660,제약,66,생물공학,G352010,2020,1.31371E+12,6.76834E+11,6.36876E+11,6.64717E+11,20100
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2015,25514524815,2911886896,22602637919,19991699032,9050
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2016,32227696376,5801624398,26426071978,24452139881,18100
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2017,37075182402,6515728316,30559454086,32882239966,29900
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2018,43226861161,7112486481,36114374680,41810163936,39600
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2019,60509518253,16146222414,44363295839,51973741930,40900
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2020,1.04415E+11,51333369404,53081959609,71223135801,96000
삼천당제약,128546,250,제약,66,제약,G352020,2015,1.8426E+11,29945294753,1.54315E+11,1.32062E+11,9180
삼천당제약,128546,250,제약,66,제약,G352020,2016,2.05113E+11,34110754689,1.71003E+11,1.47373E+11,11700
삼천당제약,128546,250,제약,66,제약,G352020,2017,2.35143E+11,36386893474,1.98757E+11,1.61112E+11,15500
삼천당제약,128546,250,제약,66,제약,G352020,2018,2.61158E+11,55394974068,2.05763E+11,1.5996E+11,38400
삼천당제약,128546,250,제약,66,제약,G352020,2019,2.90151E+11,66954254388,2.23197E+11,1.86602E+11,35700
삼천당제약,128546,250,제약,66,제약,G352020,2020,3.17079E+11,59382900115,2.57696E+11,1.66862E+11,83200
덱스터,1021949,206560,오락·문화,106,방송과엔터테인먼트,G502020,2015,80140075102,6444135592,73695939510,26054826787,15500
덱스터,1021949,206560,오락·문화,106,방송과엔터테인먼트,G502020,2016,85681520652,7499686421,78181834231,31776984491,9540
덱스터,1021949,206560,오락·문화,106,방송과엔터테인먼트,G502020,2017,89532234148,48652867580,40879366568,25334023341,10650
덱스터,1021949,206560,오락·문화,106,방송과엔터테인먼트,G502020,2018,80815032958,17589976176,63225056782,39216741380,4825
다원시스,523307,68240,IT부품,160,전자장비와 기기,G452030,2015,1.98994E+11,66827413009,1.32167E+11,67000805342,19626
다원시스,523307,68240,IT부품,160,전자장비와 기기,G452030,2016,2.38005E+11,98920054950,1.39085E+11,74193619274,12590
다원시스,523307,68240,IT부품,160,전자장비와 기기,G452030,2017,3.509E+11,1.71777E+11,1.79123E+11,1.11462E+11,16160
다원시스,523307,68240,IT부품,160,전자장비와 기기,G452030,2018,3.57377E+11,1.57735E+11,1.99642E+11,1.28748E+11,16305
다원시스,523307,68240,IT부품,160,전자장비와 기기,G452030,2019,5.35778E+11,3.25034E+11,2.10744E+11,1.75077E+11,15340
다원시스,523307,68240,IT부품,160,전자장비와 기기,G452030,2020,6.11544E+11,3.88967E+11,2.22578E+11,2.4795E+11,19875
아이티엠반도체,579980,84850,반도체,159,전자장비와 기기,G452030,2019,4.3052E+11,1.64156E+11,2.66364E+11,3.97697E+11,42750
아이티엠반도체,579980,84850,반도체,159,전자장비와 기기,G452030,2020,4.36355E+11,1.68883E+11,2.67472E+11,3.91053E+11,57500
나노스,653103,151910,IT부품,160,핸드셋,G452015,2015,1.97153E+11,1.63331E+11,33822031286,90289360160,5092
나노스,653103,151910,IT부품,160,핸드셋,G452015,2016,80209466055,51814253890,28395212165,39674511021,0
나노스,653103,151910,IT부품,160,핸드셋,G452015,2017,83933966886,49988993907,33944972979,35770221811,2360
나노스,653103,151910,IT부품,160,핸드셋,G452015,2018,79356724751,50610790529,28745934222,61102245627,4925
나노스,653103,151910,IT부품,160,핸드셋,G452015,2019,84721760936,47252992043,37468768893,52623027016,4175
나노스,653103,151910,IT부품,160,핸드셋,G452015,2020,80922450428,43774380920,37148069508,56967083193,3450
위메이드맥스,643656,101730,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015,95696371070,20506582833,75189788237,30254916779,12711
위메이드맥스,643656,101730,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016,92089024131,18591965435,73497058696,31507434483,6723
위메이드맥스,643656,101730,디지털컨텐츠,154,게임엔터테인먼트,G502040,2017,82306971465,20678141585,61628829880,32167674320,9389
위메이드맥스,643656,101730,디지털컨텐츠,154,게임엔터테인먼트,G502040,2018,41403529102,20172093632,21231435470,28752746500,5137
위메이드맥스,643656,101730,디지털컨텐츠,154,게임엔터테인먼트,G502040,2019,27174430371,22630475114,4543955257,30487911610,3631
위메이드맥스,643656,101730,디지털컨텐츠,154,게임엔터테인먼트,G502040,2020,42138278034,13847002039,28291275995,37921102963,2895
상아프론테크,181299,89980,화학,65,전자장비와 기기,G452030,2015,1.80814E+11,88211963620,92602348440,1.4374E+11,12850
상아프론테크,181299,89980,화학,65,전자장비와 기기,G452030,2016,2.01974E+11,1.03574E+11,98399836072,1.56295E+11,8840
상아프론테크,181299,89980,화학,65,전자장비와 기기,G452030,2017,2.19921E+11,1.10437E+11,1.09484E+11,1.53236E+11,14400
상아프론테크,181299,89980,화학,65,전자장비와 기기,G452030,2018,2.39056E+11,1.19838E+11,1.19217E+11,1.82074E+11,13600
상아프론테크,181299,89980,화학,65,전자장비와 기기,G452030,2019,2.48318E+11,1.04513E+11,1.43805E+11,1.86171E+11,15300
상아프론테크,181299,89980,화학,65,전자장비와 기기,G452030,2020,2.83345E+11,1.33329E+11,1.50017E+11,1.53347E+11,45700
메가스터디교육,1074862,215200,교육,102,교육서비스,G256010,2016,2.31824E+11,60097763364,1.71726E+11,1.74519E+11,9003
메가스터디교육,1074862,215200,교육,102,교육서비스,G256010,2017,2.84433E+11,1.0663E+11,1.77803E+11,2.52148E+11,11403
메가스터디교육,1074862,215200,교육,102,교육서비스,G256010,2018,3.67191E+11,1.51236E+11,2.15954E+11,3.56852E+11,26050
메가스터디교육,1074862,215200,교육,102,교육서비스,G256010,2019,4.32816E+11,1.82259E+11,2.50557E+11,4.37346E+11,41000
메가스터디교육,1074862,215200,교육,102,교육서비스,G256010,2020,5.54023E+11,2.77085E+11,2.76938E+11,4.74717E+11,39000
RFHIC,1078178,218410,일반전기전자,72,통신장비,G452010,2017,1.55075E+11,27643101477,1.27432E+11,62055228486,16732
RFHIC,1078178,218410,일반전기전자,72,통신장비,G452010,2018,2.34288E+11,70570436456,1.63717E+11,1.08101E+11,24391
RFHIC,1078178,218410,일반전기전자,72,통신장비,G452010,2019,2.60241E+11,44667915374,2.15573E+11,1.07769E+11,36587
RFHIC,1078178,218410,일반전기전자,72,통신장비,G452010,2020,3.12305E+11,95183250371,2.17121E+11,70452303693,43954
동국제약,114808,86450,제약,66,제약,G352020,2015,2.74799E+11,74184569258,2.00615E+11,2.5993E+11,11791
동국제약,114808,86450,제약,66,제약,G352020,2016,3.25098E+11,86761203501,2.38337E+11,3.0969E+11,11491
동국제약,114808,86450,제약,66,제약,G352020,2017,3.73308E+11,93813083661,2.79495E+11,3.54768E+11,12672
동국제약,114808,86450,제약,66,제약,G352020,2018,4.80245E+11,1.48633E+11,3.31612E+11,4.00807E+11,11591
동국제약,114808,86450,제약,66,제약,G352020,2019,5.44384E+11,1.58964E+11,3.8542E+11,4.8228E+11,17777
동국제약,114808,86450,제약,66,제약,G352020,2020,6.63165E+11,2.27359E+11,4.35806E+11,5.59103E+11,28750
포스코 ICT,155212,22100,전문기술,99,IT서비스,G451020,2015,6.93941E+11,3.62486E+11,3.31456E+11,8.40546E+11,5110
포스코 ICT,155212,22100,전문기술,99,IT서비스,G451020,2016,6.622E+11,2.87384E+11,3.74816E+11,8.66894E+11,5750
포스코 ICT,155212,22100,전문기술,99,IT서비스,G451020,2017,6.46301E+11,2.46066E+11,4.00236E+11,9.50592E+11,8420
포스코 ICT,155212,22100,전문기술,99,IT서비스,G451020,2018,6.10232E+11,2.7104E+11,3.39193E+11,9.27077E+11,5350
포스코 ICT,155212,22100,전문기술,99,IT서비스,G451020,2019,6.75419E+11,3.0915E+11,3.66269E+11,9.69787E+11,5280
포스코 ICT,155212,22100,전문기술,99,IT서비스,G451020,2020,6.84445E+11,3.14482E+11,3.69963E+11,9.64202E+11,7920
씨아이에스,1090471,222080,기계·장비,70,전기제품,G453520,2017,1.10588E+11,63403826478,47184012513,26122123664,1700
씨아이에스,1090471,222080,기계·장비,70,전기제품,G453520,2018,1.67266E+11,1.28592E+11,38674746943,43594446291,2350
콜마비앤에이치,1032404,200130,제약,66,제약,G352020,2015,1.27083E+11,26144636494,1.00938E+11,2.36187E+11,39349
콜마비앤에이치,1032404,200130,제약,66,제약,G352020,2016,1.5869E+11,29947606883,1.28742E+11,2.5601E+11,18600
콜마비앤에이치,1032404,200130,제약,66,제약,G352020,2017,2.71196E+11,93271438197,1.77924E+11,4.19807E+11,32350
콜마비앤에이치,1032404,200130,제약,66,제약,G352020,2018,2.91537E+11,85007747793,2.06529E+11,3.86366E+11,20050
콜마비앤에이치,1032404,200130,제약,66,제약,G352020,2019,3.86374E+11,1.31823E+11,2.54551E+11,4.38906E+11,27700
콜마비앤에이치,1032404,200130,제약,66,제약,G352020,2020,5.07957E+11,1.80364E+11,3.27593E+11,6.06892E+11,51900
웹젠,405320,69080,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015,2.77662E+11,76800546805,2.00861E+11,2.42222E+11,27200
웹젠,405320,69080,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016,3.01695E+11,62014911002,2.3968E+11,2.19993E+11,15000
웹젠,405320,69080,디지털컨텐츠,154,게임엔터테인먼트,G502040,2017,3.23479E+11,54024414650,2.69455E+11,1.66267E+11,39100
웹젠,405320,69080,디지털컨텐츠,154,게임엔터테인먼트,G502040,2018,3.96789E+11,82850613293,3.13939E+11,2.18877E+11,22250
웹젠,405320,69080,디지털컨텐츠,154,게임엔터테인먼트,G502040,2019,4.13962E+11,58347799827,3.55615E+11,1.76052E+11,16200
웹젠,405320,69080,디지털컨텐츠,154,게임엔터테인먼트,G502040,2020,5.427E+11,1.08012E+11,4.34688E+11,2.94092E+11,34950
넵튠,1067808,217270,출판·매체복제,63,게임엔터테인먼트,G502040,2016,47885328151,8943521204,38941806947,18335549106,8350
넵튠,1067808,217270,출판·매체복제,63,게임엔터테인먼트,G502040,2017,1.10288E+11,27834361898,82453970013,20528449753,14900
넵튠,1067808,217270,출판·매체복제,63,게임엔터테인먼트,G502040,2018,1.29608E+11,60801263193,68806574111,18174242898,10150
넵튠,1067808,217270,출판·매체복제,63,게임엔터테인먼트,G502040,2019,1.15667E+11,53664369203,62003118243,18037054228,6790
넵튠,1067808,217270,출판·매체복제,63,게임엔터테인먼트,G502040,2020,1.61254E+11,52651432804,1.08603E+11,19639704057,26600
헬릭스미스,359395,84990,연구·개발,98,생물공학,G352010,2018,2.84236E+11,1.46241E+11,1.37995E+11,5280860221,152916
헬릭스미스,359395,84990,연구·개발,98,생물공학,G352010,2019,3.71439E+11,1.72373E+11,1.99066E+11,4454515603,70529
헬릭스미스,359395,84990,연구·개발,98,생물공학,G352010,2020,4.78137E+11,1.9778E+11,2.80357E+11,4304348896,32950
하림지주,148364,3380,금융,92,식품,G302020,2017,7.03389E+12,4.01914E+12,3.01475E+12,6.93433E+12,16700
하림지주,148364,3380,금융,92,식품,G302020,2018,8.11342E+12,4.81664E+12,3.29678E+12,7.35707E+12,11550
하림지주,148364,3380,금융,92,식품,G302020,2019,8.61572E+12,5.16624E+12,3.44949E+12,7.35026E+12,8530
하림지주,148364,3380,금융,92,식품,G302020,2020,9.36368E+12,5.90902E+12,3.45465E+12,7.72331E+12,9060
아난티,161781,25980,숙박·음식,86,"호텔, 레스토랑, 레저",G253010,2015,5.50968E+11,2.69297E+11,2.81671E+11,1.25224E+11,8640
아난티,161781,25980,숙박·음식,86,"호텔, 레스토랑, 레저",G253010,2016,6.73171E+11,3.61332E+11,3.11839E+11,1.34925E+11,6800
아난티,161781,25980,숙박·음식,86,"호텔, 레스토랑, 레저",G253010,2017,7.30382E+11,3.99719E+11,3.30663E+11,1.50456E+11,6430
아난티,161781,25980,숙박·음식,86,"호텔, 레스토랑, 레저",G253010,2018,7.75053E+11,4.37967E+11,3.37086E+11,1.62183E+11,19450
아난티,161781,25980,숙박·음식,86,"호텔, 레스토랑, 레저",G253010,2019,8.45967E+11,4.52568E+11,3.93399E+11,1.42704E+11,10400
아난티,161781,25980,숙박·음식,86,"호텔, 레스토랑, 레저",G253010,2020,1.14368E+12,7.76959E+11,3.66717E+11,1.14059E+11,8120
메디톡스,580199,86900,제약,66,생물공학,G352010,2015,2.03552E+11,90069031044,1.13483E+11,88505437514,445866
메디톡스,580199,86900,제약,66,생물공학,G352010,2016,3.2403E+11,1.76352E+11,1.47679E+11,1.33256E+11,309574
메디톡스,580199,86900,제약,66,생물공학,G352010,2017,3.89129E+11,1.84419E+11,2.0471E+11,1.81239E+11,421753
메디톡스,580199,86900,제약,66,생물공학,G352010,2018,3.95015E+11,1.37773E+11,2.57242E+11,2.05445E+11,517143
메디톡스,580199,86900,제약,66,생물공학,G352010,2019,4.2153E+11,1.58849E+11,2.62681E+11,2.059E+11,275841
메디톡스,580199,86900,제약,66,생물공학,G352010,2020,4.67764E+11,2.22962E+11,2.44802E+11,1.40828E+11,175300
NHN한국사이버결제,357740,60250,소프트웨어,155,IT서비스,G451020,2015,1.61632E+11,69432450138,92199310269,1.95466E+11,13671
NHN한국사이버결제,357740,60250,소프트웨어,155,IT서비스,G451020,2016,1.85611E+11,90518652038,95092841684,2.72133E+11,7159
NHN한국사이버결제,357740,60250,소프트웨어,155,IT서비스,G451020,2017,2.21347E+11,1.16721E+11,1.04626E+11,3.51989E+11,10342
NHN한국사이버결제,357740,60250,소프트웨어,155,IT서비스,G451020,2018,2.79706E+11,1.63802E+11,1.15903E+11,4.32658E+11,7599
NHN한국사이버결제,357740,60250,소프트웨어,155,IT서비스,G451020,2019,3.11913E+11,1.84555E+11,1.27358E+11,4.69898E+11,14177
NHN한국사이버결제,357740,60250,소프트웨어,155,IT서비스,G451020,2020,3.74657E+11,2.20563E+11,1.54094E+11,6.2484E+11,46231
오스코텍,263654,39200,제약,66,생물공학,G352010,2015,49498623009,22580645791,26917977218,18335817610,7080
오스코텍,263654,39200,제약,66,생물공학,G352010,2016,40813572220,12052584154,28760988066,3553891396,7160
오스코텍,263654,39200,제약,66,생물공학,G352010,2017,40544532973,14891653694,25652879279,3908490780,16600
오스코텍,263654,39200,제약,66,생물공학,G352010,2018,70258505276,18589268781,51669236495,18702671511,22200
오스코텍,263654,39200,제약,66,생물공학,G352010,2019,72393422362,18027158831,54366263531,4368519899,24050
오스코텍,263654,39200,제약,66,생물공학,G352010,2020,76387767596,19146657781,57241109815,43470793384,66500
서울반도체,130763,46890,반도체,159,디스플레이장비 및 부품,G454020,2015,1.13604E+12,5.11044E+11,6.25E+11,1.01122E+12,15850
서울반도체,130763,46890,반도체,159,디스플레이장비 및 부품,G454020,2016,1.09058E+12,4.38651E+11,6.51932E+11,9.53841E+11,15550
서울반도체,130763,46890,반도체,159,디스플레이장비 및 부품,G454020,2017,1.22734E+12,5.51425E+11,6.75918E+11,1.11041E+12,28050
서울반도체,130763,46890,반도체,159,디스플레이장비 및 부품,G454020,2018,1.29376E+12,5.6851E+11,7.25254E+11,1.19418E+12,19700
서울반도체,130763,46890,반도체,159,디스플레이장비 및 부품,G454020,2019,1.32214E+12,5.76441E+11,7.45696E+11,1.1299E+12,16500
서울반도체,130763,46890,반도체,159,디스플레이장비 및 부품,G454020,2020,1.33016E+12,5.39395E+11,7.90763E+11,1.15305E+12,21250
파마리서치,970453,214450,제약,66,제약,G352020,2016,1.79332E+11,6867042849,1.72465E+11,45953114757,40450
파마리서치,970453,214450,제약,66,제약,G352020,2017,1.89034E+11,6882067871,1.82152E+11,54469757891,60000
파마리서치,970453,214450,제약,66,제약,G352020,2018,2.58188E+11,39314210750,2.18874E+11,64280682056,33700
파마리서치,970453,214450,제약,66,제약,G352020,2019,2.69925E+11,41501860480,2.28424E+11,83871642044,36400
파마리서치,970453,214450,제약,66,제약,G352020,2020,3.19831E+11,55420018593,2.64411E+11,1.08746E+11,57300
주성엔지니어링,252135,36930,반도체,159,반도체와 반도체 장비,G453010,2015,3.077E+11,1.93479E+11,1.14221E+11,1.75638E+11,8060
주성엔지니어링,252135,36930,반도체,159,반도체와 반도체 장비,G453010,2016,3.27513E+11,1.79774E+11,1.47739E+11,2.68011E+11,10500
주성엔지니어링,252135,36930,반도체,159,반도체와 반도체 장비,G453010,2017,3.15265E+11,1.26876E+11,1.88389E+11,2.72687E+11,13600
주성엔지니어링,252135,36930,반도체,159,반도체와 반도체 장비,G453010,2018,3.63289E+11,1.5396E+11,2.09329E+11,2.6403E+11,6500
주성엔지니어링,252135,36930,반도체,159,반도체와 반도체 장비,G453010,2019,4.50012E+11,2.02195E+11,2.47817E+11,2.59064E+11,8130
주성엔지니어링,252135,36930,반도체,159,반도체와 반도체 장비,G453010,2020,5.49203E+11,3.218E+11,2.27404E+11,1.18546E+11,8270
인트론바이오,292434,48530,제약,66,생명과학 도구 및 서비스,G352030,2016,59606208550,10456266469,49149942081,10222261221,15337
인트론바이오,292434,48530,제약,66,생명과학 도구 및 서비스,G352030,2017,45629570482,15331792355,30297778127,10962773686,22454
인트론바이오,292434,48530,제약,66,생명과학 도구 및 서비스,G352030,2018,54796362663,15650370016,39145992647,20584390702,21727
인트론바이오,292434,48530,제약,66,생명과학 도구 및 서비스,G352030,2019,89032049654,24013463565,65018586089,8347462254,15700
인트론바이오,292434,48530,제약,66,생명과학 도구 및 서비스,G352030,2020,1.00536E+11,15156629886,85378957288,45433157199,30000
삼강엠앤티,480367,100090,금속,68,조선,G201065,2017,5.30464E+11,2.81058E+11,2.49406E+11,1.23069E+11,5123
삼강엠앤티,480367,100090,금속,68,조선,G201065,2018,5.38058E+11,3.12367E+11,2.25692E+11,1.43966E+11,4590
삼강엠앤티,480367,100090,금속,68,조선,G201065,2019,6.27931E+11,4.32152E+11,1.95779E+11,3.84532E+11,4555
삼강엠앤티,480367,100090,금속,68,조선,G201065,2020,6.60044E+11,4.2634E+11,2.33704E+11,4.27239E+11,21850
이녹스첨단소재,1237540,272290,IT부품,160,전자장비와 기기,G452030,2017,2.22982E+11,97654170570,1.25328E+11,1.93104E+11,39870
이녹스첨단소재,1237540,272290,IT부품,160,전자장비와 기기,G452030,2018,3.01209E+11,1.54515E+11,1.46693E+11,2.93115E+11,18035
