종목,symbol,stock_code,업종,type_code,WICS,WICS_code,분기,자산,부채,자본,매출액,액면가
LG화학,356361,51910,화학,8,화학,G151010,2017_3,2.37E+13,7.59E+12,1.61E+13,6.40E+12,396500
LG화학,356361,51910,화학,8,화학,G151010,2017_4,2.50E+13,8.70E+12,1.63E+13,2.57E+13,407000
LG화학,356361,51910,화학,8,화학,G151010,2018_1,2.64E+13,9.91E+12,1.65E+13,6.55E+12,394000
LG화학,356361,51910,화학,8,화학,G151010,2018_2,2.74E+13,1.04E+13,1.70E+13,7.05E+12,332500
LG화학,356361,51910,화학,8,화학,G151010,2018_3,2.84E+13,1.12E+13,1.73E+13,7.23E+12,365500
LG화학,356361,51910,화학,8,화학,G151010,2018_4,2.89E+13,1.16E+13,1.73E+13,2.82E+13,351000
LG화학,356361,51910,화학,8,화학,G151010,2019_1,3.12E+13,1.40E+13,1.72E+13,6.64E+12,367000
LG화학,356361,51910,화학,8,화학,G151010,2019_2,3.24E+13,1.52E+13,1.73E+13,7.18E+12,360000
LG화학,356361,51910,화학,8,화학,G151010,2019_3,3.35E+13,1.60E+13,1.75E+13,7.35E+12,300000
LG화학,356361,51910,화학,8,화학,G151010,2019_4,3.40E+13,1.66E+13,1.74E+13,2.86E+13,321000
LG화학,356361,51910,화학,8,화학,G151010,2020_1,3.71E+13,1.97E+13,1.74E+13,7.12E+12,306500
LG화학,356361,51910,화학,8,화학,G151010,2020_2,3.86E+13,2.07E+13,1.78E+13,6.94E+12,501000
LG화학,356361,51910,화학,8,화학,G151010,2020_3,4.00E+13,2.12E+13,1.88E+13,7.51E+12,670000
LG화학,356361,51910,화학,8,화학,G151010,2020_4,4.14E+13,2.26E+13,1.88E+13,3.01E+13,849000
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2015_4,1.62E+13,4.97E+12,1.13E+13,7.57E+12,115500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2016_1,1.53E+13,5.03E+12,1.02E+13,1.29E+12,99700
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2016_2,1.59E+13,4.69E+12,1.12E+13,1.32E+12,107500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2016_3,1.52E+13,4.13E+12,1.11E+13,1.29E+12,98100
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2016_4,1.49E+13,3.94E+12,1.10E+13,5.20E+12,103500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2017_1,1.47E+13,3.90E+12,1.08E+13,1.30E+12,138000
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2017_2,1.52E+13,4.09E+12,1.12E+13,1.45E+12,165500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2017_3,1.56E+13,4.34E+12,1.13E+13,1.71E+12,203000
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2017_4,1.58E+13,4.30E+12,1.15E+13,6.32E+12,207500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2018_1,1.63E+13,4.70E+12,1.16E+13,1.91E+12,200000
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2018_2,1.69E+13,5.13E+12,1.18E+13,2.25E+12,215000
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2018_3,1.84E+13,6.39E+12,1.20E+13,2.52E+12,259500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2018_4,1.93E+13,7.12E+12,1.22E+13,9.16E+12,222000
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2019_1,1.96E+13,7.24E+12,1.23E+13,2.30E+12,218000
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2019_2,1.98E+13,7.25E+12,1.25E+13,2.40E+12,239500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2019_3,1.97E+13,6.98E+12,1.28E+13,2.57E+12,220000
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2019_4,1.99E+13,7.19E+12,1.27E+13,1.01E+13,237000
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2020_1,1.99E+13,7.42E+12,1.25E+13,2.40E+12,245500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2020_2,2.05E+13,7.89E+12,1.27E+13,2.56E+12,369500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2020_3,2.08E+13,7.84E+12,1.30E+13,3.09E+12,433500
삼성SDI,126362,6400,"전기,전자",13,전기제품,G453520,2020_4,2.15E+13,8.18E+12,1.34E+13,1.13E+13,660000
현대자동차,164742,5380,운수장비,15,자동차,G251020,2015_4,1.65E+14,9.85E+13,6.69E+13,9.20E+13,147500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2016_1,1.65E+14,9.76E+13,6.75E+13,2.24E+13,156000
현대자동차,164742,5380,운수장비,15,자동차,G251020,2016_2,1.70E+14,1.01E+14,6.92E+13,2.47E+13,138000
현대자동차,164742,5380,운수장비,15,자동차,G251020,2016_3,1.67E+14,9.78E+13,6.92E+13,2.21E+13,138500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2016_4,1.79E+14,1.06E+14,7.23E+13,9.36E+13,146000
현대자동차,164742,5380,운수장비,15,자동차,G251020,2017_1,1.73E+14,1.01E+14,7.18E+13,2.34E+13,159500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2017_2,1.79E+14,1.05E+14,7.37E+13,2.43E+13,159500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2017_3,1.81E+14,1.07E+14,7.46E+13,2.42E+13,149500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2017_4,1.78E+14,1.03E+14,7.48E+13,9.64E+13,150500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2018_1,1.76E+14,1.01E+14,7.45E+13,2.24E+13,144500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2018_2,1.79E+14,1.04E+14,7.50E+13,2.47E+13,125000
현대자동차,164742,5380,운수장비,15,자동차,G251020,2018_3,1.80E+14,1.05E+14,7.49E+13,2.44E+13,130000
현대자동차,164742,5380,운수장비,15,자동차,G251020,2018_4,1.81E+14,1.07E+14,7.39E+13,9.68E+13,117500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2019_1,1.83E+14,1.08E+14,7.42E+13,2.40E+13,120000
현대자동차,164742,5380,운수장비,15,자동차,G251020,2019_2,1.88E+14,1.13E+14,7.57E+13,2.70E+13,141500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2019_3,1.92E+14,1.16E+14,7.60E+13,2.70E+13,133500
현대자동차,164742,5380,운수장비,15,자동차,G251020,2019_4,1.95E+14,1.18E+14,7.64E+13,1.06E+14,121000
현대자동차,164742,5380,운수장비,15,자동차,G251020,2020_1,1.99E+14,1.23E+14,7.59E+13,2.53E+13,87700
현대자동차,164742,5380,운수장비,15,자동차,G251020,2020_2,2.02E+14,1.26E+14,7.60E+13,2.19E+13,99100
현대자동차,164742,5380,운수장비,15,자동차,G251020,2020_3,2.07E+14,1.31E+14,7.59E+13,2.76E+13,183000
현대자동차,164742,5380,운수장비,15,자동차,G251020,2020_4,2.09E+14,1.33E+14,7.63E+13,1.04E+14,194000
기아,106641,270,운수장비,15,자동차,G251020,2015_4,4.60E+13,2.18E+13,2.42E+13,4.95E+13,51700
기아,106641,270,운수장비,15,자동차,G251020,2016_1,4.83E+13,2.37E+13,2.46E+13,1.26E+13,49100
기아,106641,270,운수장비,15,자동차,G251020,2016_2,4.94E+13,2.42E+13,2.53E+13,1.45E+13,44000
기아,106641,270,운수장비,15,자동차,G251020,2016_3,4.79E+13,2.23E+13,2.56E+13,1.27E+13,42500
기아,106641,270,운수장비,15,자동차,G251020,2016_4,5.09E+13,2.43E+13,2.66E+13,5.27E+13,39000
기아,106641,270,운수장비,15,자동차,G251020,2017_1,5.20E+13,2.56E+13,2.65E+13,1.28E+13,36700
기아,106641,270,운수장비,15,자동차,G251020,2017_2,5.28E+13,2.57E+13,2.72E+13,1.36E+13,38050
기아,106641,270,운수장비,15,자동차,G251020,2017_3,5.46E+13,2.76E+13,2.70E+13,1.41E+13,31800
기아,106641,270,운수장비,15,자동차,G251020,2017_4,5.23E+13,2.54E+13,2.69E+13,5.35E+13,33000
기아,106641,270,운수장비,15,자동차,G251020,2018_1,5.28E+13,2.58E+13,2.70E+13,1.26E+13,31050
기아,106641,270,운수장비,15,자동차,G251020,2018_2,5.27E+13,2.55E+13,2.72E+13,1.41E+13,30850
기아,106641,270,운수장비,15,자동차,G251020,2018_3,5.21E+13,2.47E+13,2.73E+13,1.41E+13,35150
기아,106641,270,운수장비,15,자동차,G251020,2018_4,5.18E+13,2.45E+13,2.72E+13,5.42E+13,33450
기아,106641,270,운수장비,15,자동차,G251020,2019_1,5.31E+13,2.55E+13,2.77E+13,1.24E+13,35500
기아,106641,270,운수장비,15,자동차,G251020,2019_2,5.45E+13,2.61E+13,2.84E+13,1.45E+13,44000
기아,106641,270,운수장비,15,자동차,G251020,2019_3,5.54E+13,2.67E+13,2.87E+13,1.51E+13,45700
기아,106641,270,운수장비,15,자동차,G251020,2019_4,5.53E+13,2.64E+13,2.90E+13,5.81E+13,44100
기아,106641,270,운수장비,15,자동차,G251020,2020_1,5.57E+13,2.69E+13,2.87E+13,1.46E+13,25450
기아,106641,270,운수장비,15,자동차,G251020,2020_2,5.83E+13,2.94E+13,2.89E+13,1.14E+13,32600
기아,106641,270,운수장비,15,자동차,G251020,2020_3,6.19E+13,3.29E+13,2.90E+13,1.63E+13,47450
기아,106641,270,운수장비,15,자동차,G251020,2020_4,6.05E+13,3.06E+13,2.99E+13,5.92E+13,62400
셀트리온,413046,68270,의약품,9,제약,G352020,2015_4,2.75E+12,9.38E+11,1.81E+12,6.03E+11,73269
셀트리온,413046,68270,의약품,9,제약,G352020,2016_1,2.74E+12,7.55E+11,1.98E+12,1.08E+11,94708
셀트리온,413046,68270,의약품,9,제약,G352020,2016_2,2.86E+12,7.92E+11,2.06E+12,1.85E+11,82226
셀트리온,413046,68270,의약품,9,제약,G352020,2016_3,2.92E+12,7.95E+11,2.12E+12,1.68E+11,93076
셀트리온,413046,68270,의약품,9,제약,G352020,2016_4,3.02E+12,8.23E+11,2.20E+12,6.71E+11,97219
셀트리온,413046,68270,의약품,9,제약,G352020,2017_1,3.07E+12,8.38E+11,2.23E+12,1.97E+11,81317
셀트리온,413046,68270,의약품,9,제약,G352020,2017_2,3.16E+12,8.16E+11,2.35E+12,2.46E+11,102731
셀트리온,413046,68270,의약품,9,제약,G352020,2017_3,3.29E+12,8.27E+11,2.46E+12,2.32E+11,132187
셀트리온,413046,68270,의약품,9,제약,G352020,2017_4,3.46E+12,8.87E+11,2.57E+12,9.49E+11,206047
셀트리온,413046,68270,의약품,9,제약,G352020,2018_1,3.52E+12,8.84E+11,2.64E+12,2.45E+11,286123
셀트리온,413046,68270,의약품,9,제약,G352020,2018_2,3.57E+12,8.37E+11,2.73E+12,2.63E+11,279215
셀트리온,413046,68270,의약품,9,제약,G352020,2018_3,3.46E+12,8.17E+11,2.65E+12,2.31E+11,273685
셀트리온,413046,68270,의약품,9,제약,G352020,2018_4,3.54E+12,9.08E+11,2.63E+12,9.82E+11,210570
셀트리온,413046,68270,의약품,9,제약,G352020,2019_1,3.50E+12,8.59E+11,2.64E+12,2.22E+11,169300
셀트리온,413046,68270,의약품,9,제약,G352020,2019_2,3.68E+12,9.42E+11,2.74E+12,2.35E+11,193218
셀트리온,413046,68270,의약품,9,제약,G352020,2019_3,3.79E+12,9.82E+11,2.81E+12,2.89E+11,156166
셀트리온,413046,68270,의약품,9,제약,G352020,2019_4,3.89E+12,9.87E+11,2.91E+12,1.13E+12,177742
셀트리온,413046,68270,의약품,9,제약,G352020,2020_1,4.12E+12,1.12E+12,3.00E+12,3.73E+11,184126
셀트리온,413046,68270,의약품,9,제약,G352020,2020_2,4.35E+12,1.18E+12,3.17E+12,4.29E+11,306384
셀트리온,413046,68270,의약품,9,제약,G352020,2020_3,4.64E+12,1.28E+12,3.35E+12,5.49E+11,254340
셀트리온,413046,68270,의약품,9,제약,G352020,2020_4,5.05E+12,1.59E+12,3.46E+12,1.85E+12,351500
포스코,155319,5490,철강및금속,11,철강,G151050,2015_4,8.04E+13,3.53E+13,4.51E+13,5.82E+13,167000
포스코,155319,5490,철강및금속,11,철강,G151050,2016_1,7.95E+13,3.46E+13,4.49E+13,1.25E+13,221000
포스코,155319,5490,철강및금속,11,철강,G151050,2016_2,7.94E+13,3.43E+13,4.51E+13,1.29E+13,204500
포스코,155319,5490,철강및금속,11,철강,G151050,2016_3,7.71E+13,3.18E+13,4.52E+13,1.27E+13,228500
포스코,155319,5490,철강및금속,11,철강,G151050,2016_4,7.98E+13,3.39E+13,4.58E+13,5.31E+13,256500
포스코,155319,5490,철강및금속,11,철강,G151050,2017_1,7.85E+13,3.24E+13,4.61E+13,1.51E+13,291500
포스코,155319,5490,철강및금속,11,철강,G151050,2017_2,7.95E+13,3.26E+13,4.69E+13,1.49E+13,281000
포스코,155319,5490,철강및금속,11,철강,G151050,2017_3,8.00E+13,3.24E+13,4.76E+13,1.50E+13,320000
포스코,155319,5490,철강및금속,11,철강,G151050,2017_4,7.90E+13,3.16E+13,4.75E+13,6.07E+13,335000
포스코,155319,5490,철강및금속,11,철강,G151050,2018_1,8.05E+13,3.25E+13,4.80E+13,1.59E+13,324500
포스코,155319,5490,철강및금속,11,철강,G151050,2018_2,7.99E+13,3.23E+13,4.77E+13,1.61E+13,326500
포스코,155319,5490,철강및금속,11,철강,G151050,2018_3,8.13E+13,3.33E+13,4.81E+13,1.64E+13,296500
포스코,155319,5490,철강및금속,11,철강,G151050,2018_4,7.82E+13,3.15E+13,4.68E+13,6.50E+13,244500
포스코,155319,5490,철강및금속,11,철강,G151050,2019_1,7.97E+13,3.25E+13,4.72E+13,1.60E+13,254500
포스코,155319,5490,철강및금속,11,철강,G151050,2019_2,7.90E+13,3.11E+13,4.79E+13,1.63E+13,247000
포스코,155319,5490,철강및금속,11,철강,G151050,2019_3,7.96E+13,3.15E+13,4.81E+13,1.60E+13,225000
포스코,155319,5490,철강및금속,11,철강,G151050,2019_4,7.91E+13,3.13E+13,4.78E+13,6.44E+13,236000
포스코,155319,5490,철강및금속,11,철강,G151050,2020_1,8.23E+13,3.48E+13,4.74E+13,1.45E+13,161500
포스코,155319,5490,철강및금속,11,철강,G151050,2020_2,8.21E+13,3.45E+13,4.76E+13,1.37E+13,178000
포스코,155319,5490,철강및금속,11,철강,G151050,2020_3,8.21E+13,3.43E+13,4.78E+13,1.43E+13,196500
포스코,155319,5490,철강및금속,11,철강,G151050,2020_4,7.91E+13,3.14E+13,4.77E+13,5.78E+13,272500
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2015_4,3.78E+13,1.21E+13,2.57E+13,3.60E+13,242000
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2016_1,3.84E+13,1.23E+13,2.61E+13,9.34E+12,251500
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2016_2,3.92E+13,1.23E+13,2.69E+13,9.85E+12,258000
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2016_3,3.92E+13,1.18E+13,2.73E+13,8.78E+12,278000
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2016_4,4.17E+13,1.32E+13,2.86E+13,3.83E+13,264000
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2017_1,4.09E+13,1.24E+13,2.85E+13,9.27E+12,237000
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2017_2,4.08E+13,1.15E+13,2.93E+13,8.28E+12,254500
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2017_3,4.20E+13,1.21E+13,2.99E+13,8.77E+12,235000
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2017_4,4.17E+13,1.24E+13,2.94E+13,3.51E+13,262500
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2018_1,4.22E+13,1.27E+13,2.95E+13,8.19E+12,239500
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2018_2,4.26E+13,1.24E+13,3.02E+13,8.88E+12,210500
현대모비스,164788,12330,운수장비,15,자동차부품,G251010,2018_3,4.24E+13,1.20E+13,3.04E+13,8.43E+12,225000
