종목,symbol,stock_code,업종,type_code,WICS,WICS_code,분기,자산,부채,자본,매출액,액면가
케이티앤지,244455,33780,미분류,-1,담배,G302030,2016_2,8.63E+12,2.19E+12,6.44E+12,1.09E+12,130000
케이티앤지,244455,33780,미분류,-1,담배,G302030,2016_3,8.84E+12,2.14E+12,6.70E+12,1.22E+12,126500
케이티앤지,244455,33780,미분류,-1,담배,G302030,2016_4,9.73E+12,2.68E+12,7.05E+12,4.47E+12,101000
케이티앤지,244455,33780,미분류,-1,담배,G302030,2017_1,9.28E+12,2.42E+12,6.85E+12,1.18E+12,97500
케이티앤지,244455,33780,미분류,-1,담배,G302030,2017_2,9.16E+12,2.01E+12,7.15E+12,1.16E+12,114000
케이티앤지,244455,33780,미분류,-1,담배,G302030,2017_3,1.01E+13,2.64E+12,7.47E+12,1.28E+12,103500
케이티앤지,244455,33780,미분류,-1,담배,G302030,2017_4,1.00E+13,2.16E+12,7.86E+12,4.67E+12,115000
케이티앤지,244455,33780,미분류,-1,담배,G302030,2018_1,1.01E+13,2.59E+12,7.50E+12,1.07E+12,99900
케이티앤지,244455,33780,미분류,-1,담배,G302030,2018_2,1.01E+13,2.36E+12,7.76E+12,1.12E+12,106500
케이티앤지,244455,33780,미분류,-1,담배,G302030,2018_3,1.04E+13,2.39E+12,8.03E+12,1.18E+12,103500
케이티앤지,244455,33780,미분류,-1,담배,G302030,2018_4,1.02E+13,2.03E+12,8.17E+12,4.47E+12,100500
케이티앤지,244455,33780,미분류,-1,담배,G302030,2019_1,1.08E+13,2.85E+12,7.93E+12,1.18E+12,104500
케이티앤지,244455,33780,미분류,-1,담배,G302030,2019_2,1.08E+13,2.59E+12,8.25E+12,1.26E+12,99000
케이티앤지,244455,33780,미분류,-1,담배,G302030,2019_3,1.06E+13,2.07E+12,8.56E+12,1.32E+12,105000
케이티앤지,244455,33780,미분류,-1,담배,G302030,2019_4,1.08E+13,2.01E+12,8.74E+12,4.96E+12,93800
케이티앤지,244455,33780,미분류,-1,담배,G302030,2020_1,1.09E+13,2.49E+12,8.37E+12,1.18E+12,73500
케이티앤지,244455,33780,미분류,-1,담배,G302030,2020_2,1.10E+13,2.34E+12,8.69E+12,1.32E+12,78000
케이티앤지,244455,33780,미분류,-1,담배,G302030,2020_3,1.15E+13,2.76E+12,8.76E+12,1.46E+12,83300
케이티앤지,244455,33780,미분류,-1,담배,G302030,2020_4,1.15E+13,2.38E+12,9.09E+12,5.30E+12,83000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2015_4,6.33E+12,1.55E+12,4.78E+12,7.85E+12,252000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2016_1,6.24E+12,1.38E+12,4.87E+12,1.75E+12,179000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2016_2,6.44E+12,1.44E+12,5.00E+12,2.05E+12,139500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2016_3,6.56E+12,1.50E+12,5.05E+12,2.00E+12,154500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2016_4,6.84E+12,1.55E+12,5.29E+12,8.18E+12,141000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2017_1,6.78E+12,1.53E+12,5.25E+12,2.15E+12,133500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2017_2,7.08E+12,1.66E+12,5.42E+12,2.37E+12,185500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2017_3,7.25E+12,1.66E+12,5.59E+12,2.31E+12,170000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2017_4,7.28E+12,1.56E+12,5.72E+12,9.30E+12,200000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2018_1,7.48E+12,1.77E+12,5.71E+12,2.36E+12,258500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2018_2,7.62E+12,1.71E+12,5.91E+12,2.47E+12,200500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2018_3,7.87E+12,1.84E+12,6.03E+12,2.42E+12,232000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2018_4,8.01E+12,1.87E+12,6.15E+12,1.00E+13,205000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2019_1,8.63E+12,2.47E+12,6.16E+12,2.50E+12,234500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2019_2,8.80E+12,2.43E+12,6.37E+12,2.78E+12,216000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2019_3,8.99E+12,2.43E+12,6.56E+12,2.66E+12,189500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2019_4,9.02E+12,2.30E+12,6.73E+12,1.07E+13,194500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2020_1,8.98E+12,2.45E+12,6.53E+12,2.44E+12,151500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2020_2,9.00E+12,2.34E+12,6.66E+12,2.57E+12,171000
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2020_3,9.21E+12,2.41E+12,6.80E+12,2.97E+12,171500
삼성에스디에스,126186,18260,서비스업,26,IT서비스,G451020,2020_4,9.15E+12,2.30E+12,6.86E+12,1.10E+13,179000
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2017_2,5.11E+12,8.08E+11,4.30E+12,5.40E+11,154000
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2017_3,5.39E+12,8.71E+11,4.52E+12,5.82E+11,152500
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2017_4,5.35E+12,8.82E+11,4.47E+12,2.42E+12,188500
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2018_1,5.30E+12,8.16E+11,4.48E+12,5.07E+11,154500
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2018_2,5.28E+12,7.28E+11,4.55E+12,5.01E+11,151500
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2018_3,5.43E+12,7.24E+11,4.70E+12,5.26E+11,115000
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2018_4,5.43E+12,8.82E+11,4.55E+12,2.02E+12,113500
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2019_1,5.76E+12,1.14E+12,4.61E+12,4.78E+11,126000
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2019_2,5.79E+12,1.09E+12,4.71E+12,5.26E+11,109500
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2019_3,5.84E+12,1.13E+12,4.71E+12,6.20E+11,94100
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2019_4,5.81E+12,1.16E+12,4.65E+12,2.18E+12,92200
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2020_1,6.76E+12,1.83E+12,4.93E+12,5.33E+11,92700
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2020_2,7.30E+12,2.05E+12,5.25E+12,6.86E+11,96100
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2020_3,7.40E+12,2.07E+12,5.33E+12,6.42E+11,168000
넷마블,904672,251270,서비스업,26,게임엔터테인먼트,G502040,2020_4,8.22E+12,2.57E+12,5.65E+12,2.48E+12,132000
두산중공업,159616,34020,기계,12,기계,G201060,2015_4,2.73E+13,2.02E+13,7.03E+12,1.62E+13,16248
두산중공업,159616,34020,기계,12,기계,G201060,2016_1,2.66E+13,1.96E+13,7.00E+12,3.31E+12,17120
두산중공업,159616,34020,기계,12,기계,G201060,2016_2,2.52E+13,1.83E+13,6.94E+12,3.60E+12,17041
두산중공업,159616,34020,기계,12,기계,G201060,2016_3,2.42E+13,1.75E+13,6.62E+12,3.06E+12,19974
두산중공업,159616,34020,기계,12,기계,G201060,2016_4,2.48E+13,1.80E+13,6.82E+12,1.39E+13,21599
두산중공업,159616,34020,기계,12,기계,G201060,2017_1,2.46E+13,1.82E+13,6.40E+12,3.44E+12,18864
두산중공업,159616,34020,기계,12,기계,G201060,2017_2,2.53E+13,1.84E+13,6.93E+12,3.82E+12,16842
두산중공업,159616,34020,기계,12,기계,G201060,2017_3,2.62E+13,1.91E+13,7.11E+12,3.48E+12,13830
두산중공업,159616,34020,기계,12,기계,G201060,2017_4,2.50E+13,1.84E+13,6.57E+12,1.45E+13,12126
두산중공업,159616,34020,기계,12,기계,G201060,2018_1,2.58E+13,1.93E+13,6.50E+12,3.57E+12,12720
두산중공업,159616,34020,기계,12,기계,G201060,2018_2,2.53E+13,1.88E+13,6.52E+12,3.83E+12,12443
두산중공업,159616,34020,기계,12,기계,G201060,2018_3,2.54E+13,1.86E+13,6.87E+12,3.39E+12,11849
두산중공업,159616,34020,기계,12,기계,G201060,2018_4,2.48E+13,1.86E+13,6.22E+12,1.48E+13,7767
두산중공업,159616,34020,기계,12,기계,G201060,2019_1,2.60E+13,1.98E+13,6.27E+12,3.83E+12,6136
두산중공업,159616,34020,기계,12,기계,G201060,2019_2,2.57E+13,1.87E+13,7.03E+12,3.98E+12,5759
두산중공업,159616,34020,기계,12,기계,G201060,2019_3,2.58E+13,1.88E+13,6.99E+12,3.57E+12,6200
두산중공업,159616,34020,기계,12,기계,G201060,2019_4,2.48E+13,1.86E+13,6.20E+12,1.57E+13,5263
두산중공업,159616,34020,기계,12,기계,G201060,2020_1,2.63E+13,2.01E+13,6.15E+12,3.84E+12,3192
두산중공업,159616,34020,기계,12,기계,G201060,2020_2,2.58E+13,1.99E+13,5.89E+12,3.60E+12,4326
두산중공업,159616,34020,기계,12,기계,G201060,2020_3,2.54E+13,1.96E+13,5.81E+12,3.66E+12,12401
두산중공업,159616,34020,기계,12,기계,G201060,2020_4,2.56E+13,1.85E+13,7.11E+12,1.51E+13,13600
현대중공업,1390344,329180,운수장비,15,조선,G201065,2020_4,1.38E+13,8.44E+12,5.36E+12,8.31E+12,0
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2015_4,5.91E+12,6.89E+11,5.22E+12,4.77E+12,463000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2016_1,6.07E+12,8.67E+11,5.20E+12,1.35E+12,495500
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2016_2,6.05E+12,7.21E+11,5.33E+12,1.41E+12,507000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2016_3,6.28E+12,8.44E+11,5.44E+12,1.46E+12,484000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2016_4,6.48E+12,8.20E+11,5.66E+12,5.85E+12,468000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2017_1,6.42E+12,7.88E+11,5.64E+12,1.57E+12,438500
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2017_2,6.65E+12,7.94E+11,5.86E+12,1.67E+12,449500
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2017_3,7.04E+12,1.02E+12,6.02E+12,1.62E+12,506000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2017_4,7.04E+12,9.32E+11,6.11E+12,6.60E+12,495500
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2018_1,6.95E+12,9.28E+11,6.02E+12,1.68E+12,476500
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2018_2,6.99E+12,8.16E+11,6.18E+12,1.79E+12,386000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2018_3,7.00E+12,6.99E+11,6.30E+12,1.77E+12,436000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2018_4,7.23E+12,8.51E+11,6.37E+12,6.88E+12,427500
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2019_1,7.15E+12,7.94E+11,6.36E+12,1.50E+12,464000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2019_2,7.57E+12,1.03E+12,6.54E+12,1.74E+12,479000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2019_3,7.85E+12,1.11E+12,6.73E+12,1.73E+12,441500
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2019_4,7.84E+12,1.00E+12,6.84E+12,6.69E+12,428000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2020_1,7.83E+12,1.07E+12,6.76E+12,1.73E+12,369000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2020_2,7.95E+12,1.08E+12,6.87E+12,1.62E+12,337000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2020_3,8.18E+12,1.18E+12,7.01E+12,1.98E+12,378000
고려아연,102858,10130,철강및금속,11,비철금속,G151040,2020_4,8.50E+12,1.41E+12,7.09E+12,7.58E+12,404000
대한항공,113526,3490,운수창고,19,항공사,G203020,2015_4,2.42E+13,2.17E+13,2.50E+12,1.15E+13,16946
대한항공,113526,3490,운수창고,19,항공사,G203020,2016_1,2.35E+13,2.12E+13,2.31E+12,2.87E+12,18835
대한항공,113526,3490,운수창고,19,항공사,G203020,2016_2,2.44E+13,2.23E+13,2.06E+12,2.82E+12,15879
대한항공,113526,3490,운수창고,19,항공사,G203020,2016_3,2.39E+13,2.15E+13,2.36E+12,3.12E+12,21609
대한항공,113526,3490,운수창고,19,항공사,G203020,2016_4,2.40E+13,2.21E+13,1.87E+12,1.17E+13,16671
대한항공,113526,3490,운수창고,19,항공사,G203020,2017_1,2.39E+13,2.11E+13,2.83E+12,2.87E+12,20035
대한항공,113526,3490,운수창고,19,항공사,G203020,2017_2,2.49E+13,2.19E+13,2.98E+12,2.91E+12,25060
대한항공,113526,3490,운수창고,19,항공사,G203020,2017_3,2.52E+13,2.22E+13,3.04E+12,3.21E+12,20100
대한항공,113526,3490,운수창고,19,항공사,G203020,2017_4,2.46E+13,2.09E+13,3.75E+12,1.21E+13,22110
대한항공,113526,3490,운수창고,19,항공사,G203020,2018_1,2.53E+13,2.16E+13,3.64E+12,3.10E+12,22208
대한항공,113526,3490,운수창고,19,항공사,G203020,2018_2,2.53E+13,2.19E+13,3.35E+12,3.11E+12,18285
대한항공,113526,3490,운수창고,19,항공사,G203020,2018_3,2.55E+13,2.19E+13,3.60E+12,3.52E+12,18155
대한항공,113526,3490,운수창고,19,항공사,G203020,2018_4,2.56E+13,2.27E+13,2.89E+12,1.30E+13,21365
대한항공,113526,3490,운수창고,19,항공사,G203020,2019_1,2.72E+13,2.42E+13,2.95E+12,3.14E+12,20748
대한항공,113526,3490,운수창고,19,항공사,G203020,2019_2,2.70E+13,2.43E+13,2.75E+12,3.12E+12,18804
대한항공,113526,3490,운수창고,19,항공사,G203020,2019_3,2.73E+13,2.46E+13,2.67E+12,3.38E+12,14816
대한항공,113526,3490,운수창고,19,항공사,G203020,2019_4,2.70E+13,2.42E+13,2.78E+12,1.27E+13,18479
대한항공,113526,3490,운수창고,19,항공사,G203020,2020_1,2.69E+13,2.48E+13,2.03E+12,2.43E+12,12417
대한항공,113526,3490,운수창고,19,항공사,G203020,2020_2,2.67E+13,2.45E+13,2.22E+12,1.73E+12,13879
대한항공,113526,3490,운수창고,19,항공사,G203020,2020_3,2.60E+13,2.27E+13,3.28E+12,1.60E+12,14693
대한항공,113526,3490,운수창고,19,항공사,G203020,2020_4,2.52E+13,2.19E+13,3.31E+12,7.61E+12,21284
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2015_4,4.44E+12,1.07E+12,3.37E+12,4.77E+12,415000
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2016_1,4.79E+12,1.24E+12,3.54E+12,1.49E+12,385500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2016_2,4.80E+12,1.07E+12,3.73E+12,1.44E+12,431000
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2016_3,5.02E+12,1.18E+12,3.84E+12,1.40E+12,385500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2016_4,5.18E+12,1.28E+12,3.90E+12,5.65E+12,315500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2017_1,5.28E+12,1.29E+12,3.98E+12,1.57E+12,282000
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2017_2,5.22E+12,1.14E+12,4.08E+12,1.20E+12,303500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2017_3,5.22E+12,1.06E+12,4.17E+12,1.21E+12,259500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2017_4,5.38E+12,1.20E+12,4.18E+12,5.12E+12,312000
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2018_1,5.59E+12,1.31E+12,4.28E+12,1.43E+12,327500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2018_2,5.53E+12,1.14E+12,4.39E+12,1.34E+12,323000
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2018_3,5.31E+12,8.82E+11,4.43E+12,1.28E+12,264000
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2018_4,5.37E+12,9.25E+11,4.45E+12,5.28E+12,208000
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2019_1,5.87E+12,1.40E+12,4.47E+12,1.45E+12,189500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2019_2,5.85E+12,1.38E+12,4.46E+12,1.39E+12,167500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2019_3,5.99E+12,1.42E+12,4.57E+12,1.40E+12,145000
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2019_4,5.99E+12,1.49E+12,4.50E+12,5.58E+12,202500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2020_1,5.91E+12,1.40E+12,4.51E+12,1.13E+12,173000
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2020_2,5.79E+12,1.28E+12,4.51E+12,1.06E+12,154500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2020_3,5.74E+12,1.22E+12,4.52E+12,1.09E+12,165500
아모레퍼시픽,583424,90430,화학,8,화장품,G252065,2020_4,5.70E+12,1.24E+12,4.46E+12,4.43E+12,206500
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2015_4,1.08E+13,5.41E+12,5.39E+12,1.79E+13,79500
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2016_1,1.14E+13,5.74E+12,5.67E+12,3.43E+12,96800
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2016_2,1.23E+13,6.16E+12,6.12E+12,4.20E+12,78200
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2016_3,1.33E+13,7.06E+12,6.23E+12,4.14E+12,79000
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2016_4,1.40E+13,7.57E+12,6.39E+12,1.63E+13,84300
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2017_1,1.50E+13,8.86E+12,6.12E+12,5.20E+12,99500
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2017_2,1.38E+13,7.63E+12,6.19E+12,4.67E+12,92900
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2017_3,1.44E+13,7.95E+12,6.45E+12,5.21E+12,129000
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2017_4,1.51E+13,8.24E+12,6.84E+12,2.09E+13,117000
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2018_1,1.60E+13,9.48E+12,6.49E+12,5.41E+12,120500
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2018_2,1.69E+13,1.02E+13,6.65E+12,6.00E+12,109500
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2018_3,1.71E+13,1.02E+13,6.81E+12,7.19E+12,137000
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2018_4,1.60E+13,9.49E+12,6.47E+12,2.55E+13,97300
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2019_1,1.64E+13,9.84E+12,6.56E+12,5.43E+12,89900
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2019_2,1.71E+13,1.07E+13,6.41E+12,6.26E+12,84100
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2019_3,1.69E+13,1.05E+13,6.45E+12,6.23E+12,99000
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2019_4,1.63E+13,9.84E+12,6.50E+12,2.44E+13,95100
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2020_1,1.63E+13,1.07E+13,5.58E+12,5.20E+12,56000
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2020_2,1.68E+13,1.13E+13,5.53E+12,3.45E+12,63400
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2020_3,1.61E+13,1.05E+13,5.57E+12,3.90E+12,51600
S0Oil,138279,10950,화학,8,석유와 가스,G101020,2020_4,1.57E+13,1.00E+13,5.68E+12,1.68E+13,69700
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2015_4,2.93E+13,1.72E+13,1.22E+13,2.23E+13,28050
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2016_1,2.95E+13,1.73E+13,1.22E+13,5.52E+12,29850
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2016_2,2.86E+13,1.62E+13,1.24E+13,5.68E+12,30350
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2016_4,3.06E+13,1.78E+13,1.28E+13,2.27E+13,29400
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2017_1,3.01E+13,1.73E+13,1.28E+13,5.61E+12,32100
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2017_2,2.78E+13,1.48E+13,1.31E+13,5.84E+12,32350
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2017_3,2.94E+13,1.61E+13,1.33E+13,5.83E+12,29150
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2017_4,2.96E+13,1.65E+13,1.31E+13,2.34E+13,30250
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2018_1,3.05E+13,1.65E+13,1.40E+13,5.71E+12,27550
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2018_2,3.00E+13,1.57E+13,1.43E+13,5.81E+12,27400
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2018_3,3.26E+13,1.81E+13,1.46E+13,5.95E+12,30100
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2018_4,3.22E+13,1.75E+13,1.47E+13,2.35E+13,29700
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2019_1,3.32E+13,1.85E+13,1.47E+13,5.83E+12,27400
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2019_2,3.35E+13,1.85E+13,1.50E+13,6.10E+12,28400
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2019_3,3.37E+13,1.84E+13,1.52E+13,6.21E+12,27450
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2019_4,3.41E+13,1.89E+13,1.52E+13,2.43E+13,26950
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2020_1,3.26E+13,1.76E+13,1.51E+13,5.83E+12,20000
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2020_2,3.40E+13,1.86E+13,1.54E+13,5.88E+12,23350
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2020_3,3.59E+13,2.02E+13,1.57E+13,6.00E+12,22900
케이티,190321,30200,통신업,20,다각화된 통신서비스,G501010,2020_4,3.37E+13,1.81E+13,1.56E+13,2.39E+13,24050
SKC,139889,11790,화학,8,화학,G151010,2015_4,3.69E+12,2.13E+12,1.56E+12,2.56E+12,33550
SKC,139889,11790,화학,8,화학,G151010,2016_1,3.66E+12,2.10E+12,1.56E+12,5.66E+11,32250
SKC,139889,11790,화학,8,화학,G151010,2016_2,3.58E+12,1.96E+12,1.62E+12,5.81E+11,27250
SKC,139889,11790,화학,8,화학,G151010,2016_3,3.44E+12,1.88E+12,1.57E+12,5.87E+11,28350
SKC,139889,11790,화학,8,화학,G151010,2016_4,3.53E+12,2.00E+12,1.52E+12,2.36E+12,33000
SKC,139889,11790,화학,8,화학,G151010,2017_1,3.47E+12,2.00E+12,1.48E+12,5.87E+11,30700
SKC,139889,11790,화학,8,화학,G151010,2017_2,3.68E+12,2.14E+12,1.54E+12,6.15E+11,33000
SKC,139889,11790,화학,8,화학,G151010,2017_3,3.68E+12,2.09E+12,1.59E+12,7.41E+11,41300
SKC,139889,11790,화학,8,화학,G151010,2017_4,3.67E+12,2.07E+12,1.59E+12,2.65E+12,47650
SKC,139889,11790,화학,8,화학,G151010,2018_1,3.67E+12,2.06E+12,1.60E+12,6.39E+11,37950
SKC,139889,11790,화학,8,화학,G151010,2018_2,3.75E+12,2.10E+12,1.65E+12,7.26E+11,43350
SKC,139889,11790,화학,8,화학,G151010,2018_3,3.76E+12,2.07E+12,1.69E+12,6.89E+11,42650
SKC,139889,11790,화학,8,화학,G151010,2018_4,3.83E+12,2.14E+12,1.69E+12,2.77E+12,35950
SKC,139889,11790,화학,8,화학,G151010,2019_1,3.99E+12,2.31E+12,1.69E+12,6.04E+11,36100
SKC,139889,11790,화학,8,화학,G151010,2019_2,4.04E+12,2.33E+12,1.71E+12,6.39E+11,39700
SKC,139889,11790,화학,8,화학,G151010,2019_3,4.06E+12,2.32E+12,1.74E+12,6.37E+11,39050
SKC,139889,11790,화학,8,화학,G151010,2019_4,3.97E+12,2.25E+12,1.73E+12,2.54E+12,51300
SKC,139889,11790,화학,8,화학,G151010,2020_1,5.76E+12,3.55E+12,2.21E+12,6.61E+11,38900
SKC,139889,11790,화학,8,화학,G151010,2020_2,5.77E+12,3.55E+12,2.21E+12,6.56E+11,62300
SKC,139889,11790,화학,8,화학,G151010,2020_3,5.85E+12,3.79E+12,2.06E+12,7.24E+11,82800
SKC,139889,11790,화학,8,화학,G151010,2020_4,5.41E+12,3.49E+12,1.92E+12,2.70E+12,95800
에스케이바이오팜,878696,326030,서비스업,26,제약,G352020,2020_2,7.66E+11,2.58E+11,5.08E+11,2065418146,98000
에스케이바이오팜,878696,326030,서비스업,26,제약,G352020,2020_3,5.61E+11,1.18E+11,4.43E+11,3923048212,145000
에스케이바이오팜,878696,326030,서비스업,26,제약,G352020,2020_4,5.00E+11,1.21E+11,3.79E+11,25999026722,149500
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2015_4,3.91E+12,2.15E+12,1.77E+12,6.14E+12,98500
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2016_1,3.81E+12,2.08E+12,1.73E+12,1.20E+12,79900
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2016_2,3.77E+12,2.08E+12,1.69E+12,1.12E+12,79000
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2016_3,4.15E+12,2.53E+12,1.62E+12,1.38E+12,78600
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2016_4,4.32E+12,2.55E+12,1.78E+12,5.75E+12,87400
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2017_1,4.03E+12,2.25E+12,1.79E+12,1.64E+12,139500
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2017_2,4.25E+12,2.43E+12,1.82E+12,1.34E+12,157500
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2017_3,5.13E+12,3.27E+12,1.86E+12,1.79E+12,151000
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2017_4,5.88E+12,3.93E+12,1.95E+12,7.64E+12,147000
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2018_1,5.18E+12,3.24E+12,1.95E+12,1.72E+12,126000
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2018_2,5.49E+12,3.52E+12,1.97E+12,1.52E+12,145000
LG이노텍,105961,11070,"전기,전자",13,전자장비와 기기,G452030,2018_3,6.13E+12,4.09E+12,2.04E+12,2.31E+12,131500
