종목,심볼번호,고유번호,업종,업종코드,WICS,WICS코드,time,avg_salary,employee_num,자산총계,부채총계,자본총계,매출액,당기순이익,시가,발행주식
케이티앤지,244455,33780,,,담배,G302030,2017_4,71500000.0,4295,"10,020,315,626,764","2,160,131,491,892","7,860,184,134,872","4,667,193,482,245","1,211,446,576,020",115000,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2018_1,18000000.0,4181,"10,087,154,820,968","2,587,808,249,327","7,499,346,571,641","1,067,590,374,238","249,368,781,343",99900,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2018_2,32000000.0,4263,"10,121,455,402,142","2,361,849,748,344","7,759,605,653,798","1,119,719,777,068","265,141,525,011",106500,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2018_3,53500000.0,4212,"10,420,239,176,866","2,393,097,324,624","8,027,141,852,242","1,182,526,283,865","257,458,979,145",103500,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2018_4,74500000.0,4433,"10,197,870,417,450","2,029,666,601,415","8,168,203,816,035","4,471,515,592,060","903,359,164,406",100500,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2019_1,18000000.0,4305,"10,776,751,408,283","2,847,524,834,083","7,929,226,574,200","1,184,981,696,982","273,835,113,960",104500,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2019_2,35500000.0,4272,"10,846,393,424,529","2,593,994,790,227","8,252,398,634,302","1,257,840,556,101","324,463,716,669",99000,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2019_3,57500000.0,4247,"10,631,391,625,206","2,069,138,702,410","8,562,252,922,796","1,322,181,453,028","322,073,930,136",105000,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2019_4,71500000.0,4623,"10,752,439,455,974","2,012,853,967,690","8,739,585,488,284","4,963,202,297,002","1,037,198,624,955",93800,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2020_1,18500000.0,4416,"10,859,434,327,354","2,486,211,034,877","8,373,223,292,477","1,178,410,308,223","293,875,030,365",73500,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2020_2,35000000.0,4393,"11,028,161,031,199","2,338,581,137,445","8,689,579,893,754","1,318,842,182,430","293,457,762,927",78000,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2020_3,58500000.0,4354,"11,517,592,640,154","2,759,545,662,456","8,758,046,977,698","1,463,411,667,167","278,078,857,534",83300,"137,292,497"
케이티앤지,244455,33780,,,담배,G302030,2020_4,78000000.0,4435,"11,468,383,152,160","2,376,811,495,915","9,091,571,656,245","5,301,617,653,949","1,171,643,099,110",83000,"137,292,497"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2015_1,19800000.0,14431,-,-,-,-,-,274500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2015_2,34250000.0,14216,-,-,-,-,-,249500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2015_3,54200000.0,14131,-,-,-,-,-,270500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2015_4,78076923.07692307,13705,"6,331,679,124,457","1,554,827,346,233","4,776,851,778,224","7,853,458,731,256","469,830,680,454",252000,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2016_1,20576923.076923076,13700,"6,244,872,306,619","1,379,595,496,979","4,865,276,809,640","1,745,035,889,834","136,062,592,451",179000,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2016_2,35461538.461538464,13526,"6,434,995,585,452","1,439,479,260,952","4,995,516,324,500","2,052,090,711,282","136,228,913,461",139500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2016_3,57153846.15384615,13412,"6,556,497,772,324","1,503,025,172,777","5,053,472,599,547","2,001,185,217,394","110,073,685,774",154500,-
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2016_4,82153846.15384616,13038,"6,842,003,858,379","1,550,879,763,798","5,291,124,094,581","8,180,186,860,839","514,327,713,066",141000,-
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2017_1,21192307.692307692,13203,"6,776,405,546,482","1,525,518,643,868","5,250,886,902,614","2,149,520,910,716","90,665,125,916",133500,-
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2017_2,37785714.28571428,13084,"7,081,429,170,625","1,658,711,612,856","5,422,717,557,769","2,374,139,966,454","143,525,147,848",185500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2017_3,61000000.0,13060,"7,252,777,595,979","1,660,543,142,184","5,592,234,453,795","2,308,922,678,718","149,054,504,666",170000,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2017_4,99043478.26086956,12958,"7,277,760,879,807","1,558,331,443,164","5,719,429,436,643","9,299,206,129,920","541,772,277,273",200000,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2018_1,-,12772,"7,475,864,183,998","1,766,156,026,251","5,709,708,157,747","2,356,888,755,573","131,619,877,848",258500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2018_2,-,12668,"7,622,828,172,093","1,714,530,087,587","5,908,298,084,506","2,472,235,415,940","186,847,707,987",200500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2018_3,-,12723,"7,867,305,293,410","1,841,754,763,821","6,025,550,529,589","2,423,017,946,635","142,891,476,046",232000,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2018_4,-,12677,"8,013,849,390,714","1,865,297,206,344","6,148,552,184,370","10,034,218,901,478","638,792,258,413",205000,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2019_1,-,12563,"8,633,742,609,474","2,470,286,367,797","6,163,456,241,677","2,502,458,198,025","141,005,714,760",234500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2019_2,-,12532,"8,801,403,296,612","2,431,034,361,565","6,370,368,935,047","2,776,081,029,227","193,634,287,436",216000,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2019_3,-,12518,"8,987,224,060,447","2,431,413,377,456","6,555,810,682,991","2,658,395,704,779","156,906,126,068",189500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2019_4,-,12501,"9,021,235,882,454","2,296,078,793,954","6,725,157,088,500","10,719,631,804,166","750,448,957,378",194500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2020_1,-,12413,"8,978,924,497,760","2,447,385,458,908","6,531,539,038,852","2,436,078,896,356","-30,286,118,117",151500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2020_2,-,12399,"8,998,024,683,764","2,337,571,050,537","6,660,453,633,227","2,566,606,362,760","145,796,797,677",171000,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2020_3,-,12422,"9,208,301,322,092","2,407,618,641,482","6,800,682,680,610","2,968,199,978,215","160,951,090,648",171500,"77,377,800"
삼성에스디에스,126186,18260,서비스업,26.0,IT서비스,G451020,2020_4,-,12323,"9,154,919,055,538","2,295,810,891,305","6,859,108,164,233","11,017,431,525,517","452,908,951,325",179000,"77,377,800"
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2015_1,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2015_2,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2015_3,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2015_4,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2016_1,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2016_2,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2016_3,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2016_4,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2017_1,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2017_2,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2017_3,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2017_4,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2018_1,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2018_2,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2018_3,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2018_4,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2019_1,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2019_2,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2019_3,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2019_4,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2020_1,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2020_2,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2020_3,-,0,-,-,-,-,-,-,-
SK아이이테크놀로지,1386916,361610,"전기,전자",13.0,전기제품,G453520,2020_4,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2015_1,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2015_2,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2015_3,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2015_4,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2016_1,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2016_2,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2016_3,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2016_4,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2017_1,-,0,-,-,-,-,-,-,-
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2017_2,66625000.0,666,"5,112,271,160,561","808,087,613,928","4,304,183,546,633","540,103,187,490","78,117,027,449",154000,"85,010,104"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2017_3,-,675,"5,386,895,470,923","871,056,851,988","4,515,838,618,935","581,685,846,068","84,216,919,367",152500,"85,018,412"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2017_4,-,691,"5,347,705,409,970","882,436,412,276","4,465,268,997,694","2,424,755,040,569","360,883,596,458",188500,"85,026,385"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2018_1,-,738,"5,300,074,515,501","816,332,378,568","4,483,742,136,933","507,356,062,640","78,921,357,398",154500,"85,027,790"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2018_2,-,739,"5,278,274,294,059","728,072,043,357","4,550,202,250,702","500,853,255,903","66,272,302,759",151500,"85,193,779"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2018_3,-,772,"5,425,095,670,132","723,980,407,725","4,701,115,262,407","525,976,503,302","55,144,563,777",115000,"85,256,196"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2018_4,88000000.0,781,"5,433,046,593,422","881,510,902,397","4,551,535,691,025","2,021,272,799,024","214,932,108,137",113500,"85,265,865"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2019_1,23000000.0,823,"5,755,654,610,971","1,141,818,413,340","4,613,836,197,631","477,641,923,566","42,329,611,109",126000,"85,266,590"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2019_2,59500000.0,828,"5,793,928,926,526","1,087,751,191,167","4,706,177,735,359","526,192,707,180","38,034,358,074",109500,"85,693,476"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2019_3,77000000.0,816,"5,835,316,779,004","1,129,092,115,058","4,706,224,663,946","619,862,743,514","84,710,024,816",94100,"85,740,227"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2019_4,93000000.0,802,"5,806,087,951,025","1,157,746,996,133","4,648,340,954,892","2,178,677,560,442","169,769,227,460",92200,"85,744,564"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2020_1,15500000.0,800,"6,758,937,903,118","1,830,101,217,867","4,928,836,685,251","532,931,991,156","57,462,878,007",92700,"85,789,284"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2020_2,30500000.0,789,"7,298,141,217,408","2,047,033,041,815","5,251,108,175,593","685,706,571,304","85,258,536,893",96100,"85,798,092"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2020_3,49000000.0,791,"7,402,098,543,223","2,072,574,536,161","5,329,524,007,062","642,283,644,623","92,476,234,162",168000,"85,827,667"
넷마블,904672,251270,서비스업,26.0,게임엔터테인먼트,G502040,2020_4,70500000.0,768,"8,223,428,815,673","2,572,832,681,500","5,650,596,134,173","2,484,764,985,888","338,047,021,964",132000,"85,845,303"
두산중공업,159616,34020,기계,12.0,기계,G201060,2015_1,15750000.0,7655,-,-,-,-,-,22748,-
두산중공업,159616,34020,기계,12.0,기계,G201060,2015_2,29500000.0,7626,-,-,-,-,-,18547,-
두산중공업,159616,34020,기계,12.0,기계,G201060,2015_3,45250000.0,7701,-,-,-,-,-,16684,-
두산중공업,159616,34020,기계,12.0,기계,G201060,2015_4,58333333.333333336,7779,"27,260,140,610,258","20,234,032,938,126","7,026,107,672,132","16,204,318,150,763","-1,750,899,329,509",16248,-
두산중공업,159616,34020,기계,12.0,기계,G201060,2016_1,16083333.333333334,7666,"26,631,015,596,643","19,633,962,740,373","6,997,052,856,270","3,308,468,311,881","89,760,685,014",17120,-
두산중공업,159616,34020,기계,12.0,기계,G201060,2016_2,29916666.666666668,7724,"25,242,123,809,456","18,305,859,906,108","6,936,263,903,348","3,598,417,352,126","130,736,497,648",17041,-
두산중공업,159616,34020,기계,12.0,기계,G201060,2016_3,44000000.0,7714,"24,156,568,139,750","17,541,002,922,574","6,615,565,217,176","3,059,197,389,839","74,286,369,410",19974,-
두산중공업,159616,34020,기계,12.0,기계,G201060,2016_4,59416666.666666664,7728,"24,832,568,190,355","18,009,737,274,319","6,822,830,916,036","13,892,680,512,183","-215,524,785,947",21599,"106,158,256"
두산중공업,159616,34020,기계,12.0,기계,G201060,2017_1,15583333.333333334,7635,"24,566,163,969,906","18,163,018,019,364","6,403,145,950,542","3,437,909,664,631","37,460,809,111",18864,"106,457,586"
두산중공업,159616,34020,기계,12.0,기계,G201060,2017_2,24500000.0,7681,"25,328,240,664,703","18,399,658,950,912","6,928,581,713,791","3,824,640,046,365","-26,127,758,674",16842,"106,461,159"
두산중공업,159616,34020,기계,12.0,기계,G201060,2017_3,44666666.666666664,7673,"26,215,911,242,180","19,101,980,580,788","7,113,930,661,392","3,482,596,514,870","-9,994,883,341",13830,"106,461,552"
두산중공업,159616,34020,기계,12.0,기계,G201060,2017_4,60333333.333333336,7610,"24,962,318,127,187","18,396,370,067,135","6,565,948,060,052","14,523,554,475,823","-109,688,010,762",12126,"106,463,093"
두산중공업,159616,34020,기계,12.0,기계,G201060,2018_1,15166666.666666666,7421,"25,765,101,572,590","19,264,225,998,244","6,500,875,574,346","3,573,712,129,359","23,148,793,444",12720,"106,463,271"
두산중공업,159616,34020,기계,12.0,기계,G201060,2018_2,27583333.333333332,7299,"25,283,254,897,401","18,759,421,363,672","6,523,833,533,729","3,833,352,482,752","52,269,967,492",12443,"117,146,255"
두산중공업,159616,34020,기계,12.0,기계,G201060,2018_3,41416666.666666664,7284,"25,435,834,763,047","18,569,197,259,216","6,866,637,503,831","3,387,502,880,252","45,923,793,517",11849,"117,146,803"
두산중공업,159616,34020,기계,12.0,기계,G201060,2018_4,55000000.0,7294,"24,814,911,563,566","18,596,482,003,126","6,218,429,560,440","14,761,064,155,393","-421,725,111,585",7767,"117,146,803"
두산중공업,159616,34020,기계,12.0,기계,G201060,2019_1,16500000.0,6853,"26,032,773,806,788","19,765,126,286,323","6,267,647,520,465","3,828,732,949,613","52,825,845,278",6136,"117,146,875"
두산중공업,159616,34020,기계,12.0,기계,G201060,2019_2,29000000.0,6836,"25,718,000,892,028","18,684,582,292,816","7,033,418,599,212","3,977,644,842,690","187,474,948,162",5759,"202,146,875"
두산중공업,159616,34020,기계,12.0,기계,G201060,2019_3,43000000.0,6784,"25,801,352,335,617","18,813,372,683,527","6,987,979,652,090","3,567,393,413,411","-72,378,746,581",6200,"202,146,875"
두산중공업,159616,34020,기계,12.0,기계,G201060,2019_4,56500000.0,6721,"24,809,249,181,179","18,607,256,196,356","6,201,992,984,823","15,659,674,141,321","-104,367,151,406",5263,"202,146,875"
두산중공업,159616,34020,기계,12.0,기계,G201060,2020_1,15500000.0,6526,"26,255,043,952,571","20,107,480,830,768","6,147,563,121,803","3,837,035,949,494","-371,434,989,535",3192,"253,140,778"
두산중공업,159616,34020,기계,12.0,기계,G201060,2020_2,28000000.0,5619,"25,835,779,627,955","19,948,119,741,142","5,887,659,886,813","3,604,748,415,449","-251,681,799,928",4326,"253,140,778"
두산중공업,159616,34020,기계,12.0,기계,G201060,2020_3,39500000.0,5596,"25,440,367,856,749","19,629,510,867,333","5,810,856,989,416","3,658,815,321,766","-80,690,180,355",12401,"253,141,201"
두산중공업,159616,34020,기계,12.0,기계,G201060,2020_4,50500000.0,5587,"25,567,174,291,104","18,460,677,610,119","7,106,496,680,985","15,132,406,695,625","-838,445,772,846",13600,"374,637,255"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2015_1,19126500.0,5653,-,-,-,-,-,263000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2015_2,33217000.0,5682,-,-,-,-,-,293000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2015_3,53174000.0,5822,-,-,-,-,-,273000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2015_4,89040500.0,5692,-,-,-,-,-,304500,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2016_1,18619000.0,5824,-,-,-,-,-,295000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2016_2,32984500.0,5836,-,-,-,-,-,264000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2016_3,53019000.0,5946,-,-,-,-,-,282000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2016_4,89113000.0,5696,-,-,-,-,-,268500,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2017_1,18950000.0,5842,-,-,-,-,-,266000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2017_2,33418000.0,5819,-,-,-,-,-,283000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2017_3,54199000.0,5838,-,-,-,-,-,280000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2017_4,92968000.0,5671,-,-,-,-,-,268000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2018_1,19152500.0,5748,-,-,-,-,-,268500,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2018_2,33513500.0,5774,-,-,-,-,-,262500,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2018_3,54356000.0,5803,-,-,-,-,-,281500,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2018_4,102775500.0,5833,-,-,-,-,-,268000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2019_1,20421500.0,5952,-,-,-,-,-,300500,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2019_2,35836000.0,5960,-,-,-,-,-,271000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2019_3,57213000.0,6084,-,-,-,-,-,225500,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2019_4,86013500.0,6074,-,-,-,-,-,243500,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2020_1,20394500.0,6218,-,-,-,-,-,148000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2020_2,36139000.0,6170,-,-,-,-,-,176000,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2020_3,58678000.0,6208,-,-,-,-,-,180500,"47,374,837"
삼성화재해상보험,139214,810,보험,25.0,손해보험,G404010,2020_4,95742000.0,5818,-,-,-,-,-,186000,"47,374,837"
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2015_1,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2015_2,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2015_3,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2015_4,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2016_1,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2016_2,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2016_3,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2016_4,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2017_1,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2017_2,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2017_3,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2017_4,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2018_1,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2018_2,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2018_3,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2018_4,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2019_1,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2019_2,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2019_3,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2019_4,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2020_1,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2020_2,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2020_3,-,0,-,-,-,-,-,-,-
현대중공업,1390344,329180,운수장비,15.0,조선,G201065,2020_4,-,13423,"13,799,657,849,000","8,438,873,228,000","5,360,784,621,000","8,312,009,823,000","-431,445,898,000",-,-
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2015_1,9931000.0,1346,-,-,-,-,-,426500,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2015_2,20096.0,1380,-,-,-,-,-,535000,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2015_3,31885500.0,1383,-,-,-,-,-,466000,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2015_4,49819000.0,1396,"5,907,933,006,646","688,564,178,322","5,219,368,828,324","4,771,442,958,357","513,990,324,342",463000,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2016_1,11046500.0,1377,"6,066,418,942,761","867,197,902,808","5,199,221,039,953","1,351,933,741,068","147,040,329,464",495500,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2016_2,22816500.0,1374,"6,053,107,404,315","721,130,078,531","5,331,977,325,784","1,409,717,114,371","137,358,531,419",507000,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2016_3,35754000.0,1380,"6,283,519,020,933","843,520,756,454","5,439,998,264,479","1,458,966,731,359","130,637,730,428",484000,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2016_4,55060000.0,1383,"6,482,637,891,567","819,933,197,199","5,662,704,694,368","5,847,513,111,727","594,584,342,454",468000,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2017_1,11652500.0,1370,"6,424,907,159,603","787,646,246,087","5,637,260,913,516","1,573,838,851,845","169,230,671,896",438500,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2017_2,23259000.0,1369,"6,650,556,986,848","793,986,213,639","5,856,570,773,209","1,671,717,950,233","169,975,463,726",449500,-
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2017_3,37586500.0,1370,"7,036,409,290,389","1,020,367,751,597","6,016,041,538,792","1,616,882,719,194","148,619,368,145",506000,-
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2017_4,58212500.0,1376,"7,038,142,272,799","932,491,517,423","6,105,650,755,376","6,596,671,356,857","634,031,142,698",495500,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2018_1,12229500.0,1391,"6,946,898,525,642","927,914,688,158","6,018,983,837,484","1,683,434,961,978","147,422,618,109",476500,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2018_2,23815000.0,1389,"6,994,052,079,716","816,139,344,372","6,177,912,735,344","1,787,637,047,190","152,732,065,384",386000,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2018_3,37580500.0,1402,"6,997,194,727,587","699,017,091,615","6,298,177,635,972","1,773,482,151,676","140,947,350,571",436000,"18,870,000"
고려아연,102858,10130,철강및금속,11.0,비철금속,G151040,2018_4,59242500.0,1391,"7,225,894,143,698","851,366,368,823","6,374,527,774,875","6,883,323,139,792","534,814,939,005",427500,"18,870,000"
