종목,심볼번호,고유번호,업종,업종코드,WICS,WICS코드,time,avg_salary,employee_num,자산총계,부채총계,자본총계,매출액,당기순이익,시가,발행주식,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ ENM,265324,35760,방송서비스,152,방송과엔터테인먼트,G502020,2020_3,0,3531,"5,870,043,313,847","2,441,950,958,474","3,428,092,355,373","798,620,132,304","32,569,761,601",143200,"21,929,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ ENM,265324,35760,방송서비스,152,방송과엔터테인먼트,G502020,2020_4,66249666.67,3403,"6,279,917,456,928","2,494,738,813,674","3,785,178,643,254","3,391,184,002,869","65,629,506,717",140000,"21,929,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2015_1,8692161.5,30,0,0,0,0,0,6568,"5,894,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2015_2,22767187.5,38,0,0,0,0,0,8546,"5,904,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2015_3,27144142.5,39,0,0,0,0,0,5174,"5,904,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2015_4,38671657.5,39,"39,385,453,998","834,622,780","38,550,831,218","4,726,609,249","1,208,362,969",6692,"5,904,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2016_1,39855705,46,"38,943,547,046","897,284,900","38,046,262,146","684,974,788","644,192,566",5800,"5,904,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2016_2,20808333,45,"39,732,172,667","1,912,309,735","37,819,862,932","1,116,176,666","569,980,162",6592,"5,947,945",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2016_3,40305998,47,"48,484,016,411","1,623,210,282","46,860,806,129","2,562,945,753","1,119,858,983",7210,"6,227,665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2016_4,43103425,47,"47,949,615,182","2,720,917,760","45,228,697,422","6,843,719,835","3,587,198,673",5432,"6,249,665",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2017_1,44854167,49,"47,622,881,243","1,819,620,339","45,803,260,904","4,811,461,946","1,384,150,059",4882,"6,293,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2017_2,21970674,51,"45,808,823,092","1,789,692,357","44,019,130,735","2,114,678,889","1,480,293,392",4965,"6,293,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2017_3,24922651.5,52,"45,150,164,923","2,141,042,245","43,009,122,678","2,811,095,275","1,086,429,046",4790,"6,293,165",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2017_4,44011003,52,"43,013,379,969","3,168,348,340","39,845,031,629","12,104,355,843","7,448,958,134",7402,"12,610,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2018_1,11490358,54,"41,888,166,693","3,045,655,007","38,842,511,686","4,093,280,257","1,094,031,920",8436,"12,610,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2018_2,22414376,53,"73,052,420,188","35,363,935,496","37,688,484,692","2,936,376,464","1,900,977,992",10520,"12,643,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2018_3,31742670.5,54,"73,358,238,981","37,545,190,573","35,813,048,408","3,280,256,874","2,951,475,934",12937,"12,643,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2018_4,42832064,57,"71,380,649,814","4,684,230,884","66,696,418,930","13,703,078,873","7,069,908,984",9769,"12,643,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2019_1,13478437.5,58,"71,839,132,966","5,248,283,907","66,590,849,059","3,863,043,032","3,278,625,546",16104,"12,681,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2019_2,23969921.5,63,"72,830,353,813","9,433,369,419","63,396,984,394","5,259,040,876","1,763,448,643",11236,"13,577,251",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2019_3,33310438,70,"73,103,505,026","9,015,827,223","64,087,677,803","5,496,396,593","2,721,277,303",11736,"13,724,417",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2019_4,46172670.5,67,"85,979,112,272","15,774,959,263","70,204,153,009","29,229,181,883","1,738,267,459",22774,"13,896,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2020_1,18598779.5,72,"92,453,263,446","19,935,927,833","72,517,335,613","9,876,046,066","2,138,957,801",26441,"13,896,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2020_2,30331120.5,77,"98,142,530,151","21,650,211,212","76,492,318,939","13,436,622,382","1,885,706,301",88028,"13,995,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2020_3,41767978,82,"102,274,815,056","21,041,173,578","81,233,641,478","14,011,661,613","3,843,865,458",122666,"28,082,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
알테오젠,989619,196170,연구·개발,98,생물공학,G352010,2020_4,53954370.5,80,"159,206,928,125","22,935,590,498","136,271,337,627","42,425,842,457","3,422,404,578",120133,"28,082,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2015_1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2015_2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2015_3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2015_4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2016_1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2016_2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2016_3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2016_4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2017_1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2017_2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2017_3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2017_4,92859500,79,"459,453,883,583","91,010,398,750","368,443,484,833","286,788,567,809","23,846,968,479",64000,"28,037,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2018_1,23209500,80,"456,340,237,244","79,851,639,558","376,488,597,686","79,873,811,564","7,860,379,387",95500,"28,037,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2018_2,46552500,83,"475,980,988,715","90,500,266,004","385,480,722,711","74,288,880,547","8,885,705,113",115800,"28,037,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2018_3,66246000,100,"491,159,194,870","90,970,803,908","400,188,390,962","123,723,507,122","17,342,088,251",115500,"28,037,240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2018_4,126051000,98,"512,374,587,654","111,089,075,582","401,285,512,072","379,606,273,010","35,833,521,799",93400,"28,051,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2019_1,27720000,107,"514,053,709,721","103,556,850,911","410,496,858,810","111,827,631,881","9,211,346,738",89400,"28,051,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2019_2,48148500,114,"567,799,174,339","149,966,422,416","417,832,751,923","128,243,857,564","7,335,893,113",68100,"28,051,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2019_3,79403500,123,"585,432,546,850","154,872,044,156","430,560,502,695","131,150,081,120","11,526,651,772",69200,"28,095,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2019_4,93653000,124,"581,557,107,129","153,306,914,808","428,250,192,321","468,660,678,163","26,424,613,466",81500,"28,096,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2020_1,24759500,130,"604,930,031,947","167,562,517,317","437,367,514,630","120,300,955,038","8,540,227,309",76700,"28,096,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2020_2,46761000,129,"635,038,309,372","184,570,249,613","450,468,059,759","161,443,614,423","13,360,576,086",80100,"28,096,370",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2020_3,72577500,136,"637,052,886,741","175,461,055,300","461,591,831,441","106,272,498,529","10,608,895,045",84200,"28,127,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
스튜디오드래곤,1168684,253450,오락·문화,106,방송과엔터테인먼트,G502020,2020_4,108132000,138,"757,299,504,134","147,952,225,200","609,347,278,934","525,729,451,263","29,619,306,416",93800,"30,004,345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2015_1,10328000,280,0,0,0,0,0,25100,"10,318,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2015_2,20500000,291,0,0,0,0,0,38800,"10,328,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2015_3,26500000,322,0,0,0,0,0,31000,"10,328,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2015_4,36500000,386,"68,044,829,047","19,965,730,226","48,079,098,821","62,867,913,447","4,144,642,931",28000,"10,328,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2016_1,11000000,412,"71,647,762,209","22,798,809,705","48,848,952,504","18,335,632,663","3,078,047,174",22250,"10,349,867",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2016_2,20000000,443,"76,953,137,880","22,371,898,587","54,581,239,293","19,823,884,383","3,153,833,148",29600,"10,747,217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2016_3,37000000,437,"82,177,683,623","23,320,382,031","58,857,301,592","20,279,646,758","2,537,130,825",28100,"10,871,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2016_4,43500000,437,"83,426,396,974","26,121,591,428","57,304,805,546","79,830,291,786","10,048,384,460",24350,"10,871,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2017_1,10500000,453,"88,530,482,499","32,099,139,320","56,431,343,179","21,484,485,431","3,612,834,987",20950,"10,871,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2017_2,20000000,478,"88,602,606,663","28,552,788,126","60,049,818,537","22,547,320,863","3,335,629,210",23950,"10,871,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2017_3,28000000,472,"95,294,923,111","30,105,038,266","65,189,884,845","24,760,493,878","3,807,773,738",20200,"10,907,717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2017_4,37000000,470,"103,442,156,418","33,334,044,109","70,108,112,309","94,552,464,738","14,659,197,066",19500,"11,305,067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2018_1,12000000,485,"110,912,249,038","39,035,013,860","71,877,235,178","27,933,658,939","5,741,470,178",28750,"11,305,067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2018_2,21000000,500,"114,014,811,654","37,348,084,014","76,666,727,640","28,952,896,909","4,614,913,083",47200,"11,305,067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2018_3,31500000,430,"136,242,277,171","47,880,275,129","88,362,002,042","32,433,034,544","6,611,808,755",35950,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2018_4,39000000,443,"157,544,019,482","64,650,995,009","92,893,024,473","126,627,785,921","21,334,754,344",39600,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2019_1,12500000,485,"171,946,217,508","76,236,556,601","95,709,660,907","38,101,479,541","7,783,330,047",54700,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2019_2,22500000,490,"193,872,727,366","87,147,945,975","106,724,781,391","41,596,353,369","10,114,211,602",61800,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2019_3,32500000,507,"215,114,005,937","98,698,651,711","116,415,354,226","44,814,885,279","9,072,522,985",65000,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2019_4,41500000,518,"228,549,555,437","106,760,702,207","121,788,853,230","167,868,521,676","34,160,385,821",67700,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2020_1,13000000,559,"229,668,641,039","111,028,779,996","118,639,861,043","41,521,115,330","5,388,280,421",54000,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2020_2,24500000,562,"245,640,054,491","118,725,553,566","126,914,500,925","45,271,727,900","10,238,715,162",64400,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2020_3,34500000,576,"258,282,392,025","121,114,631,691","137,167,760,334","50,225,704,623","10,966,415,331",58200,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
아프리카TV,399694,67160,소프트웨어,155,양방향미디어와서비스,G502050,2020_4,45500000,579,"292,037,611,328","144,478,287,914","147,559,323,414","196,566,477,876","36,260,333,991",60700,"11,494,767",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2015_1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2015_2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2015_3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2015_4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2016_1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2016_2,26000000,928,"380,866,191,343","95,119,156,886","285,747,034,457","69,770,513,724","23,722,188,004",44450,"18,484,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2016_3,39500000,980,"344,865,456,403","42,918,885,352","301,946,571,051","53,977,380,770","16,288,561,802",57500,"18,484,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2016_4,54000000,996,"367,778,548,247","54,533,871,586","313,244,676,661","200,361,532,900","61,425,867,572",45250,"18,484,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2017_1,13500000,942,"388,796,126,388","71,747,284,536","317,048,841,852","47,820,813,822","13,445,162,433",39950,"18,484,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2017_2,22000000,946,"373,807,203,647","39,576,145,105","334,231,058,542","56,732,387,012","15,916,749,999",42750,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2017_3,36000000,938,"378,934,825,654","36,728,514,318","342,206,311,336","43,363,670,823","7,887,459,840",33000,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2017_4,51000000,904,"381,504,269,098","30,421,483,801","351,082,785,297","202,800,435,362","44,996,926,435",32600,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2018_1,11500000,884,"376,359,817,715","33,755,004,959","342,604,812,756","28,320,339,204","794,715,150",44500,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2018_2,22500000,862,"366,164,679,770","18,608,940,493","347,555,739,277","35,812,902,673","4,946,698,552",36500,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2018_3,31500000,886,"353,612,831,269","12,736,284,865","340,876,546,404","13,381,778,047","6,665,987,728",29700,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2018_4,48000000,874,"345,505,351,667","13,936,378,548","331,568,973,119","97,738,455,805","9,267,935,047",19950,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2019_1,12500000,452,"341,273,836,780","24,255,478,495","317,018,358,285","15,688,649,030","5,267,809,079",21750,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2019_2,27142857.14,916,"329,669,851,156","15,635,527,458","314,034,323,698","18,126,378,309","3,050,745,728",17300,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2019_3,35714285.71,918,"330,548,516,536","16,938,565,835","313,609,950,701","20,045,796,004","974,686,449",17300,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2019_4,55071428.57,932,"341,080,334,763","37,400,526,840","303,679,807,923","93,256,824,542","18,528,696,163",29800,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2020_1,13714285.71,974,"340,382,340,375","39,772,306,772","300,610,033,603","20,167,451,472","4,424,211,563",31700,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2020_2,26571428.57,958,"341,640,573,698","39,053,024,851","302,587,548,847","33,776,127,966","2,525,352,860",43000,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2020_3,39357142.86,994,"338,649,908,954","43,256,216,453","295,393,692,501","22,384,767,848","7,334,275,465",73200,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
에스티팜,871833,237690,제약,66,제약,G352020,2020_4,50785714.29,1004,"445,570,131,485","148,816,928,335","296,753,203,150","124,108,663,975","13,154,954,630",105800,"18,656,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화기업,173032,25900,종이·목재,62,건축자재,G201025,2015_1,16030000,618,0,0,0,0,0,27310,"15,356,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화기업,173032,25900,종이·목재,62,건축자재,G201025,2015_2,28840333.33,617,0,0,0,0,0,32538,"14,356,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화기업,173032,25900,종이·목재,62,건축자재,G201025,2015_3,42156333.33,624,0,0,0,0,0,32004,"14,356,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화기업,173032,25900,종이·목재,62,건축자재,G201025,2015_4,55725666.67,638,"1,143,885,776,933","573,430,593,690","570,455,183,243","674,669,376,201","49,983,829,492",25390,"14,356,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화기업,173032,25900,종이·목재,62,건축자재,G201025,2016_1,17590666.67,645,"1,139,644,939,174","554,957,216,170","584,687,723,004","162,130,067,002","14,273,896,118",30688,"14,356,756",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
