종목,심볼번호,고유번호,업종,업종코드,WICS,WICS코드,분기,자산,부채,자본,매출액,액면가
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2019_4,4.04935E+11,70510314740,3.34425E+11,1.14019E+11,14150
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2020_1,3.79529E+11,70568794267,3.0896E+11,31804903523,9750
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2020_2,3.75108E+11,63552598782,3.11556E+11,21329518244,9250
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2020_3,3.64979E+11,41656106042,3.23323E+11,19346864559,15399
에이치엘비생명과학,365590,67630,전문기술,99,제약,G352020,2020_4,3.27197E+11,39452826369,2.87744E+11,91796823678,13800
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2017_4,63161122772,28069163032,35091959740,34868166107,4165
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2018_1,65258445512,28686775133,36571670379,9831002464,6300
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2018_2,67506482051,25552107796,41954374255,11455955704,4340
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2018_3,65963596542,21164073850,44799522692,11611906012,5580
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2018_4,75677204371,24634180260,51043024111,47481790437,4100
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2019_1,82848056684,26762678684,56085378000,16193170447,5710
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2019_2,87242541885,23525187863,63717354022,21561315460,12250
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2019_3,1.00126E+11,25328675691,74797354801,21058471828,14050
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2019_4,1.13657E+11,25740865729,87916575572,81133256546,14150
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2020_1,1.25213E+11,28209630053,97003643599,21429025819,9470
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2020_2,1.23102E+11,21376540517,1.01725E+11,14590129124,14400
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2020_3,1.23711E+11,13144883176,1.10566E+11,19564878380,12600
클래시스,1061327,214150,의료·정밀기기,74,건강관리장비와 용품,G351010,2020_4,1.37526E+11,13769236723,1.23757E+11,76460931514,15500
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2015_4,2.01592E+11,17692265256,1.839E+11,94672562665,13100
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2016_1,2.32861E+11,41505707488,1.91355E+11,54044701633,13950
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2016_2,2.35601E+11,34981451576,2.00619E+11,40716180736,16150
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2016_3,2.40557E+11,32958501316,2.07599E+11,29212526082,19850
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2016_4,2.39672E+11,27931109433,2.11741E+11,1.41055E+11,17750
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2017_1,2.50385E+11,35014271365,2.15371E+11,36342144641,16650
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2017_2,2.42312E+11,21801184697,2.20511E+11,22014831661,18150
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2017_3,2.43177E+11,22245509358,2.20932E+11,16359085591,21150
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2017_4,2.65846E+11,34655181465,2.31191E+11,1.30154E+11,21100
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2018_1,2.89E+11,61131678031,2.27868E+11,78652816176,18550
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2018_2,2.89564E+11,49070805861,2.40493E+11,57504036454,15600
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2018_3,2.81493E+11,37426242718,2.44067E+11,44276240175,14200
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2018_4,2.73456E+11,36748853660,2.36707E+11,2.20178E+11,10750
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2019_1,2.84128E+11,48859415078,2.35269E+11,49442670761,12100
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2019_2,2.91755E+11,44170265875,2.47585E+11,66921203885,11600
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2019_3,2.90351E+11,37867523250,2.52483E+11,48129298972,13950
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2019_4,2.78351E+11,33094339899,2.45257E+11,2.05467E+11,16600
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2020_1,2.90676E+11,44899698023,2.45776E+11,42208443320,16250
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2020_2,2.84616E+11,41514433886,2.43102E+11,45537266256,27800
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2020_3,3.03258E+11,52060870042,2.51198E+11,58252365545,28100
유진테크,531014,84370,반도체,159,반도체와 반도체 장비,G453010,2020_4,2.9396E+11,44957125250,2.49003E+11,2.02592E+11,33900
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2015_4,1.01809E+11,48005006506,53804209049,91317951414,6057
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2016_1,1.18279E+11,63570774290,54708725145,16126936449,5221
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2016_2,1.20401E+11,64774536776,55626070092,37942886093,5804
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2016_3,1.33266E+11,76722993591,56542836238,19297019247,6514
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2016_4,1.5348E+11,1.01158E+11,52321988423,1.08548E+11,5170
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2017_1,1.74716E+11,1.22829E+11,51886962989,31259506297,5779
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2017_2,2.04597E+11,1.49013E+11,55583842215,32763331742,6970
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2017_3,2.21009E+11,1.59835E+11,61174199902,41358945553,8161
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2017_4,2.40917E+11,1.8189E+11,59026707942,1.49777E+11,6919
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2018_1,2.69601E+11,2.01845E+11,67756002354,72795656116,7654
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2018_2,2.60692E+11,1.88685E+11,72007485643,80930577246,8415
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2018_3,2.65133E+11,1.90234E+11,74899170788,55997314855,7756
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2018_4,2.90895E+11,2.2124E+11,69655151278,2.56693E+11,5474
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2019_1,3.3932E+11,2.6382E+11,75499915042,66665622568,5398
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2019_2,4.70016E+11,3.91595E+11,78420928919,1.06814E+11,5060
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2019_3,5.39299E+11,4.57396E+11,81902559748,86111076794,6220
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2019_4,5.00331E+11,4.28646E+11,71685066431,3.21406E+11,7280
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2020_1,5.01959E+11,4.17801E+11,84157319417,82867122647,6980
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2020_2,4.86649E+11,3.83511E+11,1.03138E+11,96771285342,12350
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2020_3,4.77836E+11,3.656E+11,1.12236E+11,66121770426,23750
피엔티,612294,137400,기계·장비,70,전기제품,G453520,2020_4,4.35428E+11,3.10531E+11,1.24897E+11,3.9005E+11,24550
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2015_4,1.90109E+11,56459255366,1.3365E+11,3.38137E+11,10350
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2016_1,1.92478E+11,58661108339,1.33817E+11,83721883124,9300
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2016_2,1.99638E+11,55026416132,1.44611E+11,92098124064,6810
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2016_3,2.12299E+11,60530461351,1.51769E+11,84655409475,7670
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2016_4,2.18674E+11,63349081906,1.55325E+11,3.45547E+11,6950
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2017_1,2.05501E+11,56026038742,1.49475E+11,88294339365,7760
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2017_2,2.17695E+11,56768392862,1.60926E+11,95919028030,8150
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2017_3,2.31088E+11,62604831441,1.68483E+11,88819663137,8250
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2017_4,2.34686E+11,63146348229,1.7154E+11,3.60404E+11,8710
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2018_1,2.32941E+11,59972657672,1.72968E+11,93222028979,9780
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2018_2,2.44356E+11,59027424523,1.85329E+11,1.0102E+11,11150
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2018_3,2.63545E+11,69847125154,1.93698E+11,94214524043,10350
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2018_4,2.68056E+11,69699613989,1.98357E+11,3.83774E+11,10900
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2019_1,2.90082E+11,92356965258,1.97725E+11,1.0082E+11,12700
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2019_2,2.92165E+11,81697765392,2.10467E+11,1.08813E+11,17200
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2019_3,3.05136E+11,85290163855,2.19846E+11,1.01063E+11,13200
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2019_4,3.19083E+11,94901758099,2.24181E+11,4.10915E+11,13750
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2020_1,3.24909E+11,1.02262E+11,2.22647E+11,1.08725E+11,13300
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2020_2,3.3189E+11,94550482058,2.37339E+11,1.17761E+11,18600
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2020_3,3.53612E+11,1.05292E+11,2.4832E+11,1.09877E+11,19950
NICE평가정보,158325,30190,기타서비스,110,상업서비스와 공급품,G202010,2020_4,3.68804E+11,1.10002E+11,2.58801E+11,4.46006E+11,24550
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2015_4,1.78132E+11,69278343432,1.08854E+11,2.0156E+11,87800
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2016_1,1.89577E+11,94572741146,95003881948,56764427504,73500
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2016_2,1.72552E+11,67937594502,1.04615E+11,51295706075,69100
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2016_3,1.84202E+11,69816978565,1.14385E+11,56103510275,68000
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2016_4,1.87914E+11,67265599628,1.20649E+11,2.16964E+11,65300
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2017_1,1.96925E+11,76465796759,1.20459E+11,58805983972,50500
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2017_2,2.41891E+11,66605272153,1.75285E+11,47501539389,58100
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2017_3,2.46831E+11,65618190957,1.81213E+11,49449948736,47000
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2017_4,2.53672E+11,64290537707,1.89382E+11,2.00105E+11,45250
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2018_1,2.57906E+11,75559836491,1.82346E+11,43519598791,44800
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2018_2,2.53383E+11,65856105942,1.87526E+11,48458445929,42500
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2018_3,2.58985E+11,66345717283,1.92639E+11,51343146658,39500
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2018_4,2.54058E+11,59138246137,1.9492E+11,1.98705E+11,33500
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2019_1,2.95955E+11,1.01325E+11,1.9463E+11,60526704004,41200
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2019_2,2.90979E+11,88171817071,2.02807E+11,60729216459,73900
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2019_3,3.06495E+11,1.00434E+11,2.06061E+11,65620430653,67500
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2019_4,3.12587E+11,1.12544E+11,2.00043E+11,2.47018E+11,68100
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2020_1,3.31047E+11,1.31395E+11,1.99651E+11,72748873239,38050
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2020_2,3.35295E+11,1.24985E+11,2.10311E+11,72208524700,71400
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2020_3,3.51425E+11,1.2988E+11,2.21545E+11,79607056887,66200
골프존,1067516,215000,소프트웨어,155,게임엔터테인먼트,G502040,2020_4,3.67294E+11,1.41723E+11,2.25571E+11,2.98524E+11,69300
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2015_4,3.75356E+11,1.0608E+11,2.69276E+11,1.93112E+11,44450
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2016_1,4.00355E+11,1.27463E+11,2.72892E+11,72950540211,39000
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2016_2,4.21516E+11,1.35988E+11,2.85527E+11,77261119358,40200
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2016_3,4.91721E+11,1.44131E+11,3.4759E+11,1.01299E+11,32850
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2016_4,4.86836E+11,1.36465E+11,3.5037E+11,3.21839E+11,27750
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2017_1,5.18646E+11,1.63589E+11,3.55057E+11,1.06888E+11,28700
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2017_2,5.56712E+11,1.3262E+11,4.24091E+11,72257066934,30950
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2017_3,5.69984E+11,1.33612E+11,4.36372E+11,75221181812,27200
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2017_4,5.836E+11,1.51495E+11,4.32105E+11,3.49861E+11,28900
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2018_1,5.89317E+11,1.58667E+11,4.3065E+11,77263890784,31350
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2018_2,5.76502E+11,1.45411E+11,4.3109E+11,62732810758,36200
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2018_3,5.72074E+11,1.4082E+11,4.31253E+11,65199552256,44500
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2018_4,5.94324E+11,1.4488E+11,4.49445E+11,2.85846E+11,47050
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2019_1,6.33127E+11,1.75005E+11,4.58121E+11,64650786467,38250
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2019_2,6.19921E+11,1.72059E+11,4.47862E+11,78125813189,29100
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2019_3,6.05149E+11,1.63383E+11,4.41765E+11,63693992054,24100
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2019_4,5.16347E+11,94683750039,4.21663E+11,2.6446E+11,27250
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2020_1,5.01418E+11,96193446280,4.05225E+11,52817640504,24050
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2020_2,5.04521E+11,93581346875,4.1094E+11,55153386995,37450
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2020_3,5.3751E+11,1.16288E+11,4.21222E+11,66853176726,57100
와이지엔터테인먼트,613318,122870,오락·문화,106,방송과엔터테인먼트,G502020,2020_4,5.42818E+11,1.20266E+11,4.22552E+11,2.55262E+11,44800
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2015_4,7.26707E+11,4.70784E+11,2.55923E+11,5.16477E+11,2440
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2016_1,6.98228E+11,4.46445E+11,2.51784E+11,88057170432,2660
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2016_2,6.99583E+11,4.39464E+11,2.6012E+11,98761376120,2145
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2016_3,6.63482E+11,4.06597E+11,2.56885E+11,1.14249E+11,2500
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2016_4,6.76175E+11,4.04596E+11,2.71579E+11,4.29215E+11,2545
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2017_1,6.5674E+11,3.91936E+11,2.64804E+11,1.15829E+11,2280
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2017_2,6.50397E+11,3.8193E+11,2.68467E+11,1.09006E+11,2470
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2017_3,6.51673E+11,3.76603E+11,2.75071E+11,1.07107E+11,2465
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2017_4,6.32921E+11,3.63305E+11,2.69617E+11,4.49558E+11,2340
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2018_1,6.30338E+11,3.56724E+11,2.73613E+11,1.02997E+11,2545
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2018_2,6.3104E+11,3.46888E+11,2.84152E+11,1.04265E+11,1965
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2018_3,6.41109E+11,3.57333E+11,2.83777E+11,1.1129E+11,1940
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2018_4,6.27367E+11,3.39643E+11,2.87724E+11,4.57853E+11,1370
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2019_1,6.41771E+11,3.46615E+11,2.95156E+11,1.17044E+11,1555
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2019_2,6.49414E+11,3.4417E+11,3.05243E+11,1.47862E+11,3200
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2019_3,6.91643E+11,3.69557E+11,3.22087E+11,1.60552E+11,2675
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2019_4,6.61229E+11,3.45386E+11,3.15842E+11,5.88938E+11,4330
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2020_1,6.92122E+11,3.32454E+11,3.59668E+11,1.43473E+11,4660
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2020_2,6.84982E+11,3.23503E+11,3.61479E+11,1.53907E+11,4825
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2020_3,5.90194E+11,2.26931E+11,3.63263E+11,1.38912E+11,5090
SFA반도체,301246,36540,반도체,159,반도체와 반도체 장비,G453010,2020_4,5.86545E+11,2.3172E+11,3.54825E+11,5.73078E+11,5930
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2015_4,3.00514E+11,1.92535E+11,1.07979E+11,1.12948E+11,4180
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2016_1,3.08559E+11,2.00233E+11,1.08326E+11,30436796413,3829
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2016_2,3.37758E+11,2.02344E+11,1.35414E+11,30061615137,3926
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2016_3,3.7648E+11,2.38951E+11,1.37528E+11,36282450606,5116
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2016_4,3.87779E+11,2.44651E+11,1.43128E+11,1.33478E+11,4443
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2017_1,4.16789E+11,2.70883E+11,1.45905E+11,38985752727,4668
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2017_2,4.55268E+11,2.98643E+11,1.56625E+11,37789131909,4668
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2017_3,4.42121E+11,2.74926E+11,1.67195E+11,41172722261,3829
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2017_4,4.69487E+11,2.8713E+11,1.82358E+11,1.72882E+11,4807
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2018_1,4.87001E+11,3.01469E+11,1.85532E+11,50659643309,4689
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2018_2,5.15743E+11,3.34798E+11,1.80945E+11,51114335756,4324
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2018_3,5.09262E+11,3.34357E+11,1.74905E+11,55875816221,3991
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2018_4,4.5652E+11,2.9612E+11,1.604E+11,2.09864E+11,3550
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2019_1,5.63331E+11,3.71568E+11,1.91763E+11,43390276693,3265
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2019_2,5.30414E+11,3.32211E+11,1.98203E+11,48372781406,3745
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2019_3,5.62174E+11,3.59799E+11,2.02375E+11,50722661719,3375
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2019_4,5.12018E+11,3.12246E+11,1.99772E+11,1.91162E+11,3165
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2020_1,4.94649E+11,2.97834E+11,1.96815E+11,54182314133,2995
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2020_2,5.30453E+11,3.10059E+11,2.20394E+11,57078299356,3640
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2020_3,5.99746E+11,3.67298E+11,2.32448E+11,60416799503,4950
다날,389970,64260,디지털컨텐츠,154,IT서비스,G451020,2020_4,5.70145E+11,3.36525E+11,2.3362E+11,2.29418E+11,4850
차바이오텍,525679,85660,제약,66,생물공학,G352010,2015_4,6.44831E+11,1.98268E+11,4.46563E+11,3.93782E+11,14250
차바이오텍,525679,85660,제약,66,생물공학,G352010,2016_1,6.45793E+11,1.90158E+11,4.55635E+11,1.07562E+11,13850
차바이오텍,525679,85660,제약,66,생물공학,G352010,2016_2,6.98531E+11,2.34571E+11,4.6396E+11,1.09341E+11,15650
차바이오텍,525679,85660,제약,66,생물공학,G352010,2016_3,6.89843E+11,2.32658E+11,4.57184E+11,1.06463E+11,15900
차바이오텍,525679,85660,제약,66,생물공학,G352010,2016_4,7.68929E+11,3.90068E+11,3.78861E+11,4.49261E+11,12600
차바이오텍,525679,85660,제약,66,생물공학,G352010,2017_1,6.32847E+11,2.70219E+11,3.62628E+11,92969760913,13050
차바이오텍,525679,85660,제약,66,생물공학,G352010,2017_2,7.59778E+11,3.06739E+11,4.5304E+11,91421961634,12300
차바이오텍,525679,85660,제약,66,생물공학,G352010,2017_3,7.91879E+11,3.22332E+11,4.69547E+11,92217995183,11750
차바이오텍,525679,85660,제약,66,생물공학,G352010,2017_4,7.85602E+11,3.76403E+11,4.09199E+11,4.18882E+11,23300
차바이오텍,525679,85660,제약,66,생물공학,G352010,2018_1,8.07513E+11,3.74157E+11,4.33356E+11,1.10435E+11,19600
차바이오텍,525679,85660,제약,66,생물공학,G352010,2018_2,8.49102E+11,3.68093E+11,4.81009E+11,1.12075E+11,16450
차바이오텍,525679,85660,제약,66,생물공학,G352010,2018_3,8.63626E+11,3.62882E+11,5.00744E+11,1.25687E+11,24250
차바이오텍,525679,85660,제약,66,생물공학,G352010,2018_4,9.47532E+11,3.97285E+11,5.50247E+11,4.886E+11,20200
차바이오텍,525679,85660,제약,66,생물공학,G352010,2019_1,9.86097E+11,4.25708E+11,5.60389E+11,1.24367E+11,21050
차바이오텍,525679,85660,제약,66,생물공학,G352010,2019_2,1.08151E+12,4.65642E+11,6.15868E+11,1.37067E+11,15400
차바이오텍,525679,85660,제약,66,생물공학,G352010,2019_3,1.161E+12,4.86304E+11,6.74695E+11,1.12037E+11,13750
차바이오텍,525679,85660,제약,66,생물공학,G352010,2019_4,1.16292E+12,4.96625E+11,6.66298E+11,5.34612E+11,14550
차바이오텍,525679,85660,제약,66,생물공학,G352010,2020_1,1.20604E+12,5.28866E+11,6.77169E+11,1.55285E+11,14800
차바이오텍,525679,85660,제약,66,생물공학,G352010,2020_2,1.32333E+12,6.52839E+11,6.70488E+11,1.62431E+11,20100
차바이오텍,525679,85660,제약,66,생물공학,G352010,2020_3,1.33664E+12,6.6797E+11,6.68671E+11,1.76997E+11,19000
차바이오텍,525679,85660,제약,66,생물공학,G352010,2020_4,1.31371E+12,6.76834E+11,6.36876E+11,6.64717E+11,20100
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2015_4,25514524815,2911886896,22602637919,19991699032,9050
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2016_1,25190056350,2629761622,22560294728,4197931665,11600
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2016_2,25073208377,2386968886,22686239491,4515158042,17100
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2016_3,24378465988,2888753477,21489712511,3047921521,16900
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2016_4,32227696376,5801624398,26426071978,24452139881,18100
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2017_1,28033699350,4803317676,23230381674,2897927353,18200
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2017_2,27510802132,3989158012,23521644120,5257927633,24800
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2017_3,29242714258,3266758870,25975955388,9093695394,24300
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2017_4,37075182402,6515728316,30559454086,32882239966,29900
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2018_1,36753758193,6630729781,30123028412,6361199338,44500
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2018_2,39047701027,5431257534,33616443493,13120911661,46200
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2018_3,39974987093,5413230540,34561756553,9893823955,43550
파크시스템스,244747,140860,의료·정밀기기,74,전자장비와 기기,G452030,2018_4,43226861161,7112486481,36114374680,41810163936,39600
