name,symbol,stock_code,type,type_code,WICS,WICS_code,time,assets,dept,equity,income,real_income,price,stock_count,total_value
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2016_2,5.42E+12,4.39E+12,1.03E+12,1.88E+12,2305510715,10500,196000000,2.06E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2017_1,5.24E+12,4.25E+12,9.94E+11,1.62E+12,46943722770,13000,196000000,2.55E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2017_2,5.18E+12,4.18E+12,1.00E+12,1.36E+12,31455069395,11900,196000000,2.33E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2017_3,5.21E+12,4.19E+12,1.02E+12,1.29E+12,7025914150,10950,196000000,2.15E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2018_1,5.04E+12,4.01E+12,1.03E+12,1.22E+12,11845027861,18150,196000000,3.56E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2018_2,4.72E+12,3.71E+12,1.00E+12,1.35E+12,17529533592,15550,196000000,3.05E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2018_3,4.49E+12,3.43E+12,1.06E+12,1.31E+12,55289811685,19300,196000000,3.78E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2018_4,4.62E+12,3.62E+12,9.98E+11,5.47E+12,62855609957,17650,196000000,3.46E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2019_1,4.75E+12,3.62E+12,1.13E+12,1.35E+12,1.04E+11,16100,196000000,3.16E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2019_2,4.32E+12,3.12E+12,1.20E+12,1.63E+12,73486720330,17250,196000000,3.38E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2019_3,4.43E+12,3.16E+12,1.27E+12,1.64E+12,70868028895,16600,196000000,3.25E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2019_4,4.57E+12,3.27E+12,1.30E+12,6.39E+12,3.24E+11,19300,196000000,3.78E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2020_1,4.57E+12,3.18E+12,1.39E+12,1.59E+12,69455151570,10350,196000000,2.03E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2020_2,4.72E+12,3.26E+12,1.46E+12,1.67E+12,67445629723,11900,196000000,2.33E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2020_3,4.79E+12,3.27E+12,1.53E+12,1.60E+12,59632658892,10550,196000000,2.07E+12
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2020_4,4.76E+12,3.17E+12,1.58E+12,6.75E+12,2.52E+11,13350,196000000,2.62E+12
유한양행,145109,100,의약품,9,제약,G352020,2015_4,1.88E+12,5.16E+11,1.36E+12,1.13E+12,1.26E+11,44412,11152546,4.95E+11
유한양행,145109,100,의약품,9,제약,G352020,2016_1,1.92E+12,5.28E+11,1.40E+12,2.76E+11,51271849285,44412,11152546,4.95E+11
유한양행,145109,100,의약품,9,제약,G352020,2016_2,2.03E+12,6.00E+11,1.43E+12,3.33E+11,34077758683,48838,11152546,5.45E+11
유한양행,145109,100,의약품,9,제약,G352020,2016_3,2.04E+12,5.81E+11,1.46E+12,3.62E+11,24076725230,46584,11152546,5.20E+11
유한양행,145109,100,의약품,9,제약,G352020,2016_4,2.05E+12,5.49E+11,1.50E+12,1.32E+12,1.61E+11,33095,11152546,3.69E+11
유한양행,145109,100,의약품,9,제약,G352020,2017_1,2.06E+12,5.57E+11,1.50E+12,3.51E+11,29542609608,36623,11665896,4.27E+11
유한양행,145109,100,의약품,9,제약,G352020,2017_2,2.05E+12,5.15E+11,1.54E+12,3.55E+11,32361377158,40487,11665896,4.72E+11
유한양행,145109,100,의약품,9,제약,G352020,2017_3,2.07E+12,5.06E+11,1.56E+12,3.79E+11,26461663427,34523,11665896,4.03E+11
유한양행,145109,100,의약품,9,제약,G352020,2017_4,2.09E+12,4.88E+11,1.61E+12,1.46E+12,1.10E+11,38394,11665896,4.48E+11
유한양행,145109,100,의약품,9,제약,G352020,2018_1,2.14E+12,5.42E+11,1.60E+12,3.40E+11,21161852883,38570,12209354,4.71E+11
유한양행,145109,100,의약품,9,제약,G352020,2018_2,2.16E+12,5.43E+11,1.62E+12,3.86E+11,16552629242,37781,12209354,4.61E+11
유한양행,145109,100,의약품,9,제약,G352020,2018_3,2.15E+12,5.20E+11,1.63E+12,3.79E+11,10895205542,42251,12209354,5.16E+11
유한양행,145109,100,의약품,9,제약,G352020,2018_4,2.17E+12,5.22E+11,1.65E+12,1.52E+12,58334962324,37741,12209354,4.61E+11
유한양행,145109,100,의약품,9,제약,G352020,2019_1,2.24E+12,5.98E+11,1.65E+12,3.45E+11,15658205382,43787,12777115,5.59E+11
유한양행,145109,100,의약품,9,제약,G352020,2019_2,2.10E+12,4.62E+11,1.64E+12,3.59E+11,5690447409,47452,12777115,6.06E+11
유한양행,145109,100,의약품,9,제약,G352020,2019_3,2.13E+12,4.86E+11,1.65E+12,3.82E+11,12557955003,41588,12777115,5.31E+11
유한양행,145109,100,의약품,9,제약,G352020,2019_4,2.12E+12,4.67E+11,1.65E+12,1.48E+12,36612325771,45357,12777115,5.80E+11
유한양행,145109,100,의약품,9,제약,G352020,2020_1,2.25E+12,5.19E+11,1.73E+12,3.13E+11,1.15E+11,43444,13371362,5.81E+11
유한양행,145109,100,의약품,9,제약,G352020,2020_2,2.38E+12,5.86E+11,1.80E+12,4.15E+11,34302047893,48802,66856810,3.26E+12
유한양행,145109,100,의약품,9,제약,G352020,2020_3,2.40E+12,5.38E+11,1.86E+12,4.30E+11,28809240440,61529,66856810,4.11E+12
유한양행,145109,100,의약품,9,제약,G352020,2020_4,2.39E+12,5.47E+11,1.85E+12,1.62E+12,1.90E+11,75700,66856810,5.06E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2015_4,1.45E+13,7.25E+12,7.24E+12,1.36E+13,4.56E+11,189000,27875819,5.27E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2016_1,1.46E+13,7.25E+12,7.38E+12,3.63E+12,1.20E+11,174000,27875819,4.85E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2016_2,1.46E+13,6.94E+12,7.62E+12,3.45E+12,12189315086,172000,27875819,4.79E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2016_3,1.50E+13,7.23E+12,7.81E+12,4.03E+12,1.50E+11,156500,27875819,4.36E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2016_4,1.54E+13,7.30E+12,8.12E+12,1.48E+13,3.82E+11,184000,27875819,5.13E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2017_1,1.56E+13,7.40E+12,8.21E+12,3.90E+12,1.32E+11,208000,27875819,5.80E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2017_2,1.58E+13,7.50E+12,8.29E+12,3.81E+12,25562984145,235000,27875819,6.55E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2017_3,1.61E+13,7.48E+12,8.60E+12,4.28E+12,3.81E+11,212500,27875819,5.92E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2017_4,1.61E+13,7.30E+12,8.77E+12,1.59E+13,6.28E+11,272000,27875819,7.58E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2018_1,1.60E+13,7.17E+12,8.78E+12,4.11E+12,1.25E+11,272500,27875819,7.60E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2018_2,1.59E+13,7.16E+12,8.72E+12,3.99E+12,94760271566,254500,27875819,7.09E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2018_3,1.68E+13,7.85E+12,8.99E+12,4.73E+12,1.94E+11,208500,27875819,5.81E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2018_4,1.68E+13,7.90E+12,8.86E+12,1.70E+13,4.76E+11,182000,27875819,5.07E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2019_1,2.08E+13,1.09E+13,9.95E+12,4.59E+12,69746096028,172500,27875819,4.81E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2019_2,2.08E+13,1.05E+13,1.03E+13,4.58E+12,26641582383,141000,27875819,3.93E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2019_3,2.10E+13,1.08E+13,1.02E+13,5.06E+12,1.12E+11,115000,27875819,3.21E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2019_4,2.11E+13,1.09E+13,1.02E+13,1.91E+13,2.24E+11,128000,27875819,3.57E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2020_1,2.09E+13,1.10E+13,9.91E+12,5.21E+12,44529893491,109000,27875819,3.04E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2020_2,2.14E+13,1.11E+13,1.03E+13,5.19E+12,3.15E+11,105000,27875819,2.93E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2020_3,2.24E+13,1.19E+13,1.05E+13,5.91E+12,1.20E+11,140000,27875819,3.90E+12
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2020_4,2.23E+13,1.18E+13,1.05E+13,2.20E+13,3.63E+11,152000,27875819,4.24E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2017_3,2.39E+12,1.00E+12,1.39E+12,5.22E+11,60715997377,94700,39533501,3.74E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2017_4,2.26E+12,9.13E+11,1.34E+12,1.12E+12,76680272181,104500,39533501,4.13E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2018_1,2.34E+12,9.14E+11,1.42E+12,5.16E+11,67518835605,130000,39533501,5.14E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2018_2,2.31E+12,8.65E+11,1.44E+12,4.24E+11,27643081920,149500,39533501,5.91E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2018_3,2.34E+12,9.09E+11,1.43E+12,4.94E+11,33061073486,106000,39533961,4.19E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2018_4,2.35E+12,9.07E+11,1.44E+12,1.93E+12,1.43E+11,118000,39533961,4.67E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2019_1,2.37E+12,8.63E+11,1.51E+12,4.98E+11,52857564290,101000,39536132,3.99E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2019_2,2.28E+12,7.29E+11,1.55E+12,4.39E+11,36833885472,92900,39536132,3.67E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2019_3,2.41E+12,7.75E+11,1.63E+12,5.30E+11,69664721501,96600,39536132,3.82E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2019_4,2.45E+12,7.85E+11,1.67E+12,2.02E+12,2.20E+11,106000,39536132,4.19E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2020_1,2.52E+12,7.78E+11,1.74E+12,5.40E+11,74974460624,109000,39536132,4.31E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2020_2,2.53E+12,7.21E+11,1.81E+12,5.15E+11,65680476538,139500,39536132,5.52E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2020_3,2.67E+12,7.93E+11,1.88E+12,5.97E+11,77013697090,133500,39536132,5.28E+12
오리온,1238169,271560,음식료품,5,식품,G302020,2020_4,2.67E+12,7.68E+11,1.90E+12,2.23E+12,2.75E+11,123500,39536132,4.88E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2015_4,2.93E+12,1.59E+12,1.35E+12,2.09E+12,77052939677,3497,74660436,2.61E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2016_1,2.92E+12,1.54E+12,1.38E+12,4.71E+11,29406881940,4193,74660436,3.13E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2016_2,2.94E+12,1.50E+12,1.44E+12,5.49E+11,61176902784,4206,74660436,3.14E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2016_3,2.94E+12,1.23E+12,1.72E+12,5.11E+11,52064838898,3516,87478869,3.08E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2016_4,3.22E+12,1.40E+12,1.81E+12,2.06E+12,1.75E+11,3275,87478869,2.86E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2017_1,3.16E+12,1.44E+12,1.72E+12,4.45E+11,54962899957,3155,87478869,2.76E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2017_2,3.01E+12,1.22E+12,1.80E+12,3.95E+11,85436648980,3187,100771919,3.21E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2017_3,3.52E+12,1.62E+12,1.90E+12,3.66E+11,24752870526,2607,100771919,2.63E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2017_4,3.50E+12,1.48E+12,2.02E+12,1.52E+12,3.01E+11,4064,100771919,4.10E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2018_1,3.45E+12,1.47E+12,1.98E+12,3.04E+11,12021791515,5159,100771919,5.20E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2018_2,3.46E+12,1.45E+12,2.01E+12,4.15E+11,44240292961,6266,100771919,6.31E+11
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2018_3,3.41E+12,1.39E+12,2.01E+12,3.60E+11,44786492431,7065,503859595,3.56E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2018_4,3.43E+12,1.45E+12,1.98E+12,1.51E+12,1.47E+11,6934,503859595,3.49E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2019_1,3.40E+12,1.49E+12,1.91E+12,3.37E+11,13480595887,7120,503859595,3.59E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2019_2,3.34E+12,1.44E+12,1.90E+12,4.24E+11,57101952680,7098,503859595,3.58E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2019_3,3.37E+12,1.49E+12,1.88E+12,3.59E+11,31336260259,6594,503859595,3.32E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2019_4,3.33E+12,1.53E+12,1.80E+12,1.54E+12,1.32E+11,6178,503859595,3.11E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2020_1,3.32E+12,1.56E+12,1.76E+12,3.14E+11,19621425961,4957,503859595,2.50E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2020_2,3.21E+12,1.46E+12,1.75E+12,3.85E+11,53680261955,5608,503859595,2.83E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2020_3,3.28E+12,1.56E+12,1.72E+12,3.46E+11,22858683325,6452,503859595,3.25E+12
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2020_4,3.33E+12,1.64E+12,1.69E+12,1.47E+12,1.38E+11,6710,503859595,3.38E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2016_4,6.33E+12,2.97E+12,3.35E+12,3.95E+12,1.80E+11,35600,100249166,3.57E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2017_1,6.09E+12,2.99E+12,3.10E+12,9.30E+11,41763032000,36950,100249166,3.70E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2017_2,6.41E+12,3.06E+12,3.35E+12,1.08E+12,49204186000,35400,100249166,3.55E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2017_3,6.59E+12,3.07E+12,3.51E+12,1.02E+12,55589252000,37050,100249166,3.71E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2017_4,6.18E+12,2.76E+12,3.43E+12,3.39E+12,2.74E+11,35950,100249166,3.60E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2018_1,6.24E+12,2.80E+12,3.45E+12,8.70E+11,62306359000,31450,100249166,3.15E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2018_2,6.37E+12,2.81E+12,3.56E+12,1.04E+12,76681365000,32150,100249166,3.22E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2018_3,6.27E+12,2.69E+12,3.59E+12,1.04E+12,75310836000,40400,100249166,4.05E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2018_4,6.45E+12,2.71E+12,3.74E+12,3.97E+12,2.64E+11,31450,100249166,3.15E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2019_1,6.83E+12,3.04E+12,3.79E+12,1.06E+12,68454217000,30800,100249166,3.09E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2019_2,6.80E+12,2.83E+12,3.97E+12,1.19E+12,95265474000,36500,100249166,3.66E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2019_3,6.86E+12,2.82E+12,4.04E+12,1.13E+12,66767770000,33950,100249166,3.40E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2019_4,6.70E+12,2.73E+12,3.98E+12,4.51E+12,2.72E+11,33900,100249166,3.40E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2020_1,7.29E+12,3.17E+12,4.11E+12,1.06E+12,33528223000,17400,100249166,1.74E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2020_2,7.29E+12,3.16E+12,4.12E+12,9.64E+11,41151428000,25400,100249166,2.55E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2020_3,7.25E+12,3.07E+12,4.18E+12,1.08E+12,68976855000,27400,100249166,2.75E+12
두산밥캣,1032486,241560,기계,12,기계,G201060,2020_4,6.96E+12,2.89E+12,4.07E+12,4.28E+12,2.47E+11,29500,100249166,2.96E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2016_1,2.40E+12,1.02E+12,1.39E+12,2.45E+11,42700455854,22008,52773256,1.16E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2016_2,2.40E+12,1.02E+12,1.38E+12,2.13E+11,64896576384,16150,59170458,9.56E+11
한진칼,983040,180640,운수창고,19,항공사,G203020,2016_3,2.30E+12,9.20E+11,1.38E+12,2.94E+11,49986575678,19100,59170458,1.13E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2016_4,2.06E+12,9.56E+11,1.11E+12,9.91E+11,4.23E+11,15200,59170458,8.99E+11
한진칼,983040,180640,운수창고,19,항공사,G203020,2017_1,2.37E+12,1.12E+12,1.25E+12,2.96E+11,1.73E+11,18650,59170458,1.10E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2017_2,2.30E+12,1.11E+12,1.19E+12,2.55E+11,71936418364,26500,59170458,1.57E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2017_3,2.38E+12,1.19E+12,1.20E+12,3.00E+11,36424161432,21200,59170458,1.25E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2018_1,2.75E+12,1.03E+12,1.72E+12,3.49E+11,44736206335,21250,59170458,1.26E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2018_2,2.61E+12,9.70E+11,1.64E+12,3.02E+11,93373050486,16850,59170458,9.97E+11
한진칼,983040,180640,운수창고,19,항공사,G203020,2018_3,2.73E+12,1.01E+12,1.72E+12,3.56E+11,90350287165,22700,59170458,1.34E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2018_4,2.85E+12,1.13E+12,1.72E+12,1.30E+12,12795633993,29800,59170458,1.76E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2019_1,3.04E+12,1.37E+12,1.67E+12,3.57E+11,6216828724,25750,59170458,1.52E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2019_2,2.91E+12,1.39E+12,1.53E+12,2.88E+11,1.51E+11,30150,59170458,1.78E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2019_3,2.68E+12,1.25E+12,1.43E+12,3.02E+11,92994206950,27100,59170458,1.60E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2019_4,2.69E+12,1.27E+12,1.42E+12,1.20E+12,2.61E+11,40050,59170458,2.37E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2020_1,2.31E+12,1.20E+12,1.12E+12,1.94E+11,2.81E+11,78800,59170458,4.66E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2020_2,2.22E+12,1.15E+12,1.06E+12,48158940783,52560803874,82100,59170458,4.86E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2020_3,2.53E+12,1.55E+12,9.80E+11,83839037099,80931941757,69900,59170459,4.14E+12
한진칼,983040,180640,운수창고,19,항공사,G203020,2020_4,3.49E+12,1.82E+12,1.66E+12,4.09E+11,3.42E+11,63200,66262510,4.19E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2015_4,1.90E+13,1.09E+13,8.10E+12,1.23E+13,5.09E+11,50300,92915378,4.67E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2016_2,2.01E+13,1.17E+13,8.42E+12,3.35E+12,2.86E+11,48400,92915378,4.50E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2016_3,2.01E+13,1.16E+13,8.54E+12,3.34E+12,1.82E+11,53000,92915378,4.92E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2016_4,2.03E+13,1.14E+13,8.92E+12,1.35E+13,9.23E+11,53900,92915378,5.01E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2017_2,2.10E+13,1.18E+13,9.24E+12,3.86E+12,1.64E+11,67500,92915378,6.27E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2017_3,2.17E+13,1.22E+13,9.52E+12,4.23E+12,2.59E+11,65600,92915378,6.10E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2017_4,2.20E+13,1.23E+13,9.66E+12,1.62E+13,1.09E+12,62100,92915378,5.77E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2018_2,2.22E+13,1.22E+13,9.99E+12,4.58E+12,2.21E+11,54100,92915378,5.03E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2018_3,2.29E+13,1.25E+13,1.03E+13,4.81E+12,3.51E+11,55300,92915378,5.14E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2018_4,2.26E+13,1.21E+13,1.05E+13,1.77E+13,1.03E+12,51100,92915378,4.75E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2019_1,2.42E+13,1.37E+13,1.06E+13,4.42E+12,2.06E+11,52500,92915378,4.88E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2019_2,2.46E+13,1.38E+13,1.08E+13,4.51E+12,2.01E+11,51400,92915378,4.78E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2019_3,2.44E+13,1.33E+13,1.11E+13,4.52E+12,2.44E+11,49900,92915378,4.64E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2019_4,2.47E+13,1.37E+13,1.10E+13,1.78E+13,6.69E+11,51300,92915378,4.77E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2020_1,2.45E+13,1.39E+13,1.05E+13,4.20E+12,2.95E+11,37150,92915378,3.45E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2020_2,2.47E+13,1.38E+13,1.08E+13,3.67E+12,9522000000,36400,92915378,3.38E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2020_3,2.54E+13,1.43E+13,1.11E+13,3.93E+12,2.71E+11,30950,92915378,2.88E+12
GS,500254,78930,금융업,21,석유와 가스,G101020,2020_4,2.45E+13,1.37E+13,1.08E+13,1.54E+13,1.88E+11,37700,92915378,3.50E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2015_4,6.15E+12,1.26E+12,4.89E+12,5.66E+12,6.74E+11,146162,79790980,1.17E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2016_1,6.55E+12,1.44E+12,5.11E+12,1.76E+12,3.25E+11,145663,79790980,1.16E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2016_2,6.59E+12,1.24E+12,5.35E+12,1.72E+12,2.47E+11,164620,79790980,1.31E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2016_3,6.89E+12,1.39E+12,5.50E+12,1.65E+12,1.51E+11,162624,79790980,1.30E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2016_4,7.09E+12,1.52E+12,5.57E+12,6.70E+12,8.12E+11,130698,82458180,1.08E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2017_1,7.27E+12,1.58E+12,5.69E+12,1.86E+12,2.66E+11,120721,82458180,9.95E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2017_2,7.16E+12,1.35E+12,5.80E+12,1.41E+12,99956660990,129201,82458180,1.07E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2017_3,7.18E+12,1.27E+12,5.92E+12,1.42E+12,1.02E+11,122218,82458180,1.01E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2017_4,7.34E+12,1.40E+12,5.93E+12,6.03E+12,4.90E+11,143169,82458180,1.18E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2018_1,7.60E+12,1.53E+12,6.07E+12,1.66E+12,2.16E+11,146661,82458180,1.21E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2018_2,7.57E+12,1.37E+12,6.20E+12,1.55E+12,1.27E+11,124213,82458180,1.02E+13
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2018_3,7.34E+12,1.09E+12,6.25E+12,1.46E+12,53840505524,93783,82458180,7.73E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2018_4,7.39E+12,1.14E+12,6.24E+12,6.08E+12,3.76E+11,72333,82458180,5.96E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2019_1,8.03E+12,1.73E+12,6.30E+12,1.64E+12,1.63E+11,70237,82458180,5.79E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2019_2,7.93E+12,1.67E+12,6.26E+12,1.57E+12,74582897804,62954,82458180,5.19E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2019_3,8.09E+12,1.72E+12,6.36E+12,1.57E+12,1.12E+11,67544,82458180,5.57E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2019_4,8.28E+12,1.80E+12,6.48E+12,6.28E+12,2.82E+11,82800,82458180,6.83E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2020_1,8.05E+12,1.70E+12,6.34E+12,1.28E+12,94812235388,54600,82458180,4.50E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2020_2,7.92E+12,1.58E+12,6.34E+12,1.18E+12,5138262651,47350,82458180,3.90E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2020_3,7.85E+12,1.50E+12,6.35E+12,1.21E+12,7032788588,48300,82458180,3.98E+12
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2020_4,7.79E+12,1.52E+12,6.27E+12,4.93E+12,22047682158,54900,82458180,4.53E+12
한솔케미칼,140955,14680,화학,8,화학,G151010,2015_4,5.21E+11,2.74E+11,2.47E+11,3.68E+11,34294928277,62200,11295195,7.03E+11
한솔케미칼,140955,14680,화학,8,화학,G151010,2016_1,5.64E+11,2.97E+11,2.67E+11,1.00E+11,21104077671,68000,11295195,7.68E+11
한솔케미칼,140955,14680,화학,8,화학,G151010,2016_2,7.13E+11,4.00E+11,3.12E+11,1.08E+11,10804378461,75100,11295195,8.48E+11
한솔케미칼,140955,14680,화학,8,화학,G151010,2016_3,7.09E+11,3.77E+11,3.32E+11,1.30E+11,19111392108,85800,11295195,9.69E+11
