종목,symbol,stock_code,업종,type_code,WICS,WICS_code,연도,자산,부채,자본,매출액,액면가
롯데케미칼,165413,11170,화학,8,화학,G151010,2019,2.00E+13,5.99E+12,1.41E+13,1.51E+13,224000
롯데케미칼,165413,11170,화학,8,화학,G151010,2020,1.94E+13,5.67E+12,1.37E+13,1.22E+13,278000
한화솔루션,162461,9830,화학,8,화학,G151010,2015,1.39E+13,8.92E+12,4.93E+12,8.04E+12,26171
한화솔루션,162461,9830,화학,8,화학,G151010,2016,1.38E+13,8.35E+12,5.47E+12,9.26E+12,23990
한화솔루션,162461,9830,화학,8,화학,G151010,2017,1.36E+13,7.46E+12,6.19E+12,9.34E+12,31018
한화솔루션,162461,9830,화학,8,화학,G151010,2018,1.52E+13,9.00E+12,6.23E+12,9.05E+12,19725
한화솔루션,162461,9830,화학,8,화학,G151010,2019,1.57E+13,9.88E+12,5.81E+12,9.50E+12,18223
한화솔루션,162461,9830,화학,8,화학,G151010,2020,1.51E+13,9.17E+12,5.97E+12,9.20E+12,47011
한국조선해양,164830,9540,운수장비,15,조선,G201065,2015,4.95E+13,3.40E+13,1.54E+13,4.63E+13,79758
한국조선해양,164830,9540,운수장비,15,조선,G201065,2016,4.89E+13,3.12E+13,1.78E+13,3.93E+13,132628
한국조선해양,164830,9540,운수장비,15,조선,G201065,2017,3.04E+13,1.80E+13,1.24E+13,1.55E+13,96425
한국조선해양,164830,9540,운수장비,15,조선,G201065,2018,2.47E+13,1.16E+13,1.31E+13,1.31E+13,129500
한국조선해양,164830,9540,운수장비,15,조선,G201065,2019,2.51E+13,1.21E+13,1.29E+13,1.52E+13,127500
한국조선해양,164830,9540,운수장비,15,조선,G201065,2020,2.52E+13,1.28E+13,1.24E+13,1.49E+13,109000
일진머티리얼즈,113997,20150,"전기,전자",13,전자장비와 기기,G452030,2015,4.37E+11,2.04E+11,2.33E+11,4.58E+11,12150
일진머티리얼즈,113997,20150,"전기,전자",13,전자장비와 기기,G452030,2016,3.91E+11,96066000000,2.95E+11,3.99E+11,12925
일진머티리얼즈,113997,20150,"전기,전자",13,전자장비와 기기,G452030,2017,6.50E+11,1.20E+11,5.30E+11,4.54E+11,38600
일진머티리얼즈,113997,20150,"전기,전자",13,전자장비와 기기,G452030,2018,6.92E+11,1.64E+11,5.28E+11,5.02E+11,41300
일진머티리얼즈,113997,20150,"전기,전자",13,전자장비와 기기,G452030,2019,1.04E+12,2.21E+11,8.15E+11,5.50E+11,43500
일진머티리얼즈,113997,20150,"전기,전자",13,전자장비와 기기,G452030,2020,1.08E+12,2.27E+11,8.54E+11,5.37E+11,52000
LG유플러스,231363,32640,통신업,20,무선통신서비스,G501020,2015,1.20E+13,7.50E+12,4.45E+12,1.08E+13,10300
LG유플러스,231363,32640,통신업,20,무선통신서비스,G501020,2016,1.20E+13,7.16E+12,4.83E+12,1.15E+13,11550
LG유플러스,231363,32640,통신업,20,무선통신서비스,G501020,2017,1.19E+13,6.70E+12,5.23E+12,1.23E+13,14000
LG유플러스,231363,32640,통신업,20,무선통신서비스,G501020,2018,1.39E+13,7.09E+12,6.85E+12,1.21E+13,17650
LG유플러스,231363,32640,통신업,20,무선통신서비스,G501020,2019,1.79E+13,1.06E+13,7.35E+12,1.24E+13,14200
LG유플러스,231363,32640,통신업,20,무선통신서비스,G501020,2020,1.84E+13,1.07E+13,7.65E+12,1.34E+13,11800
현대글로비스,360595,86280,운수창고,19,항공화물운송과 물류,G203010,2015,7.48E+12,4.38E+12,3.10E+12,1.47E+13,191000
현대글로비스,360595,86280,운수창고,19,항공화물운송과 물류,G203010,2016,7.97E+12,4.49E+12,3.48E+12,1.53E+13,154500
현대글로비스,360595,86280,운수창고,19,항공화물운송과 물류,G203010,2017,8.19E+12,4.20E+12,3.99E+12,1.64E+13,137000
현대글로비스,360595,86280,운수창고,19,항공화물운송과 물류,G203010,2018,8.69E+12,4.43E+12,4.26E+12,1.69E+13,128500
현대글로비스,360595,86280,운수창고,19,항공화물운송과 물류,G203010,2019,1.01E+13,5.46E+12,4.67E+12,1.83E+13,142500
현대글로비스,360595,86280,운수창고,19,항공화물운송과 물류,G203010,2020,1.09E+13,5.83E+12,5.07E+12,1.65E+13,184000
CJ제일제당,635134,97950,음식료품,5,식품,G302020,2015,1.38E+13,8.37E+12,5.39E+12,1.29E+13,375000
CJ제일제당,635134,97950,음식료품,5,식품,G302020,2016,1.58E+13,9.71E+12,6.06E+12,1.46E+13,359000
CJ제일제당,635134,97950,음식료품,5,식품,G302020,2017,1.69E+13,1.07E+13,6.14E+12,1.65E+13,367500
CJ제일제당,635134,97950,음식료품,5,식품,G302020,2018,1.95E+13,1.22E+13,7.31E+12,1.87E+13,330500
CJ제일제당,635134,97950,음식료품,5,식품,G302020,2019,2.63E+13,1.68E+13,9.48E+12,2.24E+13,252500
CJ제일제당,635134,97950,음식료품,5,식품,G302020,2020,2.56E+13,1.54E+13,1.02E+13,2.42E+13,382500
코웨이,170558,21240,서비스업,26,가정용 기기와 용품,G252040,2015,1.78E+12,5.37E+11,1.24E+12,2.32E+12,83500
코웨이,170558,21240,서비스업,26,가정용 기기와 용품,G252040,2016,1.97E+12,7.84E+11,1.18E+12,2.38E+12,88900
코웨이,170558,21240,서비스업,26,가정용 기기와 용품,G252040,2017,2.16E+12,1.18E+12,9.82E+11,2.52E+12,97800
코웨이,170558,21240,서비스업,26,가정용 기기와 용품,G252040,2018,2.38E+12,1.29E+12,1.09E+12,2.71E+12,74500
코웨이,170558,21240,서비스업,26,가정용 기기와 용품,G252040,2019,2.85E+12,1.78E+12,1.08E+12,3.02E+12,92500
코웨이,170558,21240,서비스업,26,가정용 기기와 용품,G252040,2020,3.03E+12,1.54E+12,1.49E+12,3.24E+12,73000
현대제철,145880,4020,철강및금속,11,철강,G151050,2015,3.19E+13,1.64E+13,1.55E+13,1.61E+13,50000
현대제철,145880,4020,철강및금속,11,철강,G151050,2016,3.24E+13,1.60E+13,1.64E+13,1.67E+13,57000
현대제철,145880,4020,철강및금속,11,철강,G151050,2017,3.34E+13,1.63E+13,1.70E+13,1.92E+13,58100
현대제철,145880,4020,철강및금속,11,철강,G151050,2018,3.33E+13,1.63E+13,1.70E+13,2.08E+13,45250
현대제철,145880,4020,철강및금속,11,철강,G151050,2019,3.44E+13,1.71E+13,1.72E+13,2.05E+13,31600
현대제철,145880,4020,철강및금속,11,철강,G151050,2020,3.48E+13,1.82E+13,1.67E+13,1.80E+13,40050
현대건설,164478,720,건설업,18,건설,G201030,2015,1.94E+13,1.20E+13,7.39E+12,1.92E+13,27583
현대건설,164478,720,건설업,18,건설,G201030,2016,1.99E+13,1.17E+13,8.12E+12,1.88E+13,41740
현대건설,164478,720,건설업,18,건설,G201030,2017,1.84E+13,9.96E+12,8.47E+12,1.69E+13,35464
현대건설,164478,720,건설업,18,건설,G201030,2018,1.81E+13,9.76E+12,8.29E+12,1.67E+13,54972
현대건설,164478,720,건설업,18,건설,G201030,2019,1.82E+13,9.51E+12,8.71E+12,1.73E+13,41059
현대건설,164478,720,건설업,18,건설,G201030,2020,1.79E+13,9.17E+12,8.77E+12,1.70E+13,37021
한국타이어앤테크놀로지,937324,161390,화학,8,자동차부품,G251010,2015,9.50E+12,4.36E+12,5.14E+12,6.43E+12,47050
한국타이어앤테크놀로지,937324,161390,화학,8,자동차부품,G251010,2016,9.62E+12,3.66E+12,5.96E+12,6.62E+12,58200
한국타이어앤테크놀로지,937324,161390,화학,8,자동차부품,G251010,2017,9.52E+12,3.15E+12,6.37E+12,6.81E+12,54600
한국타이어앤테크놀로지,937324,161390,화학,8,자동차부품,G251010,2018,9.80E+12,3.01E+12,6.79E+12,6.80E+12,40000
한국타이어앤테크놀로지,937324,161390,화학,8,자동차부품,G251010,2019,1.02E+13,2.98E+12,7.19E+12,6.88E+12,33350
한국타이어앤테크놀로지,937324,161390,화학,8,자동차부품,G251010,2020,1.07E+13,3.25E+12,7.41E+12,6.45E+12,38150
금호석유화학,106368,11780,화학,8,화학,G151010,2015,4.21E+12,2.55E+12,1.66E+12,3.93E+12,52000
금호석유화학,106368,11780,화학,8,화학,G151010,2016,4.55E+12,2.82E+12,1.73E+12,3.97E+12,81700
금호석유화학,106368,11780,화학,8,화학,G151010,2017,4.58E+12,2.62E+12,1.96E+12,5.06E+12,99400
금호석유화학,106368,11780,화학,8,화학,G151010,2018,4.62E+12,2.27E+12,2.35E+12,5.58E+12,87000
금호석유화학,106368,11780,화학,8,화학,G151010,2019,4.54E+12,1.91E+12,2.63E+12,4.98E+12,77300
금호석유화학,106368,11780,화학,8,화학,G151010,2020,5.03E+12,1.88E+12,3.15E+12,4.81E+12,146000
강원랜드,255619,35250,서비스업,26,"호텔, 레스토랑, 레저",G253010,2015,3.69E+12,6.93E+11,3.00E+12,1.63E+12,38400
강원랜드,255619,35250,서비스업,26,"호텔, 레스토랑, 레저",G253010,2016,3.98E+12,7.26E+11,3.25E+12,1.70E+12,35900
강원랜드,255619,35250,서비스업,26,"호텔, 레스토랑, 레저",G253010,2017,4.19E+12,6.84E+11,3.50E+12,1.60E+12,31950
강원랜드,255619,35250,서비스업,26,"호텔, 레스토랑, 레저",G253010,2018,4.23E+12,6.44E+11,3.59E+12,1.44E+12,31500
강원랜드,255619,35250,서비스업,26,"호텔, 레스토랑, 레저",G253010,2019,4.44E+12,7.20E+11,3.72E+12,1.52E+12,29600
강원랜드,255619,35250,서비스업,26,"호텔, 레스토랑, 레저",G253010,2020,3.64E+12,3.95E+11,3.25E+12,4.79E+11,23500
삼성중공업,126478,10140,운수장비,15,조선,G201065,2015,1.73E+13,1.30E+13,4.27E+12,9.71E+12,7842
삼성중공업,126478,10140,운수장비,15,조선,G201065,2016,1.72E+13,1.09E+13,6.28E+12,1.04E+13,7703
삼성중공업,126478,10140,운수장비,15,조선,G201065,2017,1.38E+13,8.02E+12,5.80E+12,7.90E+12,6113
삼성중공업,126478,10140,운수장비,15,조선,G201065,2018,1.43E+13,7.54E+12,6.75E+12,5.27E+12,7050
삼성중공업,126478,10140,운수장비,15,조선,G201065,2019,1.36E+13,8.35E+12,5.25E+12,7.35E+12,6861
삼성중공업,126478,10140,운수장비,15,조선,G201065,2020,1.29E+13,9.20E+12,3.72E+12,6.86E+12,6692
현대중공업지주,1205709,267250,화학,8,석유와 가스,G101020,2017,2.09E+13,1.08E+13,1.01E+13,1.43E+13,77500
현대중공업지주,1205709,267250,화학,8,석유와 가스,G101020,2018,2.33E+13,1.28E+13,1.06E+13,2.73E+13,69600
현대중공업지주,1205709,267250,화학,8,석유와 가스,G101020,2019,2.57E+13,1.38E+13,1.19E+13,2.66E+13,67900
현대중공업지주,1205709,267250,화학,8,석유와 가스,G101020,2020,2.66E+13,1.55E+13,1.11E+13,1.89E+13,57000
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2015,5.63E+12,5.94E+12,3.13E+11,6.44E+12,14700
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2018,4.62E+12,3.62E+12,9.98E+11,5.47E+12,17650
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2019,4.57E+12,3.27E+12,1.30E+12,6.39E+12,19300
삼성엔지니어링,126308,28050,서비스업,26,건설,G201030,2020,4.76E+12,3.17E+12,1.58E+12,6.75E+12,13350
유한양행,145109,100,의약품,9,제약,G352020,2015,1.88E+12,5.16E+11,1.36E+12,1.13E+12,44412
유한양행,145109,100,의약품,9,제약,G352020,2016,2.05E+12,5.49E+11,1.50E+12,1.32E+12,33095
유한양행,145109,100,의약품,9,제약,G352020,2017,2.09E+12,4.88E+11,1.61E+12,1.46E+12,38394
유한양행,145109,100,의약품,9,제약,G352020,2018,2.17E+12,5.22E+11,1.65E+12,1.52E+12,37741
유한양행,145109,100,의약품,9,제약,G352020,2019,2.12E+12,4.67E+11,1.65E+12,1.48E+12,45357
유한양행,145109,100,의약품,9,제약,G352020,2020,2.39E+12,5.47E+11,1.85E+12,1.62E+12,75700
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2015,1.45E+13,7.25E+12,7.24E+12,1.36E+13,189000
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2016,1.54E+13,7.30E+12,8.12E+12,1.48E+13,184000
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2017,1.61E+13,7.30E+12,8.77E+12,1.59E+13,272000
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2018,1.68E+13,7.90E+12,8.86E+12,1.70E+13,182000
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2019,2.11E+13,1.09E+13,1.02E+13,1.91E+13,128000
이마트,872984,139480,유통업,16,백화점과 일반상점,G255030,2020,2.23E+13,1.18E+13,1.05E+13,2.20E+13,152000
오리온,1238169,271560,음식료품,5,식품,G302020,2017,2.26E+12,9.13E+11,1.34E+12,1.12E+12,104500
오리온,1238169,271560,음식료품,5,식품,G302020,2018,2.35E+12,9.07E+11,1.44E+12,1.93E+12,118000
오리온,1238169,271560,음식료품,5,식품,G302020,2019,2.45E+12,7.85E+11,1.67E+12,2.02E+12,106000
오리온,1238169,271560,음식료품,5,식품,G302020,2020,2.67E+12,7.68E+11,1.90E+12,2.23E+12,123500
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2015,2.93E+12,1.59E+12,1.35E+12,2.09E+12,3497
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2016,3.22E+12,1.40E+12,1.81E+12,2.06E+12,3275
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2017,3.50E+12,1.48E+12,2.02E+12,1.52E+12,4064
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2018,3.43E+12,1.45E+12,1.98E+12,1.51E+12,6934
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2019,3.33E+12,1.53E+12,1.80E+12,1.54E+12,6178
쌍용씨앤이,138224,3410,비금속광물,10,건축자재,G201025,2020,3.33E+12,1.64E+12,1.69E+12,1.47E+12,6710
두산밥캣,1032486,241560,기계,12,기계,G201060,2016,6.33E+12,2.97E+12,3.35E+12,3.95E+12,35600
두산밥캣,1032486,241560,기계,12,기계,G201060,2017,6.18E+12,2.76E+12,3.43E+12,3.39E+12,35950
두산밥캣,1032486,241560,기계,12,기계,G201060,2018,6.45E+12,2.71E+12,3.74E+12,3.97E+12,31450
두산밥캣,1032486,241560,기계,12,기계,G201060,2019,6.70E+12,2.73E+12,3.98E+12,4.51E+12,33900
두산밥캣,1032486,241560,기계,12,기계,G201060,2020,6.96E+12,2.89E+12,4.07E+12,4.28E+12,29500
한진칼,983040,180640,운수창고,19,항공사,G203020,2015,2.32E+12,8.47E+11,1.47E+12,7.22E+11,18976
한진칼,983040,180640,운수창고,19,항공사,G203020,2016,2.06E+12,9.56E+11,1.11E+12,9.91E+11,15200
한진칼,983040,180640,운수창고,19,항공사,G203020,2017,2.78E+12,1.06E+12,1.71E+12,1.15E+12,18450
한진칼,983040,180640,운수창고,19,항공사,G203020,2018,2.85E+12,1.13E+12,1.72E+12,1.30E+12,29800
한진칼,983040,180640,운수창고,19,항공사,G203020,2019,2.69E+12,1.27E+12,1.42E+12,1.20E+12,40050
한진칼,983040,180640,운수창고,19,항공사,G203020,2020,3.49E+12,1.82E+12,1.66E+12,4.09E+11,63200
GS,500254,78930,금융업,21,석유와 가스,G101020,2015,1.90E+13,1.09E+13,8.10E+12,1.23E+13,50300
GS,500254,78930,금융업,21,석유와 가스,G101020,2016,2.03E+13,1.14E+13,8.92E+12,1.35E+13,53900
GS,500254,78930,금융업,21,석유와 가스,G101020,2017,2.20E+13,1.23E+13,9.66E+12,1.62E+13,62100
GS,500254,78930,금융업,21,석유와 가스,G101020,2018,2.26E+13,1.21E+13,1.05E+13,1.77E+13,51100
GS,500254,78930,금융업,21,석유와 가스,G101020,2019,2.47E+13,1.37E+13,1.10E+13,1.78E+13,51300
GS,500254,78930,금융업,21,석유와 가스,G101020,2020,2.45E+13,1.37E+13,1.08E+13,1.54E+13,37700
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2015,6.15E+12,1.26E+12,4.89E+12,5.66E+12,146162
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2016,7.09E+12,1.52E+12,5.57E+12,6.70E+12,130698
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2017,7.34E+12,1.40E+12,5.93E+12,6.03E+12,143169
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2018,7.39E+12,1.14E+12,6.24E+12,6.08E+12,72333
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2019,8.28E+12,1.80E+12,6.48E+12,6.28E+12,82800
아모레퍼시픽그룹,154462,2790,화학,8,화장품,G252065,2020,7.79E+12,1.52E+12,6.27E+12,4.93E+12,54900
한솔케미칼,140955,14680,화학,8,화학,G151010,2015,5.21E+11,2.74E+11,2.47E+11,3.68E+11,62200
한솔케미칼,140955,14680,화학,8,화학,G151010,2016,7.00E+11,3.59E+11,3.41E+11,4.60E+11,83300
한솔케미칼,140955,14680,화학,8,화학,G151010,2017,7.23E+11,3.32E+11,3.91E+11,5.22E+11,72500
한솔케미칼,140955,14680,화학,8,화학,G151010,2018,7.92E+11,3.44E+11,4.47E+11,5.82E+11,76400
한솔케미칼,140955,14680,화학,8,화학,G151010,2019,9.39E+11,4.19E+11,5.21E+11,5.88E+11,105000
한솔케미칼,140955,14680,화학,8,화학,G151010,2020,9.99E+11,3.77E+11,6.22E+11,6.19E+11,198000
한미사이언스,161426,8930,금융업,21,제약,G352020,2015,9.32E+11,3.48E+11,5.84E+11,7.77E+11,112710
한미사이언스,161426,8930,금융업,21,제약,G352020,2016,9.69E+11,3.22E+11,6.48E+11,6.65E+11,52045
한미사이언스,161426,8930,금융업,21,제약,G352020,2017,9.39E+11,2.74E+11,6.65E+11,6.52E+11,105945
한미사이언스,161426,8930,금융업,21,제약,G352020,2018,9.17E+11,2.63E+11,6.53E+11,7.08E+11,76482
한미사이언스,161426,8930,금융업,21,제약,G352020,2019,9.11E+11,2.65E+11,6.46E+11,8.17E+11,37518
한미사이언스,161426,8930,금융업,21,제약,G352020,2020,9.23E+11,2.64E+11,6.59E+11,8.57E+11,72900
한국가스공사,261285,36460,전기가스업,17,가스 유틸리티,G551020,2015,4.24E+13,3.23E+13,1.01E+13,2.61E+13,36600
한국가스공사,261285,36460,전기가스업,17,가스 유틸리티,G551020,2016,3.99E+13,3.05E+13,9.39E+12,2.11E+13,48100
한국가스공사,261285,36460,전기가스업,17,가스 유틸리티,G551020,2017,3.71E+13,2.90E+13,8.14E+12,2.22E+13,43000
한국가스공사,261285,36460,전기가스업,17,가스 유틸리티,G551020,2018,3.97E+13,3.12E+13,8.50E+12,2.62E+13,48250
한국가스공사,261285,36460,전기가스업,17,가스 유틸리티,G551020,2019,3.93E+13,3.12E+13,8.15E+12,2.50E+13,37850
한국가스공사,261285,36460,전기가스업,17,가스 유틸리티,G551020,2020,3.59E+13,2.82E+13,7.74E+12,2.08E+13,31300
한전기술,159209,52690,서비스업,26,전기 유틸리티,G551010,2020,7.00E+11,2.01E+11,4.99E+11,4.32E+11,18000
동서,144395,26960,유통업,16,식품,G302020,2015,1.26E+12,1.16E+11,1.14E+12,5.09E+11,31150
동서,144395,26960,유통업,16,식품,G302020,2016,1.33E+12,1.30E+11,1.20E+12,5.14E+11,27200
동서,144395,26960,유통업,16,식품,G302020,2017,1.39E+12,1.43E+11,1.24E+12,5.59E+11,28850
동서,144395,26960,유통업,16,식품,G302020,2018,1.43E+12,1.42E+11,1.29E+12,5.64E+11,17850
동서,144395,26960,유통업,16,식품,G302020,2019,1.48E+12,1.26E+11,1.35E+12,5.02E+11,17300
동서,144395,26960,유통업,16,식품,G302020,2020,1.53E+12,1.29E+11,1.40E+12,4.93E+11,34000
GS건설,120030,6360,건설업,18,건설,G201030,2015,1.30E+13,9.66E+12,3.35E+12,1.06E+13,19750
GS건설,120030,6360,건설업,18,건설,G201030,2016,1.34E+13,1.00E+13,3.35E+12,1.10E+13,26500
GS건설,120030,6360,건설업,18,건설,G201030,2017,1.37E+13,1.05E+13,3.24E+12,1.17E+13,28300
GS건설,120030,6360,건설업,18,건설,G201030,2018,1.20E+13,8.41E+12,3.62E+12,1.31E+13,44000
GS건설,120030,6360,건설업,18,건설,G201030,2019,1.32E+13,9.03E+12,4.14E+12,1.04E+13,30900
GS건설,120030,6360,건설업,18,건설,G201030,2020,1.38E+13,9.46E+12,4.31E+12,1.01E+13,38300
현대오토에버,362441,307950,서비스업,26,IT서비스,G451020,2019,1.03E+12,5.12E+11,5.15E+11,1.57E+12,50900
현대오토에버,362441,307950,서비스업,26,IT서비스,G451020,2020,1.08E+12,5.15E+11,5.62E+11,1.56E+12,125000
한미약품,828497,128940,의약품,9,제약,G352020,2015,1.72E+12,9.78E+11,7.45E+11,1.32E+12,633469
한미약품,828497,128940,의약품,9,제약,G352020,2016,1.60E+12,8.62E+11,7.35E+11,8.83E+11,259028
한미약품,828497,128940,의약품,9,제약,G352020,2017,1.66E+12,8.69E+11,7.92E+11,9.17E+11,555340
한미약품,828497,128940,의약품,9,제약,G352020,2018,1.69E+12,9.02E+11,7.89E+11,1.02E+12,445941
한미약품,828497,128940,의약품,9,제약,G352020,2019,1.91E+12,1.09E+12,8.22E+11,1.11E+12,290618
한미약품,828497,128940,의약품,9,제약,G352020,2020,1.88E+12,1.05E+12,8.32E+11,1.08E+12,350000
롯데지주,120562,4990,금융업,21,식품,G302020,2016,3.99E+12,1.43E+12,2.56E+12,2.25E+12,67855
롯데지주,120562,4990,금융업,21,식품,G302020,2019,1.56E+13,7.81E+12,7.79E+12,8.86E+12,38650
롯데지주,120562,4990,금융업,21,식품,G302020,2020,1.67E+13,8.85E+12,7.83E+12,9.09E+12,35250
솔루스첨단소재,1412822,336370,"전기,전자",13,전자장비와 기기,G452030,2019,4.94E+11,3.54E+11,1.41E+11,69994767555,20200
솔루스첨단소재,1412822,336370,"전기,전자",13,전자장비와 기기,G452030,2020,8.41E+11,3.51E+11,4.90E+11,2.90E+11,50000
DB하이텍,160843,990,"전기,전자",13,반도체와 반도체 장비,G453010,2015,9.85E+11,7.31E+11,2.54E+11,6.67E+11,14400
DB하이텍,160843,990,"전기,전자",13,반도체와 반도체 장비,G453010,2016,9.87E+11,6.45E+11,3.42E+11,7.73E+11,16100
DB하이텍,160843,990,"전기,전자",13,반도체와 반도체 장비,G453010,2017,9.94E+11,5.38E+11,4.56E+11,6.80E+11,12200
DB하이텍,160843,990,"전기,전자",13,반도체와 반도체 장비,G453010,2018,1.07E+12,5.08E+11,5.58E+11,6.69E+11,10850
DB하이텍,160843,990,"전기,전자",13,반도체와 반도체 장비,G453010,2019,1.09E+12,4.44E+11,6.45E+11,8.07E+11,27950
DB하이텍,160843,990,"전기,전자",13,반도체와 반도체 장비,G453010,2020,1.18E+12,3.84E+11,7.95E+11,9.36E+11,52200
GS리테일,140177,7070,유통업,16,백화점과 일반상점,G255030,2015,4.74E+12,2.58E+12,2.16E+12,6.27E+12,54200
GS리테일,140177,7070,유통업,16,백화점과 일반상점,G255030,2016,4.72E+12,2.36E+12,2.36E+12,7.40E+12,47600
GS리테일,140177,7070,유통업,16,백화점과 일반상점,G255030,2017,5.09E+12,2.70E+12,2.39E+12,8.27E+12,40150
GS리테일,140177,7070,유통업,16,백화점과 일반상점,G255030,2018,5.10E+12,2.64E+12,2.46E+12,8.69E+12,39900
GS리테일,140177,7070,유통업,16,백화점과 일반상점,G255030,2019,7.05E+12,4.50E+12,2.55E+12,9.01E+12,39500
GS리테일,140177,7070,유통업,16,백화점과 일반상점,G255030,2020,7.18E+12,4.51E+12,2.67E+12,8.86E+12,34500
CJ대한통운,113410,120,운수창고,19,항공화물운송과 물류,G203010,2015,4.50E+12,2.13E+12,2.37E+12,5.06E+12,189000
CJ대한통운,113410,120,운수창고,19,항공화물운송과 물류,G203010,2016,5.52E+12,2.78E+12,2.74E+12,6.08E+12,177500
CJ대한통운,113410,120,운수창고,19,항공화물운송과 물류,G203010,2017,6.31E+12,3.53E+12,2.78E+12,7.11E+12,140500
CJ대한통운,113410,120,운수창고,19,항공화물운송과 물류,G203010,2018,7.87E+12,4.74E+12,3.13E+12,9.22E+12,166000
CJ대한통운,113410,120,운수창고,19,항공화물운송과 물류,G203010,2019,9.11E+12,5.45E+12,3.66E+12,1.04E+13,155000
CJ대한통운,113410,120,운수창고,19,항공화물운송과 물류,G203010,2020,9.64E+12,5.60E+12,4.04E+12,1.08E+13,167500
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2015,1.39E+12,4.14E+11,9.80E+11,1.80E+12,98100
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2016,1.46E+12,3.60E+11,1.10E+12,1.83E+12,88400
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2017,1.58E+12,3.74E+11,1.21E+12,1.94E+12,107000
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2018,1.68E+12,4.21E+11,1.26E+12,2.02E+12,100500
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2019,1.79E+12,4.67E+11,1.33E+12,2.15E+12,93800
에스원,158501,12750,서비스업,26,상업서비스와 공급품,G202010,2020,1.91E+12,5.23E+11,1.38E+12,2.22E+12,84000
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2015,2.18E+12,1.43E+12,7.44E+11,3.25E+12,77800
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2016,2.04E+12,1.38E+12,6.62E+11,3.72E+12,47550
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2017,2.25E+12,1.58E+12,6.68E+11,4.01E+12,86900
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2018,2.30E+12,1.54E+12,7.65E+11,4.71E+12,77700
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2019,3.53E+12,2.61E+12,9.20E+11,5.72E+12,92100
호텔신라,165680,8770,유통업,16,"호텔, 레스토랑, 레저",G253010,2020,2.89E+12,2.27E+12,6.24E+11,3.19E+12,82900
팬오션,122737,28670,운수창고,19,해운사,G203030,2015,4.31E+12,1.88E+12,2.43E+12,1.82E+12,3720
팬오션,122737,28670,운수창고,19,해운사,G203030,2016,4.33E+12,1.76E+12,2.57E+12,1.87E+12,3985
팬오션,122737,28670,운수창고,19,해운사,G203030,2017,3.89E+12,1.48E+12,2.41E+12,2.34E+12,5260
팬오션,122737,28670,운수창고,19,해운사,G203030,2018,4.12E+12,1.46E+12,2.66E+12,2.67E+12,4445
팬오션,122737,28670,운수창고,19,해운사,G203030,2019,4.45E+12,1.55E+12,2.90E+12,2.47E+12,4530
팬오션,122737,28670,운수창고,19,해운사,G203030,2020,4.66E+12,1.85E+12,2.81E+12,2.50E+12,5150
현대미포조선,164609,10620,운수장비,15,조선,G201065,2015,9.44E+12,7.64E+12,1.80E+12,4.65E+12,26169
현대미포조선,164609,10620,운수장비,15,조선,G201065,2016,9.23E+12,6.97E+12,2.26E+12,4.22E+12,33890
현대미포조선,164609,10620,운수장비,15,조선,G201065,2017,8.32E+12,5.98E+12,2.34E+12,2.45E+12,39956
현대미포조선,164609,10620,운수장비,15,조선,G201065,2018,3.46E+12,1.15E+12,2.32E+12,2.40E+12,59500
현대미포조선,164609,10620,운수장비,15,조선,G201065,2019,3.38E+12,1.03E+12,2.35E+12,2.99E+12,46350
현대미포조선,164609,10620,운수장비,15,조선,G201065,2020,3.60E+12,1.23E+12,2.37E+12,2.79E+12,48050
효성첨단소재,1316254,298050,화학,8,화학,G151010,2018,2.53E+12,2.07E+12,4.66E+11,1.77E+12,102500
