name,symbol,stock_code,type,type_code,WICS,WICS_code,time,avg_salary,employee_num,assets,dept,equity,income,real_income,price,stock_count,total_value
기아,106641,270,운수장비,15,자동차,G251020,2018_4,76500000,35921,5.17866E+13,2.45431E+13,2.72435E+13,5.41698E+13,1.15594E+12,33450,405363347,1.35594E+13
기아,106641,270,운수장비,15,자동차,G251020,2019_1,16500000,35643,5.312E+13,2.54618E+13,2.76581E+13,1.24444E+13,6.49104E+11,35500,405363347,1.43904E+13
기아,106641,270,운수장비,15,자동차,G251020,2019_2,33500000,35671,5.4496E+13,2.61365E+13,2.83595E+13,1.45067E+13,5.05394E+11,44000,405363347,1.7836E+13
기아,106641,270,운수장비,15,자동차,G251020,2019_3,55000000,35706,5.5427E+13,2.66905E+13,2.87365E+13,1.50895E+13,3.25804E+11,45700,405363347,1.85251E+13
기아,106641,270,운수장비,15,자동차,G251020,2019_4,79500000,35675,5.53448E+13,2.63667E+13,2.89781E+13,5.8146E+13,1.82666E+12,44100,405363347,1.78765E+13
기아,106641,270,운수장비,15,자동차,G251020,2020_1,18500000,35334,5.56865E+13,2.69427E+13,2.87437E+13,1.45669E+13,2.65969E+11,25450,405363347,1.03165E+13
기아,106641,270,운수장비,15,자동차,G251020,2020_2,33500000,35347,5.834E+13,2.94379E+13,2.89021E+13,1.13688E+13,1.26309E+11,32600,405363347,1.32148E+13
기아,106641,270,운수장비,15,자동차,G251020,2020_3,54000000,35381,6.19228E+13,3.28782E+13,2.90445E+13,1.63218E+13,1.33683E+11,47450,405363347,1.92345E+13
기아,106641,270,운수장비,15,자동차,G251020,2020_4,81500000,35424,6.04904E+13,3.05988E+13,2.98917E+13,5.91681E+13,1.48759E+12,62400,405363347,2.52947E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2015_4,55000000,1074,2.74823E+12,9.3839E+11,1.80984E+12,6.03413E+11,1.58282E+11,73269,112431663,8.23776E+12
셀트리온,413046,68270,의약품,9,제약,G352020,2016_1,12000000,1096,2.73523E+12,7.55356E+11,1.97987E+12,1.08459E+11,11802293898,94708,116429228,1.10268E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2016_2,22666666.67,1107,2.85582E+12,7.91691E+11,2.06413E+12,1.85035E+11,59597356551,82226,116589842,9.58672E+12
셀트리온,413046,68270,의약품,9,제약,G352020,2016_3,32333333.33,1206,2.91903E+12,7.95117E+11,2.12391E+12,1.68271E+11,58613294621,93076,116589842,1.08517E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2016_4,53833333.33,1224,3.02194E+12,8.22974E+11,2.19897E+12,6.70581E+11,1.80452E+11,97219,116598327,1.13356E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2017_1,12000000,1280,3.07118E+12,8.38278E+11,2.2329E+12,1.96578E+11,67093736595,81317,122426543,9.95536E+12
셀트리온,413046,68270,의약품,9,제약,G352020,2017_2,23833333.33,1261,3.1627E+12,8.15743E+11,2.34696E+12,2.46148E+11,1.15248E+11,102731,122604401,1.25953E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2017_3,31833333.33,1438,3.28907E+12,8.26509E+11,2.46256E+12,2.32088E+11,1.13968E+11,132187,122635222,1.62108E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2017_4,56500000,1422,3.45873E+12,8.87139E+11,2.57159E+12,9.4908E+11,4.00728E+11,206047,122666424,2.5275E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2018_1,13833333.33,1452,3.52322E+12,8.84071E+11,2.63915E+12,2.44981E+11,83239210885,286123,125108377,3.57964E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2018_2,27000000,1487,3.56981E+12,8.37311E+11,2.7325E+12,2.63439E+11,82973481832,279215,125395903,3.50124E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2018_3,36833333.33,1611,3.46414E+12,8.16981E+11,2.64716E+12,2.31104E+11,54661186777,273685,125395903,3.4319E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2018_4,62000000,1777,3.54063E+12,9.07849E+11,2.63278E+12,9.82075E+11,2.53563E+11,210570,125456133,2.64173E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2019_1,14000000,1857,3.50249E+12,8.58741E+11,2.64375E+12,2.21704E+11,63021445145,169300,127953489,2.16625E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2019_2,28000000,1886,3.68405E+12,9.41705E+11,2.74234E+12,2.34975E+11,78290987720,193218,128329070,2.47955E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2019_3,41500000,2023,3.79081E+12,9.8189E+11,2.80892E+12,2.89055E+11,61595204568,156166,128336328,2.00418E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2019_4,72333333.33,2111,3.89369E+12,9.86733E+11,2.90696E+12,1.12846E+12,2.97969E+11,177742,128337853,2.2811E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2020_1,14166666.67,2104,4.12402E+12,1.11938E+12,3.00463E+12,3.72847E+11,1.05292E+11,184126,134706932,2.4803E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2020_2,28166666.67,2135,4.34975E+12,1.18429E+12,3.16546E+12,4.28799E+11,1.38608E+11,306384,134939385,4.13433E+13
셀트리온,413046,68270,의약품,9,제약,G352020,2020_3,43000000,2171,4.63829E+12,1.28379E+12,3.3545E+12,5.48771E+11,1.7582E+11,254340,134993738,3.43343E+13
