종목,심볼번호,고유번호,업종,업종코드,WICS,WICS코드,time,avg_salary,employee_num,자산총계,부채총계,자본총계,매출액,당기순이익,시가,
에스티팜,A237690,871833,제약,66,제약,G352020,2019_1,12500000,452,341274000000 ,24255478495 ,317018000000 ,15688649030 ,(5267809079),21750,
에스티팜,A237690,871833,제약,66,제약,G352020,2019_2,27142857.14,916,329670000000 ,15635527458 ,314034000000 ,18126378309 ,(3050745728),17300,
에스티팜,A237690,871833,제약,66,제약,G352020,2019_3,35714285.71,918,330549000000 ,16938565835 ,313610000000 ,20045796004 ,(974686449),17300,
에스티팜,A237690,871833,제약,66,제약,G352020,2019_4,-,-,341080334763 ,37400526840 ,303679807923 ,93256824542 ,(18528696163),26100,
에스티팜,A237690,871833,제약,66,제약,G352020,2020_1,13714285.71,974,340382000000 ,39772306772 ,300610000000 ,20167451472 ,(4424211563),31700,
에스티팜,A237690,871833,제약,66,제약,G352020,2020_2,26571428.57,958,341641000000 ,39053024851 ,302588000000 ,33776127966 ,2525352860 ,43000,
에스티팜,A237690,871833,제약,66,제약,G352020,2020_3,39357142.86,994,338650000000 ,43256216453 ,295394000000 ,22384767848 ,(7334275465),73200,
에스티팜,A237690,871833,제약,66,제약,G352020,2020_4,-,-,445570131485 ,148816928335 ,296753203150 ,124108663975 ,(13154954630),108500,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015_1,13433000,578,-,-,-,-,-,170680,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015_2,31001000,603,-,-,-,-,-,114252,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015_3,44846500,640,-,-,-,-,-,113400,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2015_4,-,-,582147905308 ,73141779493 ,509006125815 ,433532037867 ,125815627149 ,111800,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016_1,12626000,717,629425000000 ,75976011156 ,553449000000 ,135136000000 ,46437491557 ,122500,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016_2,22505000,737,669642000000 ,76407400654 ,593234000000 ,126603000000 ,37959932899 ,128000,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016_3,35418500,679,699176000000 ,75183537599 ,623993000000 ,118135000000 ,30941266324 ,99500,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2016_4,-,-,711986084245 ,77003278942 ,634982805303 ,513049917922 ,151767134894 ,88500,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2017_1,12464500,713,717890000000 ,64261421498 ,653629000000 ,120259000000 ,36692620545 ,118300,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2017_2,25614000,737,759575000000 ,67208826901 ,692367000000 ,129403000000 ,37515297224 ,117200,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2017_3,40389500,743,803506000000 ,71731864022 ,731774000000 ,125736000000 ,39845141865 ,124600,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2017_4,-,-,838310851513 ,77379483184 ,760931368329 ,507987250927 ,142375413542 ,130900,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2018_1,14065000,824,863372000000 ,82213144636 ,781159000000 ,114013000000 ,36496311400 ,185800,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2018_2,28089500,855,886362000000 ,68903780422 ,817458000000 ,124106000000 ,35189260852 ,170500,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2018_3,42088500,852,911238000000 ,65557224128 ,845681000000 ,119833000000 ,29770032586 ,147300,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2018_4,-,-,909300696179 ,64804161071 ,844496535108 ,481754716811 ,129687281094 ,122600,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2019_1,14035500,904,948004000000 ,94725764294 ,853279000000 ,107693000000 ,30454154499 ,104800,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2019_2,27637500,938,951019000000 ,67184870600 ,883834000000 ,124170000000 ,39693790169 ,101400,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2019_3,41680000,931,981475000000 ,66905114459 ,914570000000 ,116163000000 ,30657945671 ,93500,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2019_4,-,-,1004978011306 ,79534537081 ,925443474225 ,469293086352 ,109600865056 ,104400,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2020_1,14325000,992,1012690000000 ,78315816959 ,934371000000 ,98302512201 ,29388962579 ,83300,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2020_2,28258500,1023,1040320000000 ,84578858192 ,955736000000 ,147514000000 ,30082582827 ,116900,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2020_3,43269000,1034,1066520000000 ,91675707715 ,974842000000 ,128239000000 ,18536658469 ,115900,
컴투스,A078340,476498,디지털컨텐츠,154,게임엔터테인먼트,G502040,2020_4,-,-,1049132498425 ,72024414178 ,977108084247 ,508988651181 ,76429518348 ,153700,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2015_1,-,-,-,-,-,-,-,-,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2015_2,-,-,-,-,-,-,-,-,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2015_3,-,-,-,-,-,-,-,-,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2015_4,-,-,-,-,-,-,-,-,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2016_1,-,-,-,-,-,-,-,-,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2016_2,11506000,533,250068000000 ,52079943868 ,197988000000 ,52545687185 ,2827579984 ,23000,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2016_3,24816500,529,260166000000 ,53395611146 ,206771000000 ,95621946273 ,8823884030 ,24550,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2016_4,-,-,280653651530 ,61731889683 ,218921761847 ,244089917754 ,22519378074 ,24850,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2017_1,13523000,593,316305000000 ,73282820766 ,243022000000 ,137462000000 ,24880832776 ,25200,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2017_2,26095500,599,387692000000 ,107776000000 ,279916000000 ,205253000000 ,36734461222 ,29500,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2017_3,38559000,650,399903000000 ,98045647239 ,301858000000 ,198221000000 ,21663346268 ,34400,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2017_4,-,-,409618120681 ,96149729181 ,313468391500 ,630860973364 ,95364580825 ,34350,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2018_1,12476500,732,544401000000 ,255234000000 ,289167000000 ,137662000000 ,24592957594 ,33150,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2018_2,24403000,791,565802000000 ,226956000000 ,338846000000 ,210581000000 ,31560774797 ,28200,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2018_3,34860000,858,510046000000 ,134534000000 ,375513000000 ,196255000000 ,37010101791 ,22350,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2018_4,-,-,512346016162 ,143129539013 ,369216477149 ,649312684893 ,86860388555 ,19700,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2019_1,10738000,1280,824051000000 ,298110000000 ,525941000000 ,131051000000 ,4931094961 ,23500,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2019_2,23958500,1354,740597000000 ,190013000000 ,550584000000 ,200184000000 ,24868950773 ,24150,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2019_3,36790500,1351,774511000000 ,222280000000 ,552232000000 ,118090000000 ,1488739430 ,28200,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2019_4,-,-,899161666256 ,332607530256 ,566554136000 ,669241556900 ,42862674126 ,35250,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2020_1,12804500,1480,1100490000000 ,521225000000 ,579268000000 ,181957000000 ,13766033845 ,25600,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2020_2,25364000,1507,1238630000000 ,624102000000 ,614530000000 ,303308000000 ,35423190862 ,35450,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2020_3,38328500,1497,1048160000000 ,346016000000 ,702147000000 ,435000000000 ,87272117764 ,33100,
원익IPS,A240810,1135941,반도체,159,반도체와 반도체 장비,G453010,2020_4,-,-,1099641462981 ,436613617233 ,663027845748 ,1090924689101 ,97818821139 ,43950,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2015_1,9800000,134,-,-,-,-,-,5580,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2015_2,18000000,151,-,-,-,-,-,4475,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2015_3,28.2,145,-,-,-,-,-,4355,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2015_4,-,-,134905044854 ,81873720511 ,53031324343 ,57523292056 ,(4878627380),4153,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2016_1,9600000,162,138304000000 ,83523138158 ,54781098552 ,15822345226 ,115825830 ,4161,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2016_2,19400000,152,137058000000 ,83641581620 ,53415935379 ,17221230956 ,(125974713),3951,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2016_3,29600000,152,134941000000 ,81936874576 ,53003978008 ,16553546405 ,373799657 ,3830,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2016_4,-,-,141234468637 ,82763178179 ,58471290458 ,67911463916 ,705712006 ,3720,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2017_1,9666666.667,180,136514000000 ,78927538290 ,57586906661 ,20768748193 ,210654233 ,4500,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2017_2,18333333.33,192,144741000000 ,82926100691 ,61814858534 ,24144900535 ,363421362 ,6500,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2017_3,29166666.67,0,147683000000 ,85518366801 ,62164947728 ,25107734305 ,93096633 ,9050,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2017_4,-,-,133860274911 ,79398696853 ,54461578058 ,93390771002 ,(7917178678),14450,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2018_1,11000000,195,138370000000 ,83251747394 ,55118439507 ,25976235895 ,29663698 ,17650,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2018_2,20333333.33,203,139979000000 ,84520235494 ,55458435174 ,25565285801 ,293937191 ,23800,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2018_3,31333333.33,214,153321000000 ,79152206375 ,74168891730 ,24714908077 ,(292070835),26500,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2018_4,-,-,173395377410 ,89812840256 ,83582537154 ,102935678142 ,471117138 ,14000,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2019_1,12000000,237,176773000000 ,92490575937 ,84282241173 ,25742675313 ,114848900 ,18200,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2019_2,23166666.67,241,177291000000 ,94388807473 ,82902217332 ,26572734935 ,(384671576),16700,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2019_3,35333333.33,235,186163000000 ,103215000000 ,82947778375 ,31357084815 ,9259682 ,16950,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2019_4,-,-,191226386788 ,109060209500 ,82166177288 ,116384306423 ,(700955198),15950,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2020_1,13333333.33,251,195638000000 ,111050000000 ,84587866905 ,37830648963 ,1737472917 ,12250,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2020_2,24666666.67,250,200928000000 ,115412000000 ,85516168317 ,37727091595 ,1198662495 ,34700,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2020_3,39833333.33,239,205284000000 ,117178000000 ,88105737518 ,39689716584 ,2368339259 ,44100,
대주전자재료,A078600,177816,IT부품,160,전자장비와 기기,G452030,2020_4,-,-,206009387091 ,118766378477 ,87243008614 ,154543468825 ,5251008932 ,46900,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2015_1,3856000,1000,-,-,-,-,-,4640,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2015_2,3895500,1003,-,-,-,-,-,6490,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2015_3,3997000,1002,-,-,-,-,-,5290,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2015_4,-,-,655669437054 ,485191935923 ,170477501131 ,709287907069 ,19937727910 ,5190,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2016_1,4088226000,1022,653815000000 ,476895000000 ,176920000000 ,190608000000 ,9963148494 ,5990,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2016_2,4205000,1022,653173000000 ,470610000000 ,182563000000 ,188780000000 ,4267777740 ,9300,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2016_3,4306500,1025,639565000000 ,458420000000 ,181146000000 ,192594000000 ,4219741722 ,8630,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2016_4,-,-,657591755145 ,460665117685 ,196926637460 ,764955940617 ,26377437554 ,10100,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2017_1,4162500,1043,659436000000 ,452634000000 ,206802000000 ,195155000000 ,10260399937 ,8810,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2017_2,4321000,1032,664411000000 ,440824000000 ,223587000000 ,195526000000 ,13427627120 ,14500,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2017_3,4359500,1009,681826000000 ,441298000000 ,240528000000 ,208082000000 ,16685017135 ,19100,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2017_4,-,-,667169454942 ,399569925236 ,267599529706 ,785154565399 ,44996645918 ,21100,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2018_1,4682000,1037,693758000000 ,413842000000 ,279917000000 ,200633000000 ,13024386147 ,14600,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2018_2,4538500,1068,720593000000 ,430077000000 ,290516000000 ,214559000000 ,10524953520 ,12250,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2018_3,4442000,1110,729355000000 ,434026000000 ,295329000000 ,225609000000 ,9832148893 ,9860,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2018_4,-,-,760451747575 ,454557635269 ,305894112306 ,827231161595 ,47958363786 ,7630,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2019_1,13119500,1192,796836000000 ,473974000000 ,322862000000 ,216354000000 ,18020946435 ,10350,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2019_2,26942500,1178,794818000000 ,456416000000 ,338403000000 ,214349000000 ,15840018667 ,11100,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2019_3,40570500,1188,825663000000 ,468380000000 ,357283000000 ,216715000000 ,17713074624 ,16900,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2019_4,-,-,840710797540 ,480348778356 ,360362019184 ,875254175031 ,58693161574 ,15850,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2020_1,13885000,1156,906984000000 ,517511000000 ,389473000000 ,224586000000 ,24696501545 ,13950,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2020_2,27526000,1172,952560000000 ,537031000000 ,415529000000 ,223692000000 ,28927401902 ,29550,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2020_3,42523500,1163,945573000000 ,504660000000 ,440912000000 ,244233000000 ,24622782901 ,29600,
동진쎄미켐,A005290,118804,반도체,159,반도체와 반도체 장비,G453010,2020_4,-,-,960791826390 ,522783551618 ,438008274772 ,937800799678 ,85257903462 ,34350,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2015_1,10631500,461,-,-,-,-,-,39900,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2015_2,20753000,512,-,-,-,-,-,37900,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2015_3,30319500,579,-,-,-,-,-,32150,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2015_4,-,-,463008331636 ,115429854191 ,347578477445 ,535837006179 ,48450693753 ,34500,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2016_1,11265000,661,473889000000 ,127667000000 ,346222000000 ,158963000000 ,15409535863 ,33300,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2016_2,22798000,669,467451000000 ,109694000000 ,357757000000 ,150873000000 ,11185801550 ,33100,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2016_3,32211000,712,471494000000 ,106115000000 ,365379000000 ,143091000000 ,7985708436 ,30000,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2016_4,-,-,485997742264 ,105319662442 ,380678079822 ,610043215195 ,50680306018 ,27000,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2017_1,11974500,778,492549000000 ,120814000000 ,371735000000 ,158305000000 ,5513903302 ,30350,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2017_2,24219000,813,489507000000 ,112910000000 ,376597000000 ,154226000000 ,4746139804 ,34800,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2017_3,36134,813,524459000000 ,135123000000 ,389336000000 ,180536000000 ,12784748928 ,44900,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2017_4,-,-,544294125328 ,132068703716 ,412225421612 ,692761282198 ,47064354128 ,50200,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2018_1,12606500,885,583164000000 ,177669000000 ,405495000000 ,162156000000 ,6095163714 ,38700,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2018_2,25599000,895,537260000000 ,123096000000 ,414164000000 ,179723000000 ,8745024197 ,35850,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2018_3,37983500,869,639973000000 ,208190000000 ,431784000000 ,213925000000 ,17748998306 ,40850,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2018_4,-,-,607558305864 ,160944737525 ,446613568339 ,791818131828 ,48960453314 ,34100,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2019_1,14855500,919,646543000000 ,210465000000 ,436078000000 ,177366000000 ,2857637790 ,42400,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2019_2,24031500,1010,652223000000 ,210148000000 ,442075000000 ,196302000000 ,6006189130 ,43700,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2019_3,38310000,1051,635511000000 ,182939000000 ,452571000000 ,249726000000 ,10472704698 ,34500,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2019_4,-,-,629733290317 ,157526494823 ,472206795494 ,867122049614 ,38538518233 ,38300,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2020_1,15000000,1033,630515000000 ,158849000000 ,471667000000 ,212578000000 ,12809803079 ,27300,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2020_2,29000000,1019,678569000000 ,200220000000 ,478349000000 ,219131000000 ,6745817757 ,38100,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2020_3,45000000,990,795800000000 ,280460000000 ,515340000000 ,367217000000 ,36959400607 ,45000,
LX세미콘,A108320,525934,반도체,159,디스플레이장비 및 부품,G454020,2020_4,-,-,750602338873 ,218317834580 ,532284504293 ,1161896286020 ,72528910564 ,55800,
휴젤,A145020,888347,제약,66,생물공학,G352010,2015_1,-,-,-,-,-,-,-,-,
휴젤,A145020,888347,제약,66,생물공학,G352010,2015_2,-,-,-,-,-,-,-,-,
휴젤,A145020,888347,제약,66,생물공학,G352010,2015_3,-,-,-,-,-,-,-,-,
휴젤,A145020,888347,제약,66,생물공학,G352010,2015_4,-,-,233571917075 ,18380437584 ,215191479491 ,65065577112 ,35856920521 ,68032,
휴젤,A145020,888347,제약,66,생물공학,G352010,2016_1,12000000,153,241395000000 ,18078542547 ,223317000000 ,22654038933 ,6768771161 ,93164,
휴젤,A145020,888347,제약,66,생물공학,G352010,2016_2,21500000,173,264647000000 ,15785232023 ,248862000000 ,30931017782 ,14003488559 ,107385,
휴젤,A145020,888347,제약,66,생물공학,G352010,2016_3,34000000,160,288248000000 ,22157076458 ,266091000000 ,32802929812 ,14309751200 ,147658,
휴젤,A145020,888347,제약,66,생물공학,G352010,2016_4,-,-,294302739625 ,20363018058 ,273939721567 ,124189443779 ,50900866847 ,107010,
휴젤,A145020,888347,제약,66,생물공학,G352010,2017_1,14500000,171,318361000000 ,21716805375 ,296644000000 ,44250671357 ,20936094434 ,126072,
휴젤,A145020,888347,제약,66,생물공학,G352010,2017_2,24500000,183,343749000000 ,21024978034 ,322724000000 ,46155456738 ,20470031250 ,185920,
휴젤,A145020,888347,제약,66,생물공학,G352010,2017_3,52500000,190,818974000000 ,101633000000 ,717340000000 ,41570468782 ,19269428918 ,183431,
휴젤,A145020,888347,제약,66,생물공학,G352010,2017_4,-,-,820929775306 ,103009883896 ,717919891410 ,182085496975 ,81350587843 ,163141,
휴젤,A145020,888347,제약,66,생물공학,G352010,2018_1,22000000,324,854942000000 ,109152000000 ,745790000000 ,45778544324 ,21314328942 ,204574,
휴젤,A145020,888347,제약,66,생물공학,G352010,2018_2,34500000,333,862144000000 ,100549000000 ,761594000000 ,42864237603 ,15971980851 ,164709,
휴젤,A145020,888347,제약,66,생물공학,G352010,2018_3,44500000,353,878232000000 ,106278000000 ,771953000000 ,34936231323 ,23871312882 ,145885,
휴젤,A145020,888347,제약,66,생물공학,G352010,2018_4,-,-,918266455814 ,133483282936 ,784783172878 ,182391609421 ,75657188325 ,117683,
휴젤,A145020,888347,제약,66,생물공학,G352010,2019_1,16500000,369,934581000000 ,141139000000 ,793442000000 ,49118975852 ,14058752026 ,127743,
휴젤,A145020,888347,제약,66,생물공학,G352010,2019_2,28000000,403,900173000000 ,138040000000 ,762133000000 ,50286324210 ,12827744156 ,145783,
휴젤,A145020,888347,제약,66,생물공학,G352010,2019_3,40000000,422,912453000000 ,139601000000 ,772852000000 ,51142226291 ,12065169042 ,137394,
휴젤,A145020,888347,제약,66,생물공학,G352010,2019_4,-,-,894690013619 ,150419074817 ,744270938802 ,204567625227 ,50278332948 ,128903,
휴젤,A145020,888347,제약,66,생물공학,G352010,2020_1,18500000,421,895898000000 ,140189000000 ,755709000000 ,41257994447 ,6695671225 ,109158,
휴젤,A145020,888347,제약,66,생물공학,G352010,2020_2,29500000,429,925874000000 ,152331000000 ,773543000000 ,48278347671 ,15120386300 ,173848,
휴젤,A145020,888347,제약,66,생물공학,G352010,2020_3,41000000,428,945038000000 ,158294000000 ,786744000000 ,54072110072 ,10663180273 ,180100,
휴젤,A145020,888347,제약,66,생물공학,G352010,2020_4,-,-,956344165833 ,162275491387 ,794068674446 ,211038348381 ,45316091400 ,189700,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2015_1,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2015_2,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2015_3,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2015_4,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2016_1,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2016_2,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2016_3,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2016_4,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2017_1,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2017_2,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2017_3,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2017_4,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2018_1,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2018_2,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2018_3,-,-,-,-,-,-,-,-,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2018_4,-,-,-,-,-,-,-,3754,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2019_1,3338.363636,139,61448922558 ,15720264485 ,45728658073 ,7606061026 ,1541227689 ,6508,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2019_2,3334363.636,139,65835628944 ,16331158453 ,49504470491 ,8881690958 ,2219918098 ,6424,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2019_3,3264090.909,149,82570614359 ,27012790486 ,55557823873 ,9392116991 ,960364495 ,5723,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2019_4,-,-,109200110008 ,38738129702 ,70461980306 ,46404117221 ,6509732060 ,5156,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2020_1,3338363.636,136,101416000000 ,29280014835 ,72135921771 ,11431877442 ,(2376338734),3555,
위지윅스튜디오,A299900,1276327,오락·문화,106,방송과엔터테인먼트,G502020,2020_2,39867.45455,101,112968000000 ,35926810368 ,77041649309 ,23523463711 ,448699516 ,4655,
